,text
179,"BS: And I have a related question to that, kind of piggy back on it. You’ve talked about your decision not to come out over some period of your life, and I believe we recorded you in a story of saying at some point you thought that coming out would be a political death, a career death sentence. Could you just recap again why you decided to come out when you did, and if you feel you’ve handled that in a way — what emotional residue is left over from that? You feel you hid too long? Or do you — what’s the residual of that previous hidden life?"
180,You can Read “Pete Buttigieg’s Life in the Closet” by Jeremy Peters in The Times here.
181,"Well, between the time I figured out I was gay and the time I came out, was a period of consciously avoiding love, and that has a certain cost, it has a certain weight. On the other hand, I was also very busy in a very meaningful and very fulfilling job, certainly during my time as mayor. So, I’m not sure I felt the cost as keenly as I would have if I were working 40 hours a week or if I had a job that didn’t give me as much meaning, which I think numbed me a little bit to the effect."
182,"What put me over the edge was the experience of the deployment, where you have that experience where you write the letter, and you put it where your folks can find it if you don’t come back. And I remember writing words that I really meant about how I did not want anyone to think, if my life were short, that I had been cheated because I’d had such a full and wonderful life, even at a young age. But also, knowing that I was preparing for the risk of dying at an age where most of my peers had something I didn’t, which is to know what it was like to be in love. And that was untenable."
183,"The Times’s podcast “The Daily” has an episode focused on Mr. Buttigieg’s decision to come out, featured in its series of interviews with candidates on pivotal moments in their lives. Listen here."
184,"So, by the time I came back, I knew I had to do it, but there was the question of how. Right? By then “don’t ask, don’t tell” was over, so it didn’t mean ending my military career. There was every indication it might mean ending my political career. And I reached the conclusion that I had to take that risk, that was O.K., but also, I had some measure of faith in my community, that at least my current job might be something that I could earn another shot at based on the work I did."
185,"But as somebody who lives in Indiana, and needless to say, as somebody who was not computing the possibility of running for president in 2020 when I was going through these personal deliberations in 2015, I recognized that it might constrain, not to say end, a political future I would have in Indiana. As to what it means big picture, I’ll tell you. A couple of things that it means right now, which are very powerful, which is young people letting me know that I’m helping them in some way just by doing this. And not even just young queer people, the really exciting thing — I’ve shared this story many times on the trail — was when a teenager let me know that my campaign helped her feel like she had a sense of belonging in her school and her environment even though she had autism. So, that idea of representing difference in a way that validates others. MC: This makes you less mayo."
187,Maybe. Hopefully it’s at least a better flavor. I don’t know. KK: No longer gross. BS: Basil mayo.
190,"I actually hate flavored mayo — they do this avocado stuff now and it — because I only use mayo when I’m making tuna salad. [LAUGHTER] And I want it as straightforward as possible. BS: That’s a joke? PB: No, it’s high-protein. It’s very affordable. BS: O.K. I thought you’re making a joke."
194,"You can put it on toast. Anyway, where was I? Yeah. Sorry. [LAUGHTER] So, then you have older folks who, and it’s not unusual — I would say every rope line, well maybe not every rope line, but often, somebody comes up to me, looks at me, starts to try to say something and can’t. They’re usually in their 50s or older, and I know exactly what they’re saying and that’s all it takes. And that is extraordinary."
195,"It’s not why I got into this race, but it’s part of what this campaign means, and I’m very mindful of that. I’m also very mindful from a historic perspective that usually when somebody had — well, we don’t have nearly enough examples, but when somebody’s broken a barrier going into the presidency, it’s usually not been the first person to make the attempt. So, the first woman president will not be the first woman to run for president. The first African-American president was not the first African-American to run for president. So, analytically, I’m conscious of the fact that I seek the presidency, if elected, I’d be the first out gay president, and I’m the first elected official to make the attempt."
196,"The first woman to run for president is often credited as Victoria Woodhull, a stockbroker and newspaper publisher who ran in 1872. The first African-American to run for president was George Edwin Taylor in 1904. The son of a slave, Mr. Taylor ran as the candidate of the National Negro Liberty Party."
197,"MC: Do you feel a burden of representation? A lot of women have talked about whether or not they feel this extra burden when they are representing, or minorities or things like that. I mean, is this something that you contend with?"
198,"Well, I don’t want to sit around thinking about it, but it’s certainly there. Sure, yeah, of course, but so is every — look, when you put your name on the ballot, and you’ve got organizers who attach their name to yours and drop what they’re doing and skip college to go to Iowa and help you, and people give you their money for your campaign, and some of them tell you that they’re passing up a vacation so that they can contribute to your campaign. You already feel that level of responsibility. Right? So, calling it a burden — I don’t know. It’s one more reason I’m motivated to make sure that I do the very best to win and to deserve to win."
199,"MC: Now, have you given thought, and I know it’s early, but if not to specific running mates then to factors of what you’d be looking for? We talked to people about balancing the tickets. Yeah. MC: Things like that."
202,"So, first of all, the choice of a running mate is the one choice a candidate makes that is actually a presidential choice. The whole country has to live with it. And so, in a way, retroactively, it’s your first decision as president. And for that reason I think you have to have this deadly serious bar that it’s really about who is best positioned to lead the country in the event that I get killed or I’m unable to serve, and everything else has to follow that."
203,"Having said that, whether we’re talking about running mates or whether we’re talking about my vision for how to build out a cabinet, yes, balance is extremely important. Racial balance, gender balance, balance in experience, having a shared worldview but different strengths and weaknesses is important. And so, I’ve made a decision that I should not say anything that would disqualify anybody from being considered, but in addition to balance and diversity and range — this, by the way, another reason I pledged the 50 percent women minimum cabinet. I’m looking for truth tellers because I’ve always relied on those I’m with and certainly in my administration, also in my campaign, to be there to tell me things I wish weren’t true or would rather not hear. And that quality, I imagine this is especially important in a vice president, not to mention a running mate."
204,"In Mr. Buttigieg’s agenda promoting women’s rights, he committed to nominating women to 50 percent of his cabinet positions and judicial seats. He also said he would put Harriet Tubman on the $20 bill and create a commission to ensure there are more national monuments for women."
205,"MC: Now, looking at one more with a campaign, specifically, and it speaks a little bit to the youth questions and whether or not you’re not quite revolutionary enough. Cleaning up the campaign finance system is a big issue for Democrats. They won big on it with the midterms. Are you concerned that your broader approach to campaign donations, not eschewing big corporate donations and things like that, will alienate you from these younger, more idealistic voters who really see money in politics, big money in politics, as a problem?"
206,"After the board’s interview with Mr. Buttigieg, he came under fire for a photo that went viral of a fund-raiser held for his campaign at a “wine cave” in California."
207,"I see money in politics as a problem, but it’s a structural problem requiring a structural fix. I mean, we are getting ready to go into the fight of our lives against Donald Trump and his allies, that last time I checked, put together something like 125 million bucks in the last quarter. Right? And tying a hand behind our back to satisfy a purity test is not going to help us deliver the actual structural change that’s needed. So, I don’t take corporate PAC money because I think it’s important to live that ideal. I also have 700,000, I think, individual contributors, and I obviously don’t know most of them personally. Right? And I imagine they don’t agree with me on everything, they don’t agree with each other on everything, but I certainly believe in grass roots organization building. And the office of mayor of South Bend, Ind., is not generally known as an establishment fund-raising powerhouse. Right? So, we got to where we are with a message and a vision that’s compelling, and my message, whether it’s to young progressives or to moderates or to the future former Republicans I’m finding out there on the trail is, “Look at what we could do as a country.” And if that message is compelling, I have to believe that’s what will decide this election."
208,Senators Warren and Sanders are refusing high-dollar private fund-raisers — which Mr. Buttigieg refers to as a “purity test.”
209,"KK: We’re about halfway through our time at this point. We have about four more pages of questions here, so we’re going to turn to another topic."
210,"Lauren Kelley: Mr. Mayor, I wanted to ask you a little bit about reproductive rights. When you’ve talked about your support for abortion rights, you’ve in the past said that you’ve taken cues from the Bible. I’m curious how you connect with both voters and lawmakers who have a very different interpretation from the Bible, that abortion is a sin or even akin to murder, or do you even try to change their minds or reach them?"
211,"In a radio interview last September, Mr. Buttigieg said the Bible has guided his views on reproductive rights. He said, “You know, there’s a lot of parts of the Bible that talk about how life begins with breath, and so even that is something that we can interpret differently.”"
212,"First of all, my interpretation of my religion has no business being imposed on anyone else through policy. So, I’ve occasionally shared my own understanding of the verses beginning with Genesis about the breath of life, that associate the beginning of life with breath, but that is a personal encounter with scripture that is not for anybody else to have to live with from a policy perspective. LK: O.K."
214,"I think that different people reach different good-faith conclusions about when life begins, which is a metaphysical and, in certain ways, unknowable question. Which is exactly why I think the consensus, or at least the decision we’ve got to reach, is not to convince one another to draw the same line in the same place, but to reach a decision, or consensus, about who gets to draw the line. Not where to draw the line, but who should run the line."
215,Times columnist Ross Douthat responded to Mr. Buttigieg’s comments on biblical verse and reproductive freedom here.
216,"LK: So, I appreciate that you take your biblical interpretation out of the policy arena, but that’s certainly not true of the other side. Right?"
217,"True. Yeah, yeah. And this is the problem, right? This is the problem with certain versions of how some people want to bring religion into politics, which is not just as a formation of conscience. I think we have an obligation to be transparent about how our conscience is formed, but something that they believe others ought to have to live by. And obviously, as a member of the L.G.B.T.Q. community, I’ve seen the consequences of other people believing their interpretation of their religion ought to be imposed on me. And we see something similar in the fight against abortion rights."
218,Jim Dao: Who does get to draw the line? How do you define that?
219,"Well, in my view, it’s the woman facing the decision. Now, societally, we do have some broad boundaries. You look at the Roe v. Wade framework that has early in pregnancy, very few restrictions, and late in pregnancy, very few exceptions. So, at the broadest level, there’s some societal and legal norms, but we view this, ultimately, as an individual choice. And this is another example of something that most Americans believe. You wouldn’t know it."
220,"LK: Yeah. Most of Americans believe it, but that framework that you’re talking about, Roe, is being chipped away at."
221,"In 2019, a number of states passed laws posing a serious threat to women’s reproductive freedoms, from Alabama’s restrictive abortion bill to Georgia’s so-called heartbeat bill."
222,"Exactly. Yeah, yeah. And it’s being chipped away in a way that is counter — my point is that it’s counter to what most Americans believe. And it will continue on all fronts, executive, judicial and legislative, which is why I’m determined to make sure my appointments to the judiciary share my understanding of freedom. My executive actions — some of which can be done right away, think about the Title X gag rule. Right?"
223,"In “The G.O.P.’s War on Women’s Health Gets Results,” the editorial board wrote about how the Trump administration has undermined Title X, making it hard for women’s health clinics to stay open. Read the editorial here. LK: Sure. Yes."
225,"Uphold the right to choose. But also, that we put more legislative backing behind things like the need to encode Roe, and the need to withdraw things like the Hyde Amendment, that are de facto restrictions that make it impossible to access abortion care for those who are low income."
226,"JW: Mr. Mayor, speaking of your judicial appointments and cases like Roe v. Wade, can you give us some names of people you’d consider nominating to the Supreme Court?"
227,"So, again, I think it’s irresponsible for me to name check folks for the future. JW: Donald Trump did it."
229,"President Trump put out a list of possible Supreme Court picks in May 2016, and added more names in September. View the list here. And he is not my role model on things like this. JW: But it helped him."
232,"I’m sure it did. Lots of things he did helped him that I will not be emulating. I can tell you that there are justices, I mean folks like — you can look at the jurisprudence of somebody like Ruth Bader Ginsburg, you can look at the historic contributions of figures like Thurgood Marshall, and get some sense of what would guide my philosophy, in particular —— JW: What about their jurisprudence?"
234,"Well, first of all and understanding, most importantly, an understanding of freedom that includes not just the “freedom from” that is, I think, the only side of freedom that some of our conservative friends are able to see, but also “freedom to” live a life of your choosing and the fact that makes a claim. And understanding the importance of our proactive positive freedoms, from abortion rights to voting rights, and what that means for our ability to thrive and to live lives of our choosing and to function as a country."
235,"KK: Can you talk a little bit about your plan, the 15-member Supreme Court plan that you’ve proposed?"
236,"During the October presidential debate, Mr. Buttigieg defended court-packing — adding additional justices, five appointed by unanimous agreement of the other 10 — as a way to limit partisan control over the court. He suggested term limits for justices as an alternative."
237,"Yeah. So, again, I do not want to claim credit for having invented this, but it was published in the Yale Law Journal, I think in the current edition, as part of an article contemplating options for structural reform that go beyond the debate about court packing. I’m not talking about changing the court in order to make it more liberal. My appointments will make it more liberal, at least by the likes of the way these debates are tracked."
238,Read Daniel Epps and Ganesh Sitaraman’s “How to Save the Supreme Court.”
239,"But I’m talking about a structural reform to change the political stakes of judicial appointments. And the one you’re mentioning that I think deserves to be considered is called a balanced bench. And the idea is you have 15 justices overall, 10 of them arrive in the traditional, you might say, partisan process that we’re used to. The other five can only be seated by a unanimous agreement of the other 10. And the idea is that there will be a depoliticization of those choices. And it might be on a rotating basis. I think the authors in the Yale Law Journal suggest that they be rotated up from the appellate bench. That gets you away from these strange phenomena like the Kennedy brief, where a whole body of casework is done to appeal to the idiosyncrasies of a single perceived swing justice."
240,"But more important, to make sure that every vacancy doesn’t turn into another apocalyptic ideological firefight. A different version that is also contemplated in that article would be to make the entire court rotated on and off the appellate bench. Very interesting debate over whether that would even require constitutional reform or whether you could do it by law. By the way, even though this is admittedly bold, it is far from unprecedented for there to be changes to the size and makeup of the court. It’s happened in a substantial way about half a dozen times. I would argue the Republicans changed the size of the Supreme Court to eight until they took power again, very recently. But in terms of actual formal changes, we’ve seen that about half a dozen times."
241,Merrick Garland was nominated to the Supreme Court in 2016 but was blocked by Republican opposition.
242,JW: And another major structural reform that you supported earlier in your campaign was the abolishment of the Electoral College in favor of the national popular vote. You talked about it a lot early on. You haven’t talked about it for a while.
243,Read the editorial board’s stance in “Fix the Electoral College — Or Scrap It.”
244,"So, that’s false, and I reject any reporting, some of which I’ve seen, I believe some of it coming from this building, that suggests that I backed away from it. I talk about it in virtually every stump speech that I give, and it is, by the way, kind of a tough sell in places like New Hampshire, but I want to make sure that people in New Hampshire hear something that’s not that different from what I have to say when I’m in Manhattan."
245,"In December, The Washington Post reported that Mr. Buttigieg was shifting increasingly to the center. The article opens by stating that he began his campaign speaking urgently about reforms needed like the elimination of the Electoral College."
246,"It’s not something I’m under any illusions can be delivered in probably one presidential term, but it’s precisely because I think it will take a long time to deliver this, and it may have to be delivered on a delayed-action basis, so it’s harder to know who benefits in the short term, that I think we ought to be making the case for it right now. I mean, first of all, it connects to just the idea of democracy, right? Not the technicality, the system of democracy, but the value that it matters, that we’re a country where the people decide where we’re headed."
247,"Second, I remember as a student learning about this, you know, as a high schooler, thinking, “Well, surely the first time it ever actually overrules the American people, America will get rid of it.” That’s now happened twice."
248,"It doesn’t even privilege small states. One of the principled arguments for it would be the small states get overlooked, but it doesn’t, it just privileges some states. Right? Small states like Rhode Island get ignored or Wyoming, and big states like Texas or New York get ignored."
249,"Plus, our well-being has been impacted by the Electoral College far more in terms of the outcome over the course of this nation than the number of presidential campaign rallies held close to where I live."
250,"And so, it’s one of these issues where if there was any principled justification left for the Electoral College, it was the idea that if the American people somehow elected somebody manifestly unfit for the office that there would be some safety valve on that, and instead, the reverse happened. I didn’t mean to cut you off. I just get frustrated when it is implied that I talk about this less today than I did six months ago. KK: All right."
252,"Charlie Warzel: If I could pivot to technology and your tech policy. You’ve spoken, and I believe you told Vox recently, that breaking up Big Tech should be an option. It seems like your proposal is somewhat more vague than some of your opponents’. One of the things you mentioned was doubling antitrust enforcement budgets. Can you tell me a little bit about how you plan to go about evaluating whether breaking up should happen? For Facebook, for example, do you think Facebook should be broken up right now?"
253,"Mr. Buttigieg was somewhat vague in his response to Vox on whether Big Tech should be broken up. He said, “We will rigorously enforce the law, and if they continue the behavior, breaking up tech companies should be an option.”"
254,"Yeah. So, I think there’s a strong case for that. The reason I don’t think it makes sense for me to say as a candidate, “This company shall be broken up,” is the same reason I wouldn’t generally say of the outcome of a trial in a judicial process. This ——"
255,"CW: But you can think about their power, right? Right now, as you see the influence that they have in modern politics —— Absolutely. Yeah. CW: —— and say, “This needs to change.”"
258,Yes. And that’s the problem with Facebook. No one company and no one person should have the kind of power that they’ve accumulated.
259,"Now, under our existing framework, it was designed to handle monopolies mostly in terms of pricing power. Pricing power is not the biggest worry around the harms that the scope and power of Facebook and other large tech companies have accumulated is, right? The way I would think about it is to, first of all, break out certain things that I think are conflated in the frustrations and anger directed toward big companies."
260,"One set of issues has to do with data security and data privacy. That requires a national data law and stronger privacy and security protections, but frankly, dealing with the monopoly problem is neither necessary nor sufficient to fix that. In other words, that’s a stand-alone set of issues that has to happen, because a small company could misbehave with data, too."
261,Mr. Buttigieg has said he would work with Congress to pass a federal privacy bill and double funding for antitrust enforcement.
262,"Then we got the monopoly concern, and to put a little more meat on some of what you mentioned, one of the things I think we’re going to need is a standard that shifts the burden to large companies, especially when they’re making acquisitions, like the acquisition of WhatsApp by Facebook, that are likely anti-competitive."
263,"CW: If that was happening during your administration, theoretically, you would have vocally supported blocking that?"
264,"Yeah. Again, the president doesn’t sit there and direct how an administrative process is going to come out, but yes, there needs to be a prior review. At a certain level, instead of the burden being on the state to demonstrate that some of these mergers will be harmful, I think the burden should be on the company to demonstrate that they won’t."
265,"CW: O.K. What do you make of your support from Silicon Valley? I mean, the idea that maybe they’re not adequately afraid of you?"
266,KK: Can you also speak to your relationship with Mark Zuckerberg?
267,"In October, Bloomberg News reported that Mr. Zuckerberg advised Mr. Buttigieg on his tech campaign hires."
268,"Yeah. So, we were in college at the same time, got a lot of mutual friends, and it doesn’t mean we agree on a lot of things. So, I’m sure he would vigorously disagree with my assessment of the WhatsApp acquisition, for example."
269,CW: Do you think he holds too much power right now?
270,"Yes. No one should have that kind of power. Now, part of the problem is that a social network is a natural monopoly, right? So, if we were just talking about the, what you might call the Facebook part of Facebook, the product that people are most familiar with, if you broke that up, you just wind up with two of them and one of them would die and one of them would be the new one. The real problem is how a corporation of that size acquires other competitors and develops certain powers. And then, there’s a problem of their refusal to accept their responsibility for speech that they make money from. So, if a cable company, or a newspaper, if somebody can show that an ad that you all were going to run is false, you would pull it, and yet Facebook doesn’t want to hold themselves to that same standard."
271,"Mr. Zuckerberg has repeatedly affirmed that Facebook will not check ads from politicians, even if they contain lies, in the interest of free speech. Read The Times’s analysis here."
272,"KK: But I want to follow up on Charlie’s question. I mean, is Silicon Valley adequately afraid of you? There are other candidates who have used much more bold, intense, I don’t know ——"
273,"Mr. Zuckerberg said, in audio leaked to The Verge, that having Senator Warren as president would “suck” for Facebook."
274,"Yes. And some of them seem to get a lot of support out of Silicon Valley, too, so I don’t know. I think you got a lot of folks there who are maybe a little less ideological, who I’m not going to agree with on everything, but also a lot of folks who, I think, are wrestling with what it is they’ve created. The problem is, it shouldn’t just be left to companies to decide how to solve these problems. There needs to be a policy response. Basically what we’ve done is we’ve outsourced public policy decisions around the limits of speech and misinformation and the handling and the use of data to the companies, which are so big that when they make a corporate policy decision, in effect, they’re actually making a public policy decision. They do it."
275,"CW: They’re also just platforms for viral advertisement, too."
276,"Yeah. Right. Which is how they make their money, right? Although, I would say that the nonrevenue vitality of social media is just as problematic as the paid stuff."
277,"KK: We only have about half an hour left, so I want to turn to foreign policy, but before we do, I wanted to ask you one question which we are asking all of our candidates, which is, who has broken your heart?"
278,"I mean, Boston College. I was 11 years old. We were this close to the National Championship. And they came to South Bend, we were one game away, we had beaten Florida State, become No. 1. There wasn’t a B.C.S. back then, so when you finish the season undefeated, you’re the champion. And they came into our stadium, and they broke my little heart."
279,"In 1993, Notre Dame’s football team was undefeated and top ranked until it lost to the Boston College Eagles, 41-39, at home in the final game of the regular season. The rivalry between the schools has come to be known as the Holy War."
280,"KK: As you mentioned, you’ve talked a lot about your faith. Given your faith, how do you reconcile directing the largest, most powerful military in the world with your Christian obligation to love your neighbor? Or enemy. Excuse me. And your neighbor, but mostly your enemies."
281,Mr. Buttigieg is Episcopalian and outspoken about his faith. St Augustine is one of his major religious influences.
282,"It’s one of the biggest problems of being involved in the military at any level, and I suppose we’re all implicated in this just by belonging to this country. You also have to rationalize, as a citizen, how you participate in a society or a country that sometimes does things that are, even when it’s doing the so-called right thing, from the perspective of law, or the law of war, is still doing something that would not be considered Christian or moral by the lights of any number of different faith traditions. Some people take the approach of punching out completely, right? That’s the Walden approach, I guess. I think you have to accept the reality that you are living and working in a broken world, just as we are all broken and beaten, and try to order your steps in a way that brings greater good than harm."
283,"Look, when you’re in charge of something important, most of when you earn your paycheck is when you’re making decisions between two courses of action, both of which involve harm. Not just to your objectives, but often to your values, and you have to figure out what the right thing is to do. And that’s true for, I think, any position of executive leadership, but certainly when you’re in charge of a government body or a military unit or the entire country and making those life and death decisions. That’s what you have to weigh. It’s not finding what the perfect answer is. Well, it isn’t a McKinsey puzzle where you might be able to compute the right answer. Moral puzzles are different because they don’t have a correct final answer. They have courses of action, some of which can do more good and some of which can do more harm."
284,"KK: So, the number of countries that the United States military now has troops in is somewhat astounding. Can you make the case for why we need to have an American presence in, for instance, the African nation of Mali?"
285,"So, we need to maintain the ability to project force in a way that will protect the homeland and meet our core security and national objectives. What I will also say is that there are a lot of troops deployed around the world right now, pursuant to an A.U.M.F., that was passed to deal with 9/11."
286,Congress passed the 2001 Authorization for Use of Military Force (A.U.M.F.) three days after the Sept. 11 attacks. The agreement authorized use of force against those responsible for the attacks.
287,"I’m not sure about Mali, but I remember in Niger, members of Congress admitting, after troops were killed there, that they didn’t know we had troops there."
288,"The deaths of four American soldiers in Niger in October 2017 ignited debate over the A.U.M.F. Many Americans did not realize the U.S. had forces in Niger. Senator Tim Kaine, of the Senate Foreign Relations Committee, said the deaths showed that U.S. forces are “in many more countries than Americans have been told.” KK: It’s also an antiterrorism operation."
290,"Yeah. Is that under the A.U.M.F.? I’d have to think about how those two strands connected. But the point is, the A.U.M.F. had no sunset, and the scope creep most recently, I think, brought to life by the Afghanistan Papers, but we’ve been looking at it for more than a decade, is one of the reasons why I believe that a future A.U.M.F. should always have a three-year sunset. And let’s have that debate."
291,"The Trump administration has opposed putting a sunset clause in an A.U.M.F., on the ground that it will embolden enemies who might see it as a date for withdrawal."
292,"If a president, if I or any other president, believe in my judgment from a national security perspective that it’s appropriate to have troops deployed somewhere, I should be able to convince Congress of that. Not to mention the fact that the war powers are supposed to [inaudible 01:02:20] in Congress anyway."
293,"And by the way, this also helps with the fact that Congress has been all too happy, I think, not to get involved in questions like whether the A.U.M.F. that was supposed to deal with 9/11 justifies troops being in Mali or Niger. So, some of these deployments are problematic, and we need a much more crisply defined mission both for the war on terror in general and for future military engagements, even while recognizing that we are going to have a base architecture globally that ensures that we maintain global military superiority, especially as we get into a more and more multipolar world."
294,"Alex Kingsbury: Since you brought it up, can I ask about the Afghanistan Papers? Were you surprised by their broad conclusions, that the public has been lied to for a great many years about the possibility of success?"
295,"In December, The Washington Post reported on a confidential trove of government documents that revealed how American government officials hid from the public evidence that the war in Afghanistan couldn’t be won. Read the report here."
296,"Angered, but honestly, not completely surprised. I remember these debates raging in the time that I was deployed, and you could argue that was very late in the war. In fact, I thought it was the end of the war. I thought I was one of the last troops turning out the lights, and that was years ago. And I even remember they posted one of those inscrutable PowerPoints on the wall of the gym by the treadmills. And I remember staring at it, and the PowerPoint was supposed to hold the lines of effort that constituted the mission as O.E.F. turned into Resolute Support, and just squinting at it and thinking, I know a fair amount about why we thought we were here, and I can’t make sense of this."
297,Operation Enduring Freedom was the official government name for the war on terror. Resolute Support is a NATO-led operation to provide training and support for Afghan security forces.
298,"AK: So if the mission is unclear and civilian casualties are at all-time high now, is the war being waged there a morally defensible war? To go back to what you were talking about before."
299,"Well, unfortunately I think it’s some of our moral intuitions that keep us chasing after some lofty and possibly impossible outcomes. AK: Possibly impossible?"
301,"Let me rephrase. Well, it’s not that it’s impossible. They’re not impossible. It’s not impossible for Afghanistan to become a thriving, prosperous, democratic state, but it is impossible for that to happen quickly. It is impossible for it to happen before the time has come when we need to withdraw our troop presence, which is to say that time has come and it hasn’t happened."
302,AK: The Trump administration has been trying to do it for three years now. How would you do it any sort of quicker?
303,"Trump’s administration is not big on decision making and also not big on multilateral diplomacy. Look, in order to do this, the thing we have going for us is that leaving Afghanistan is possibly the one thing that all of the parties think ought to happen. The U.S. left, the U.S. right, the international community, the Taliban and in the long run the Afghan government all want to see this happen. So the question is when we leave, are we going to leave well or are we going to leave poorly? What leaving well looks like is to make sure that there is some kind of negotiated political settlement that gets us here. Not based on a spontaneous invitation to Camp David, but based on a proper level of engagement with the government, which has been sidelined for most of this from what I can tell. The Afghan government, I mean, the Taliban and regional players that play a hugely important role in that area. I’m thinking about Pakistan in particular."
304,A 2018 poll from YouGov found that 61 percent of Americans support a withdrawal from Afghanistan.
305,"JD: Coming back to the question Katie asked about troop deployments across the world, could you see a scenario in Afghanistan where the United States would keep some level of troops to maintain some level of stability?"
306,"Well, look at what we had in northern Syria, a very minimal, light, specialized presence of intelligence and special ops capability that was able to, while they were there, hold the line. Not by assuming responsibility for stability and prosperity of Syria, but by preventing the worst outcomes and being able to alert the United States command when there were likely to be things that could imperil our troops or the homeland. That kind of thing I think will be part of the pathway out of getting large ground troops there or part of the pathway for moving large ground troops. KK: Can I turn to another part of the world? Yes."
309,KK: Assume that for a moment that the Chinese government makes a decision that they’re going to flood the streets with troops in order to crack down on the protests that are happening in Hong Kong. What would you do? How would you respond as president?
310,"Well, the message would need to go to China, that if they’re going to perpetrate a repeat of Tiananmen, that that will lead to them being isolated in the community of nations, and that the United States will use the tools that we have, including diplomatic and economic and information tools, to make good on that so that they have a strong reason not to do it."
311,Mr. Buttigieg outlined his foreign policy plans in a June speech at Indiana University’s Hamilton Lugar School of Global and International Studies. He said China should be censured for its human rights record but engaged as a strategic partner on a number of thorny issues including terrorism and climate change.
312,"KK: That’s beforehand, right? What happens if the troops actually go into the streets and there’s mass killings and democratic protests are being squashed?"
313,"I don’t want to jump into hypotheticals, but I’ll say that this is an example of where U.S. policy should stand on the awareness that our interests and our values are inseparable. That every time the United States has tried to pursue its interest at the expense of its values, sooner or later that’s caught up to us. And so our approach needs to be guided by the understanding that part of what is in the American interest is the fact that we stand up for values that are shared."
314,"Remember, in a scenario like that or frankly in the scenario we’re seeing right now — this is not just something happening inside Hong Kong or China and a conversation inside the United States. There is such a thing as a global community, and part of the role of the United States is to mobilize that global community in the defense of beliefs around human rights and representation. That ultimately should also be consistent with the stated Chinese goal of stability, but is consistent with our conviction that stability won’t come through repression."
315,BA: China has detained hundreds of thousands of its citizens because they’re Muslim. It’s your judgment that they haven’t yet crossed that red line?
316,Times reporting in November revealed a merciless government-driven crackdown on Muslims in China’s Xinjiang region. Read the report here. What red line?
318,"BA: You were saying that if China were to repeat the Tiananmen experience, if China were to cross the line and violate human rights, then it would become necessary to respond. Is it not already necessary?"
319,"Oh, it’s necessary to respond. Yeah. What I’m saying is we should have a warning about the consequences of those kinds of violent repression, but yes. Right now we are seeing people rounded up, put into camps in huge numbers, and we are seeing not a peep out of the United States president, even by way of moral support for those whose rights are being trampled there and evidenced, by the way, that that silence was purchased in the course of a trade negotiation that has yet to yield anything to the United States anyway. So there’s no question that we right now should be using the tools that we have, especially as what should be a leading voice in the international community."
320,"In December, the House passed a bill, 407-1, requiring the Trump administration to condemn abuse against the Uighurs and call for the closing of China’s detention camps."
321,"Of course, it’s not possible to do that right now because our own president is fanning the flames of Islamophobia right here in the United States. So it is functionally impossible given how much the use of those diplomatic and moral powers relies not just on policy moves, right? But on language and tone and leadership from the American president, it is functionally impossible to do that so long as this president’s in office."
322,"Serge Schmemann: Mr. Mayor, may I ask you about immigration? You had mentioned that this will be one of the major challenges of the next president. Are you going to, as president, reverse some of President Trump’s policies, his agreements with third world countries on asylum or not letting asylum seekers await the judgment within the United States? What would you do? What would be your criteria for deportations?"
323,"In September, the Supreme Court upheld the Trump administration’s new rule making it difficult for most migrants and especially Central Americans to seek asylum in the United States. Under Mr. Trump’s rule, migrants cannot apply for asylum unless they have applied and been denied asylum in a country they pass through on the way to the United States."
324,"So when it comes to asylum seekers, first of all, it’s recognized that measures like the family case management program worked. Virtually everybody in that program appeared when they were supposed to and so I would not continue the “Remain in Mexico” policy."
325,"The Family Case Management Program used case managers to ensure migrants adhered to their legal obligations. It was ended by the Trump administration in 2017. It had high levels of compliance, according to a Department of Homeland Security report."
326,"And we need to recognize in our policies and in our tone the idea that asylum is a right. It’s not doing somebody a favor. At least applying for asylum is recognized as a right. It’s one of many things that need to change quickly by way of administrative action. The thrust of my vision on immigration centers on legislative reform, but upfront we know that there need to be actions to ensure that family separation can’t happen again."
327,"To the extent that the government is in the business of housing at all, I believe that should be handled by H.H.S., which is designed around health and not by Customs and Border Protection, which is not set up for that kind of role, and a number of other steps that we’ve got to take right away."
328,"As to what you’re saying in terms of the administration’s posture toward the countries whose misery, often, is propelling this wave of migration, it is perfectly self-defeating to threaten to withdraw aid from, for example, the Central American Triangle countries when by far the best way forward to prevent a migration crisis in our interest is to make sure that people are living prosperous or at least minimally can count on safety in their own home countries. Part of which can be supported with American investment. Again, it’s not that we can fix — speaking about what’s possible and what’s not possible — it’s not like we’re going to fix what’s going on in every country. We should at least be doing our part to help."
329,SS: People will continue trying to reach the United States. What would you do as president if tens of thousands of Central Americans showed up at the border?
330,"Well, we still need to maintain a border. It matters, and crossing the border illegally will be illegal when I’m president, too."
331,"JD: Mr. Mayor, to follow up on that, some Democrats seem to argue that comprehensive immigration reform could be as politically risky as say Medicare for all. Yes."
333,JD: How great a priority would that sort of comprehensive immigration reform be in your administration?
334,"It’s a priority because of the way it’s being used to divide Americans. My biggest priority is to bring the country together. Could it be divisive? Sure. I mean, that’s why this president uses it."
