,text
124,"Second Step Act would look at the fact that 90 percent of the people incarcerated right now are in state and local jail. And it would create incentives to reduce those sentences. If you ask what happens if the crime rate goes up and how would you respond? Well, I of course, in eight years as prosecutor, there were all kinds of heinous crimes that happened during that time. So you should look at how I responded. What I did is advocate for changes that would work. We needed better computer records. There were judges that were pretending that they knew someone’s record when they sentenced them, “Hey kid, I know what you’ve done before”; blank screen. It was easier for Target to find a pair of shoes with a SKU number in Hawaii than it was us to figure that out. And we did that.  Actually, Governor Pawlenty, there was a horrible murder that occurred in the rural part of our state and to his credit, did he advocate for the death penalty? Which by the way, I’m sure he did at some point, but he didn’t then. He advocated for better computer records with me."
125,"And I have been long against the death penalty. My husband is a scholar on the death penalty. He’s written seven books. He wrote the preface for Justice Breyer’s dissenting opinion, that Brookings published. So if I did something like that, I’d probably not be still married. So I have my own strong views about this. So you don’t see me calling for those kinds of things. I call for things because death penalty, states that have it, have worse crime rates a lot of time. I call for things that I think makes sense in each situation and policy solutions that work and that was my history. You can talk to the Innocence Project. I was one of the first prosecutors that did a different form of eyewitness identification, that you would show the pictures, not all at once, but one by one instead. I did a DNA review of our whole office. I tried my best and there are things that you’d do differently now. Back then for police shootings, we used a grand jury. Everyone was doing that in our state, every single prosecutor’s office. I think it would be better for the prosecutor to claim and take responsibility for those decisions now. So I would have done that differently. So you always look at these things you would change. "
126,"In 2006, while Senator Klobuchar was serving her second term as Hennepin County Attorney, her office developed a pilot program to improve eyewitness identification procedures, including “blind sequential lineups,” in which subjects are presented to the witness one at a time. Read the report Senator Klobuchar co-authored about the pilot here."
127,"But I think overall with criminal justice, you hit it on the head. It’s not how you’re doing when — crime is low, it’s what you do — in my case, crime, it stayed pretty steady and went down a little when I was in, and African-American incarceration went down 12 percent during my time in my county — but the question is what do you do either when it’s up or I think really illustratively it’s when there’s a heinous crime. What do the electeds do? Do they go for the lowest common denominator or do they go for what’s really a solution? KK: So I want to change directions a little bit. O.K. KK: Bear with me. Who has broken your heart?"
131,"Besides a few boyfriends that still gave me money when I asked them? [LAUGHTER] Who has broken my heart? O.K., so here we go. Lindsey Graham’s broken my heart lately in the political system. Just because I like him and know him really well and traveled with him and Senator McCain all over the, all over the world. I’m just more thinking of Senator McCain and how much I miss him right now because I think he would have been really strong on Ukraine and on standing up against some of the things the president did and he’s no longer with us. And Lindsey and McCain and I were actually on the front line with former President Poroshenko in a blizzard on New Year’s Eve, and I think about this now every New Year’s Eve — because John McCain wanted to show — after Trump got elected — wanted to show those countries that we were on their side. "
132,"Senator Lindsey Graham has transformed from a Trump critic, who called the president “xenophobic” and “race-baiting,” to one of his most staunch supporters. He told The Times Magazine, “If you don’t want to get re-elected, you’re in the wrong business.”"
133,"And so of course I was disappointed with how the Kavanaugh hearing was handled. I think everyone could see me on TV to see that, but I just hope that he has the ability to rise up here, and has a very important job right now as chair of the Judiciary Committee and certainly smart enough and has shown some tendency in the past to stand up for things and I just wish he would do it again when it comes to this conduct and a whole range of issues about our judicial system. KK: Have you spoken to him directly about that?"
135,"I did. After the Kavanaugh hearing, we had a little skirmish and leave it, put it behind us. But one thing he did do that was good is — the work that we did together on the — he took over the Honest Ads Act from Senator McCain when Senator McCain died. And that’s my bill where I took on the social media companies — before it was cool — to say that they should have to put disclaimers and show how they pay for ads and have them on file. He did that with me, and he’s done a few other things with me."
136,"After Justice Kavanaugh’s confirmation hearing, where Senator Klobuchar grilled him on his history of alcohol use among other subjects, Senator Graham said she owed the justice an apology for participating in a “smear campaign” against him."
137,"KK: So the last time I saw you was in a small town called Wyoming, Iowa. Many of the people there, as for other millions of Americans, have church and religion at the center of their communities. Can you talk a little bit about your own spirituality? Do you believe in God? Who are your closest spiritual advisers?"
138,"Mm-hmm. Well, I believe in God. I have a deep faith. You just heard me talk about my dad, and I don’t think he would have come through that without his faith and our family’s faith and would have been able to be where he is now. And so for me, that was just an important part of my life growing up. He didn’t go to church. My mom couldn’t drive until I was 16, unclear why this happened. She got her license when I was 16 and took her first drive out and ran into the plate-glass window of a carwash. But other than that, it was all good. [LAUGHTER] But when we would go to, she would still take the cab to church. We weren’t rich by any means, and yet she wanted to have us go to church, and he wasn’t there. So she would take us in this cab, and I would always have to say, “Add 50 cents please,” which is my earliest memory of going to church because I felt if I forgot this, that then the driver would be denied a tip. And I later found out the tip was baked in already, but she just wanted to teach me that you’re supposed to add a tip. So that was my life."
139,"I was in the, and still am, Congregational, the U.C.C. church, and there’s one right by our house right now in Minnesota. And so that was important to me growing up. And then when I got to the Senate, I joined the Prayer Breakfast, which is not as maybe, I don’t know what you guys think that it’s, it’s actually a really amazing thing. It’s usually like half Democrats, half Republicans. Senator Coons just — I chaired it for a number of years and Senator King is involved in it. It’s just Senator Kaine, and about 80 of the senators speak there every two years, I’d say, 70, 80 over their time. And they don’t always talk about religion. They talk about something personal in their life. We can never talk about what they say. I think one of them was public after he died. Senator Inouye came near the end of his life and spoke about what it was like to be in World War II, and it was this amazing thing and his recovery in the hospital. So not a lot of religious discussion in his presentation on that, but that’s what it’s like. And everything’s that said in that room, stays in that room. And there’s a number of Republicans involved in that who’ve been really helpful on things like foreign aid. I’ve gotten to know them because of that. And then I actually got to chair the National Prayer Breakfast with Johnny Isakson at a very interesting time. I will not tell that whole story, if you want to know it later, I will. And when President Obama was first elected, and so I’ve spoken there as recently as a few years ago. So that is my faith."
140,"My faith in terms of a single spiritual adviser, I like Barry Black, who’s the chaplain for the Senate. He’s an amazing guy. I am someone that doesn’t talk about it a lot. I think it’s personal, and I respect the separation of church and state. So I don’t — you don’t see me talking about it all the time in my remarks. "
141,"Just one other thing I want to say though about that event you were at in Wyoming. This is a legislator who changed parties. He was a Republican and last spring he made, in a very dramatic fashion on the Iowa Statehouse floor, said why he changed parties. "
142,"Andy McKean, the Iowa lawmaker who changed parties, wrote about why for The Atlantic in May. Read his essay here."
143,"And he’s the one who gave me the idea for the last debate — to [refer to] Mr. Welch who was the Army counsel who looked at McCarthy and said — that guy was from Iowa, Joseph Welch. He looked at McCarthy and said, “Have you no sense of decency? Have you no sense of decency?” That was a kid of immigrants who grew up in a small town in Iowa. "
144,"Joseph Welch, then a Boston lawyer, confronted Senator Joseph McCarthy in 1954, as the Wisconsin senator pursued a relentless anti-Communist campaign. Many suggest Welch’s comments eventually led to the end of McCarthy’s crusade. Read more here."
145,"And the reason I bring that up is because you saw what happened at that event. That event, because that guy had changed parties and this is not a blue district, was about a third Republicans, about a third of his friends that are kind of apolitical and then a third like Democratic-base people. And what you saw in that room when [State Auditor Rob] Sand spoke — the newspaper just featured a story on him. When he spoke and when Andy McKean spoke and when I spoke, what you saw there was what I’m talking about with this coalition of people, of not shutting people out. "
146,"Yes. This election is an economic check on our country, and that’s why our debates had been so focused on things like health care and college and what we’re going to do on foreign policy. Yes, but it is also a patriotism check. It is a values check. It is a decency check, and that’s what you felt in that room. Because they just can’t stomach having this guy in office for four more years. "
147,"They are the rancher that told me that he couldn’t, the last he had voted for Trump, but when he saw him standing in front of that wall, and I thought that wall was “the wall.” But no, it was the C.I.A. wall with those stars on it of the agents who died in the line of duty, that that was it for him. And then when he saw the Boy Scout rally, that was really it for him. "
148,"Or the New Hampshire voter who’s standing in a line of our great fired-up democratic base who have stickers on that say “Climate Change Voter;” “Supreme Court Voter;” “I’m a reproductive rights voter.” This guy has no sticker on. And I say to him, “Ah, you don’t have a sticker on.” And he whispers to me, “Because I was a Trump voter. Don’t tell them, they don’t know. But I can’t vote for him again.” "
149,"That’s what’s going on in this country. And so my profound message is, we cannot screw this up, because there are people that see what’s going on, regardless of even what they think of impeachment. They see this going on, and they don’t want their kids to have this guy as president. And that’s why when we look at the differences on issues, we have to remember that what unites our country is bigger than what divides us."
150,"KK: So I actually want to change directions again. As you well know, there has been a lot of reporting, including in The New York Times, about the work environment that you have in the Senate. One of the more troubling parts of that reporting, to my mind, was the fact that you have the highest turnover in the Senate. Why don’t talented people want to continue to work for you?"
151,"A Times report in February 2019 explored Senator Klobuchar’s history of harsh behavior toward her staff. The website LegiStorm reported that her Senate office had the highest rates of staff turnover for years, and Senator Klobuchar herself said: “Have I pushed people too hard? Yes.”"
152,"[LAUGHS] But they do. I hope you meet the people outside in the hall, which includes Tom Sullivan, who was my deputy for years and ended up as John Kerry’s chief policy person or his brother, Jake Sullivan, who I brought to Washington. He’s not out there now, but he’s a great example. I have hired people of extraordinary talent, and that is the reason that I passed over a hundred bills. "
153,"I know I can be tough on people and push people, and you can always do better. But I ask you to look at some other metrics. And including, if you look at the latest, my turnover rate is actually less than any of the other presidential candidates from over the last year, because I keep track of it, except for I think Bernie and Michael Bennet. So just look at the update on that. "
154,"Senator Cory Booker and Senator Warren had higher staff turnover rates than Senator Klobuchar in the fiscal year 2019, according to Legistorm. However, Legistorm advises against making one-year comparisons, saying “For comparison purposes, we discourage one-year-only comparisons between most members and those who have special reasons why staff might leave the office.” Senator Klobuchar had the highest staff turnover rate of all senators in the fiscal years 2001-2018."
155,"Also, I have a number of people that have gone on to great things. I had a different hiring model, and there’s a few other senators that do this. I have hired people that I kind of know may go work at the time for President Obama after a few years. But I wanted their talent. Many of them come back. I’ve had over 20 people that went to high ranking positions in his administration."
156,"The other proof point you’ve got, which I think is quite significant, is my presidential campaign. I may not be the leading candidate right now, but I have beaten like 19 people, including every governor. And so you can’t run a presidential campaign if you have a dysfunctional work environment. My campaign manager is the same one I’ve had for 14 years. My state director has been with me for seven years. My chief of staff is out there in the hallway. She’s on the campaign side, but the acting chief of staff has been with me for four years and is on her third baby. I’ve hired a lot of women. They have a lot of babies. They leave, they come back, whatever. It’s just a different hiring model. And so I am very proud of the work that we’ve done and the standards that we’ve set and like I said, you can always do better, but look at my presidential campaign and how we have hung together and talk to any of your reporters that have dealt with them."
157,"In response to reports of her aggressive behavior, Senator Klobuchar has previously promised to “do better” by her staff. One former staffer, Zach Rodvold, compared Senator Klobuchar’s office environment to Navy SEAL training — tough but rewarding."
158,"MC: Now, did the negative stories about this sort of thing make you self-conscious or constrain you in any way when you were on the trail or on the debate stage?"
159,"I think any candidate is constrained because you’ve got a hot mic with you. [LAUGHTER] Ask some of the other candidates. And when you look at, even through all my Senate races, I have been always, I think, displayed grace under pressure. Whether it was the Kavanaugh hearings, whether how I’ve acted in the debates, whether how I act when I’m out on the trail and you get some, the occasional angry question. I think that’s really important in a president right now. Because we’ve got a guy that goes after people and says bad things about people and goes after immigrants and people of color literally almost nearly every day. And so having someone that shows that grace under pressure, maybe that means you don’t have a viral moment. But I think that’s going to be important to people who are tired of the noise and the nonsense and the extremes. And as I’ve told them, they have a home with me."
160,"Senator Klobuchar has sparred with Senator Warren at several recent debates, confronting her about the reach and expense of her health care and tax plans. MC: Now I’m going to shift topics. O.K."
163,MC: And give you what you knew was coming. Have you had early thoughts on a running mate?
164,"Oh. Well, Minnesota is the home of vice presidents. The joke is that moms bounce their new babies on their knees and say, after Mondale and Humphrey, one day you can grow up to be vice president. So I have intimately known Vice President Mondale is a wonderful mentor to me. And through this campaign I’ve actually gotten to know some of the kids of Geraldine Ferraro who are here."
165,"When Senator Klobuchar was considering running for attorney general in 2006, former Vice President Walter Mondale advised her to hold off; soon after, she won a Senate seat."
166,MC: But they can’t come from the same state though.
167,"No, right. Oh, O.K. [LAUGHTER] I probably — he is 91 so let’s start there. But — KK: Mondale’s not on the short list? "
169,"Which [91], I guess in this race is the new 37 or something. But he is a good adviser on those kinds of things. I think you need to have someone that complements you personality-wise if you can. Someone that the most number one thing, and I thought Tim Kaine was a great example of this, someone who could take over. That’s got to be your number one goal. And it feels like at this point in America’s history here that people are going to look for that because they get how important that is. So that’s one thing. Complementing your style, complementing your areas of expertise I think is important. And it is, it’s the most critical decision that you make."
170,"Tim Kaine was widely seen as a pragmatic vice-presidential pick, someone who could appeal to moderate Republicans and independents."
171,James Dao: And what would you want to compliment your area of expertise with?
172,"[LAUGHS] I think that, well I just, I think it depends, but I think having someone for me, because I’ve had a lot of actually expertise. I’ve managed a major agency and I’ve also been in the Senate for a long time. And so I’ve worked on a bunch of different issues. So I don’t see it quite like the same when Jimmy Carter came in and was governor and didn’t have that Washington experience. But having someone that has managed things, has been able to work well with people like I do, I think will be important. "
173,"Senator Klobuchar has served on a number of congressional committees, including the Judiciary Committee, Agriculture, Nutrition and Forestry and Commerce, Science and Transportation. She also led the Hennepin County district attorney’s office in Minneapolis. "
174,"I don’t think you have to pick a gender for your running mate. I think what’s most important is that you have a cabinet that reflects America and that means a very diverse cabinet. And it also means people that have diverse political views. I think both in a vice president and in a cabinet, one of the key things you want is people that are not sycophants. You want people that will be willing to disagree with you, hopefully not publicly, but be willing to tell you very strongly how they feel so you get a different perspective on things. I think that is one of the most dangerous things that’s happened with the Trump administration right now. Not only the people right around him, but the people in that cabinet. When you lose people like General Mattis, and other people, that could be the counterweight. You want people that have different views and look different than you, but also think different than you and that doesn’t just have to be the vice president. It’s also in who’s on the cabinet."
175,"Lauren Kelley: Senator, you alluded earlier to the fact that you’re running to become the first female president of the United States. I’m wondering how on the campaign trail you’re dealing with a couple of competing realities that we see in the polls. On the one hand you see voters say that they would be really excited to vote for a woman for president more than even a white man. On the other hand, you look at the likability numbers for individual women candidates and they’re in the single digits. So I’m just wondering how you think about that reality as you’re on the campaign trail?"
176,"I think it is on me to make my case to the American people. I addressed that some in the last debate, and I was an interesting person to address it, about can a woman win? Because I actually have gone out of my way to make clear that I’m running on my merits, which of course I still am and I will, and let me just explain that. When I’ve run for the D.A.’s job, I was the first woman in that job. When I ran for U.S. Senate in my state, two very qualified women had — one the secretary of state, one a majority leader for the State Senate — each decade had tried to run and lost. And I made it my mission to focus on, not that I want to be the first woman in this job because that had happened in their campaigns. But then I’m the right person for this job, and I’ll have your back. "
177,"I will never forget being in a room of steelworkers, and retired steelworkers and their spouses, in which one woman named Rose Brodovitch raised her hand and said, “I’ve never voted for a woman before because I think they should be home with their kids. But in your case, I’m making an exception.” I later heard from the mayor there, the woman mayor, that that was the moment she realized Rose Brodovitch had not voted for her. [LAUGHTER] "
178,"As I sat there, trying to address these men, they were like, someone said: Can a woman win? "
179,"I first tried: well, a woman has won in Texas, so I bet a woman can win here. "
180,"Then: Well, I’m not running as a woman candidate. I’m running on my merits and being accountable and getting things done like you’ve know I’ve done as Hennepin County attorney. "
181,"And finally I said — wouldn’t work now — “Last time I checked, half the voters were men. So if I was just running as a woman, it wouldn’t work.” And they go, “Yeah.”"
182,"I think what that is, is everyone, regardless of who they are or what gender, that they want to know that someone has their back. That is how I have done my work, and it’s been very straightforward concept of being a representative and what I would do as president. You listen to them, and you try to get things done. That is why, in my own state, the one very clear poll of me versus Trump where they know who I am, I am 18 points up on Trump, eight points more than the vice president. I do better with men than any of the other candidates, and I have tended to always have a lot of support with men."
183,"Senator Klobuchar’s opponent for Hennepin County district attorney called her “nothing but a street fighter from the Iron Range.” Decades later, she continues to seize on that image, emphasizing her ability to win where other Democrats have not, especially in Republican-leaning areas across Minnesota."
184,"So, for me to say on the debate floor what I did, which you need to dispel thoughts that you have to be the tallest person in the room or the skinniest person in the room or the loudest voice in the room. That took a lot because — but I think it is a barrier, and I think that it is on the two of us that are left on the stage as the candidates to dispel that. "
185,"And you don’t always have to talk about it, but men have voted for women. They voted for Laura Kelly to be governor of Kansas. They voted for Gretchen Whitmer in Michigan. They voted for — and those are executive jobs. So I lead with those. They have done, that and they will do it again. But right now it’s a mess. There’s so many candidates. They have to understand who they are. So that’s how I look at it. It’s just, it’s they — the men will come around."
186,"KK: So we have about 40 minutes left, and we still have a lot more questions to get through to. O.K. O.K., sorry. Sure. KK: O.K. Mara? Mara Gay: Sure. KK: O.K., go."
191,"MG: Senator, when asked whether you support reparations, you’ve demurred and said that the important thing is to invest in communities that have been so hurt by racism. What should that look like?"
192,"During a March interview with Meet the Press, Senator Klobuchar said a reparations program “doesn’t have to be direct pay for each person” and can instead mean investing in communities harmed by racism. "
193,"Well, first of all, I’m on the bill, the reparation bill. I’m a co-sponsor of Cory’s bill, which is the counterpart to, I think it Sheila Jackson Lee’s, if I’m right. Anyway, but it is the counterpoint. "
194,Senator Booker’s bill establishes a commission to study and develop proposals for reparations for African-American descendants of slavery. Representative Sheila Jackson Lee introduced a House bill last year that would also establish a commission to consider proposals for reparations. MG: For education?
196,"Well, it’s the reparation commission actually. That’s the reparation bill that everyone is on because that way you’re going to be able to get recommendations on what the best way is to do that. MG: What do you think the best way is to do that?"
198,"Legislators and civilians alike have wrestled with the question of who should qualify for reparations, and what form they should take. Many have proposed some modern interpretation of Gen. William Tecumseh Sherman’s promised “40 acres and a mule.”"
199,"I don’t know. That’s why we’re doing the commission. But I think, and I think a lot of people would say this, but I think one of the ways you could do it, which is what you’re referring to that I’ve talked about, is investing in communities that have been in poverty for literally centuries, but decade after decade after decade. Representative Clyburn has a bill that Cory leads in the Senate and as president, this is something I would want to get done. And that’s looking at federal funding — I think it’s for agriculture areas, but you could extend it on to make sure — here’s more investment. I think the other piece of it — and maybe that’s what the reparations commission would recommend, I don’t know what they’re going to recommend. "
200,"Vox’s Dylan Matthews argued that an American reparations program might look like Germany’s fund for victims of the Holocaust, which has largely focused on cash payments for individuals and has paid out nearly $89 billion as of 2012."
201,You cannot get away from the fact that we have had institutional racism in this country. All you have to do is see the story of the woman in New Orleans that goes in and says my hands are swollen in the maternity ward and the doctor doesn’t listen and she loses her baby. Or the vice president of a company in Minnesota who goes shopping and is followed by security guards the entire time. Or the fact that African-American women make something like 60 cents for every a dollar that a white man makes.
202,"So we know that it’s there, and you have to have a president that gets that and is willing to say it. From there, you move not just to reparations but to actual economic opportunity. Even beyond that, what is the candidate’s position? You have heard mine, bits by piece in these debates. That what we need to do is make sure that people have opportunity, economic opportunity. And that means everything from education, that means everything from preschool and actually taking this on in a systematic way. It means child care and work-family leave. "
203,"I head up the diversify tech caucus that I started with Tim Scott. We also started this entrepreneurship caucus because we’ve had this start-up slump. We’re 30 percent down, which hurts people of color and hurts new entrants into a marketplace. Consolidation hurts people of color. When you look at what I’ve taken on, all of these really are focused on economic opportunity."
204,"MG: Senator, as a follow-up, what role do you see racism playing in American politics today, and what would you do to address it?"
205,"Sure. It’s a major undercurrent and fact in American politics today furthered by the president, who I’ve clearly said I believe is racist and it is furthered by the rhetoric. It’s furthered by the criminal justice system, which we’ve discussed. It is furthered by the economic injustices. Because I think it was Martin Luther King said, what good is it — I’m paraphrasing — to integrate a lunch counter if you can’t afford a hamburger? And then most fundamentally it is exacerbated by our voting system. So let me, if I could do that. "
206,"Rev. Dr. Martin Luther King Jr. emphasized the civil rights movement’s connection to the labor movement; in a speech to sanitation workers striking in Memphis in 1968, he said: “What does it profit a man to be able to eat at an integrated lunch counter if he doesn’t have enough money to buy a hamburger?”"
207,"Because I lead these bills. Because I’m the ranking on the Rules Committee and I am, at this very moment, advocating with Senator Blunt to have laptops open during the impeachment hearing, which will be a big deal. I know you guys are on editorial so you don’t know about this, but your reporters can’t bring in any laptop into the Senate hearing room, and that’s just a little side note. O.K., let’s go to your stuff. "
208,"Every member of the editorial board has prior experience reporting, whether covering the White House in D.C., tech policy and the information wars, health policy or social policy issues around the country. "
209,"So voting, on voting. I think that No. 1, if you keep people out of the franchise, they are going to feel excluded from our democracy. And states that include them like Minnesota or Colorado where I just was, people, even if they don’t vote for the candidate that wins, they feel that they’re part of the democracy and they’re part of our government. Those states had the two highest voting turnouts in the last election."
210,"So what do we do? One, I would, as president, make a huge priority on passing my bill to [automatically] register every kid to vote when they turn 18. Imagine. There’s no reason we can’t do this and it would add over 20 million people to the rolls. No. 2, I would stop the purging of the voting rolls. Stacey Abrams addresses this in such an incredibly visceral way. She says just because you don’t go to church or synagogue or mosque for three years, does that mean that you lose your right under the Constitution to worship? Just because you don’t shoot a gun does that mean that you lose your right under the Second Amendment?"
211,"That’s the point here and so Sherrod [Brown, senator from Ohio] and I have the bill to stop the purging. "
212,Setting up independent commissions in every state to stop gerrymandering. That’s another bill that I lead. 
213,"And then of course reauthorizing the Voting Rights Act, which has led to so many of these, what the North Carolina federal court called “discriminating with surgical precision,” about the voting laws out of those states. I would take it on because I realize right now it has lost its bipartisan flavor, that’s putting it mildly. I think there’s two ways you can do this, and then, of course, a constitutional amendment to overturn Citizens United and get dark money out of our politics and there’s tons of different things you can do on the road to that. What is missing here is, I look at how we won gay marriage or how the country won gay marriage. And, yes, it ended up being in court, but it was a libertarian argument in a lot of states like mine. So in — my state, a group which did an incredible job to defeat — which was the only time it was defeated — a constitutional amendment in a purple state that would have limited marriage to man and woman, basically. It was a libertarian argument, and I think that’s what we need about voting. "
214,"In 2011, the Libertarian Party of Minnesota was among the first groups to stand up against the so-called Marriage Amendment, “recognizing that marriage is a fundamental human right and should be a private matter between individuals,” according to its website."
215,"Angie Craig who won in Minnesota in a really hard congressional district — that was in our last election — she ran an ad of people, that, it looked like it was a very rural ad. Her district’s exurban and rural and suburban. People standing on bales of hay trying to talk, and in the ad their voices are muted. You hear nothing. And the argument is big interests are drowning out your voice. When you watch that ad, that is a libertarian ad that she ran. So I think making that argument’s going to be key. I think the other argument is security, national security. "
216,"Representative Angie Craig flipped Minnesota’s Second Congressional District, beating out incumbent Republican Representative Jason Lewis. The district had gone to Donald Trump in 2016 by a 1.2-point margin. Here is an ad she ran appealing to the district’s rural voters."
217,"This gets into getting Senator Lankford and my bill finally passed to get backup paper ballots in the 11 states, including New Jersey, in your big newspaper region here that doesn’t have them, which is outrageous. And shoring up our elections. In this whole area you can make some security arguments."
218,"Senator James Lankford, a Republican from Oklahoma, and Senator Klobuchar’s bill to get backup paper ballots was stymied by Republican opposition in the Senate. Senator Klobuchar told the Council on Foreign Relations: “This is not a partisan issue. It is about protecting our elections by having good equipment, by having audits, and by having backup paper ballots.”"
219,"The third is that if their political party doesn’t change with the times, with the changing demographics in the country, with immigrants voting, with African-Americans, they’re going to fall off the cliff. Maybe not this election, but by the next one. And so I think you have some really strong arguments to use about voting, and we just have to be smart about how we do it. "
220,"The ultimate argument is to win big. The fact that we can’t even get backup paper ballots forced through, that we can’t even get the social media companies to have to keep ads on file by law, that’s pretty outrageous. And it shows how hard they’re trying. And the culprits are right in front of us because they have not denied the fact that it’s Mitch McConnell and the Trump White House that literally made calls to stop Lankford’s and my bill from going to the floor. Senator Blunt had held the hearing and they called Republicans because they didn’t want the bill to advance. So you tie it into a security argument."
221,"KK: Senator, we were going to actually ask you some specific questions around Hispanic voters and L.G.B.T.Q. voters, but just for the sake of time, I think we’re going to pivot hopefully to technology if Charlie wants to kick us off and then to foreign policy because I think those are the two areas we really need to bust through. O.K. briefly I’ll just say one minute on each? KK: Yes."
224,"L.G.B.T.Q. In the one hundred day plan is, of course, reversing the ban on transgender in the military. And I have been a strong supporter of the Equality Act, which is the next challenge for the community. "
225,"Senator Klobuchar first voiced her support for marriage equality in April 2012, after President Obama said he had evolved on it. That summer she became a vocal opponent of Minnesota’s marriage ban for same-sex couples, which was voted down by 4 points."
226,"You can literally get married in one state and get fired the next day. So I’d put those two as priorities. As far as Hispanics, I would say the number one is comprehensive immigration reform, and I think we discussed that. To me it is an economic issue. It is a moral issue, yes. "
227,"Senator Klobuchar has trailed most of her Democratic rivals in Hispanic support, particularly Vice President Biden, Senator Sanders and Senator Warren. "
228,"But you’ve got to make the case that the way the Trump administration has been handling this, you have losing people out of our economy. We don’t have enough workers in nursing homes and hospitals. Seventy of our Fortune 500 companies are headed up by people from other countries."
229,"Immigrants and their children founded 45 percent of Fortune 500 companies, according to analysis by the bipartisan group New American Economy."
230,Twenty five percent of our U.S. Nobel Laureates were born in other countries. Immigrants don’t diminish America. They are America.
231,"34 percent of U.S.-based Nobel Prize winners were born outside the country, according to analyisis by the Institute for Immigration Research at George Mason University . KK: O.K. O.K."
234,"Charlie Warzel: So pivoting to technology a little, you just said recently you were doing this before it was cool. Taking on big tech, thinking about issues like privacy. I wanted to do just a quick sort of lightning round of questions about your personal relationship to it. Do you personally have a social media account that’s not your public facing one? No. CW: Do you have a lurker account?"
237,"No because — oh, you mean — wait. What was the name of the Romney account?"
238,"When Mitt Romney told The Atlantic that he had a secret Twitter account, Slate quickly identified it as Pierre Delecto, based on the Romney family accounts it followed among other clues. CW: Pierre Delecto."
240,Pierre Delecto. No. And for that reason. [LAUGHTER] JW: You could choose a different name. So tricky.
243,CW: There’s a long history. Carlos Danger. There’s a lot —
244,Carlos Danger was the pseudonym that former Democratic congressman Anthony Weiner for explicit online exchanges with women.
245,"I think it would be discovered if I did that. I just haven’t. I just talk to my friends on the phone. [LAUGHTER] Although I’m not stuck in the Chuck Schumer flip phone moment, although maybe —"
246,"CW: Do you use other popular social networks? I mean, are you —"
247,"I mean, I have always had Instagram, which I personally like. I hope that Facebook doesn’t ruin it. And I like that with the photos, and it’s just a different way to communicate. Of course, originally I was on Facebook also before that was cool in our 2006 Senate race. Very funny sideline. A kid who’s now working on Citizens United was my — no longer a kid — and was my campaign manager last cycle, Joe. He was a college student."
248,Joe Radosevich was campaign manager for Senator Klobuchar in the last election cycle and is now political director for the group End Citizens United.
249,"He went up to my campaign manager at a big meeting and he says, “I got an idea. There’s this Facebook thing you could do.” This is ’05, 2005, you can do it. But you got to be affiliated with a college. He’s explaining the whole thing. And so the campaign manager listens, and at the next meeting in front of everyone, the campaign manager says, “Joe, you know what? I’m going to let you do this, but I got to tell you, this thing isn’t going anywhere.” [LAUGHTER] I’ve used all these social media ways and done different things over the years."
250,CW: What’s an app on your phone that you have that might surprise everyone in this room?
251,"Oh, I don’t think it surprises you that The New York Times crossword puzzle, because I have — CW: Pandering!"
253,"But I do it. I’m telling you the truth! I do the mini puzzle every single morning, and I compete with Maggie Hassan. One time she did it in 18 seconds. Then she takes a screenshot and sends it to me. [LAUGHTER] But we don’t do it every day, to be very clear. I don’t want you to think that’s all senators do. So I like that app."
254,"Well, I always try all these fitness apps. And that’s one of the reasons, by the way, I got Lisa Murkowski to do this bill, which I will get done as president. You guys talked about privacy a lot. We have done nothing! But this one on health care. I mean this is right for action privacy. So I have — that app. Let me just think. I have a lot of different things, and — oh yeah, I look at the furniture ones sometimes. "
255,"Senators Klobuchar and Murkowski introduced new privacy legislation in June that focuses on protecting consumer data collected from health tracking devices and apps, along with DNA tests. Read about it here. CW: I do want to get to privacy. O.K."
258,"CW: Just two more quick ones. Do you have an Alexa or a smart speaker? Yeah. O.K. Yeah, I bought one of those. CW: If —"
261,"Yeah, and then I got worried when I read everything. So I unplugged it and hid it in a drawer. [LAUGHTER] CW: O.K. I like all the things, because I am — JB: Still spying on you."
265,"Yes, I got one, but I had fun. I would play holiday music, this would be last holidays. And I always enjoyed it and then all of a sudden I realized every time a senator called, I was unplugging it and putting somewhere else and I thought this is ridiculous. And so I’ve stopped using it."
266,"CW: That’s good. That’s good operational security. Yeah, thank you. CW: Are you an Amazon Prime member? Huh? CW: Are you an Amazon Prime member?"
271,"Yes. But I think I’m not updated. Boy, I don’t want a Pinocchio on this because I have not used it for a while since I started running. I think my husband’s had to buy a lot of stuff."
272,"Senator Klobuchar hasn’t staked out the same tense relationship with Amazon as some of her rivals, especially Senator Sanders, who has criticized Amazon’s warehouse working conditions and called on the government to investigate the company."
273,"CW: Got you. O.K. And then just one sort of meatier question about privacy. Organizations like the F.T.C. have reached these recent settlements, Facebook and Google obviously. And a lot of people feel like they’re slaps on the wrist rather than meaningful enforcement —  Might be, yes."
275,CW:-- that’s actually going to change the companies.
276,"Like the Facebook one recently, yes. Which I just came out on. CW: What does real enforcement look like?"
