,text
149,"One of them is use march-in orders on prescription drugs. We can bring down the cost of EpiPens and insulin and other drugs, so that we save families literally hundreds of millions of dollars. It can be done without Mitch McConnell. The power is already there. You’ve just got to be willing to pick it up and use it. Nobody else has talked about picking it up and using it. "
150,"A 2017 paper from the National Bureau of Economic Research found that generic competition has weakened in recent decades, leading to higher prices for generics. EpiPen and insulin prices, in particular, have skyrocketed. Senator Warren’s Affordable Drug Manufacturing Act would authorize the government to manufacture active ingredients for medications or contract outside entities to manufacture generic drugs and lower prices. But Senator McConnell has railed against “socialist price controls” in the health care system."
151,I’ll defend the Affordable Care Act from the sabotage of the Trump administration. That I can do all by myself. 
152,"I will also fight to knock back the influence of money, because I think every time we do that, that’s what that anti-corruption bill is about. It’s about calling out the big drug companies. It’s about calling out the big insurance companies and just disrupting the fabulous patterns they have right now to get their way in Washington. In the first 100 days, I’ll go to Congress and try to get what we can get on 50 votes. What we can get on 50 votes is to offer Medicare to everybody who’s 50 or older."
153,"JI: So this is an incremental plan that you’ve talked about, right? So your first hundred days you have essentially two health care plans, right? You have one that — would enact ——"
154,"Or three. I mean, how do you want to count it? [LAUGHTER] One is to reduce the cost for families on the first day. I mean, the cost savings doesn’t come in on the first day, but you sign the papers that need to be done, so you reduce costs on the first day. The second is to give people the opportunity to be in Medicare if they want, anyone who’s 50 or older, and expand the coverage for Medicare. It’s to offer Medicare for all complete health care coverage to everyone else who wants it."
155,"Senator Warren has laid out an ambitious timeline that would put children and families under “Medicare for all” in her first 100 days through a congressional maneuver, then fully roll out her system by her third year in office."
156,JI: I just want to pause here for one second. You’ll have ——
157,"It’ll be free for anybody who’s under 18. It’ll be free for a family of four making less than $50,000 a year, and it will have a small price for everyone else. This is the advantage to having already identified how you can pay for this."
158,"JI: So you have, on one hand, the boldest public option that’s probably been offered by any of the Democratic candidates. On the other hand, you have the most aggressive “Medicare for all” universal plan that’s been offered. You’ll be, if I understand it correctly, starting with this aggressive public option hoping to segue to a “Medicare for all” by year three, and in the middle of all that, you will probably be called upon to defend the Affordable Care Act at the Supreme Court level. How do you think about those three — and of distinct — that just seems like an awful lot of health care reform."
159,"President Obama’s health care battles foreshadow some of what Senator Warren might face in trying to institute her single-payer system. Mr. Obama signed the Affordable Care Act into law in March 2010 after a protracted fight in Congress, and by November 2011 the Supreme Court had agreed to hear a case challenging its constitutionality."
160,"Why is defending the Affordable Care Act in the Supreme Court hard? That’s what lawyers are for, sure. That’s a legal issue, and they’ve got a whole bunch of lawyers in the federal government."
161,"While President Obama himself didn’t personally appear in court to defend the Affordable Care Act, the legal challenges hurled at the legislation demanded years of government and legal resources, not to mention public attention — so the legal dimension of the health care fight can’t be discounted."
162,"JI: But one of the premises for massive health care reform is that the Affordable Care Act is not working in a lot of ways, right? So you support “Medicare for all” presumably because you think the Affordable Care Act has a lot of holes in it, and we need to do something different, so you’ll be defending that."
163,"Right. So I’ve identified pay-fors, and I lay out that if you want, you can get into it, and you’ve got a three-year period to be able to do it at a deeply subsidized price or at no price at all."
164,"KK: Simultaneously though, all of the things that you’ve suggested you would need to do in order to afford “Medicare for all,” a wealth tax, cutting the defense budget, comprehensive immigration reform, would require the Senate’s approval."
165,"Senator Warren’s “Medicare for all” would require $20.5 trillion in new federal spending over the next 10 years. She has promised the money won’t come from raising taxes on the middle class and maintains that between defense cuts and a wealth tax, the costs would be covered. But of course, that would require Senate approval — and Senator McConnell has sworn it won’t happen “as long as I’m majority leader.” 50 votes. KK: Well, so you’re going to kill the filibuster? No. This is on budget reconciliation."
169,"JI: Let me try to frame it a different way. What do you say to critics who would argue that it will take so much political capital just to enact the first portion of this plan, the aggressive public option that you’ve laid out, that it would be essentially impossible to then segue to a “Medicare for all”? You’ll spend so much capital getting that first part that it seems — people have said it seems like a pipe dream to say we’re going to have this aggressive public option, and then we’re going to have “Medicare for all” three years later."
170,"The number of people who have denounced “Medicare for all” as politically impractical continues to grow — the former White House chief of staff Rahm Emanuel called it a “pipe dream” in a recent Washington Post op-ed, in which he called on proponents to “please explain to me exactly how we get that bill through the Senate?”"
171,"So let me push back on what your theory of change is, because the way the Affordable Care Act worked is we passed it, and then it was four years later when the benefits came in, and they kind of bumped into place, right? Look at it the other way around. What I propose is as many people can get into it as want to get into it, and then once they’re in, try taking it away from them, because that’s what the fight then shifts to. How did we end up hanging on to the Affordable Care Act when the Republicans had the House, the Senate and the White House? The answer was we ended up hanging on to it because enough people across this country said, “You’re not going to take this away from me.”"
172,The Affordable Care Act continued to grow in popularity after Republican efforts to repeal the legislation in 2017 — a recent poll found that over half of the public favors the legislation. JI: People were opposed to it until ——
174,"Mara Gay: Actually, that’s a perfect point for me to just ask you a question that’s related. My family is from Michigan, and U.A.W. workers. One of the last things that they really love, many of them, is their health care. So I guess my question is, is both a practical one and a political one, which is why not try and expand health care access without actually taking away programs that people already like? Is there a way to do that? Is there even a way to get to what you’re talking about without talking about it in such dogmatic political terms, and how do you — this is I guess the most important part of the question, I think, is how do you make the pitch to a U.A.W. worker that what you can offer is actually better than what they already have?"
175,"A growing divide has emerged among unions over whether to support “Medicare for all.” Roughly 95 percent of union workers had health care access in 2019, while just 68 percent of nonunion workers did."
176,"I’ve already made the pitch, and I actually had several unions say that it’s a really good approach. I don’t remember if the U.A.W. was one of them."
177,"The United Automobile Workers has nearly one million members. Along with the Service Employees International Union and the American Federation of Teachers, it has yet not taken a stance on “Medicare for all.”  MG: The U.A.W. was not one of them."
179,"So let me do the pitch, because I’ll tell you exactly what the pitch is. That is the Affordable Care Act already requires employers to provide health care for their workers if they have more than 50 workers. I propose we just keep that in place, and that will yield about $9 trillion over the next 10 years. That’s what they pay."
180,"In conversations with some unions, Senator Warren has dodged the question of how she would protect existing coverage. At a recent town hall with the Culinary Workers Union, for example, she said their health care is “not supposed to change” but sidestepped details."
181,MG: Sorry. You think it has — go ahead. I’ll let you finish.
182,"So let me explain what the plan is. The plan is the employer has to keep paying in as the employer does right now. The one exception to that is if you have a collective bargaining agreement, and the employer is paying in more than whatever is the standard minimal that employers are paying in. That difference goes to the workers in cash. "
183,"Now, that’s only for collective bargaining agreements, but that’s real money in the pockets of those union numbers. Secondly, what at least some of the unions liked about this is the unions never have to bargain on this one again, once you get all the way to “Medicare for all,” because their workers will have health care coverage. Which means they can bargain once again over wages and working conditions and keeping jobs here in the United States instead of having to go back to their members year after year after year and say: “We just bargained. Great for you. Your salary will go up one half of 1 percent, and your deductible will only go up by another $2,000.”"
184,"Vice President Biden has cast the “Medicare for all” plan as anti-labor, arguing that unions have already painstakingly negotiated health care benefits, progress that could be undone by a single-payer system. But Senators Warren and Sanders argue that the plan is pro-labor because it would mean union members are guaranteed health care and can focus their negotiations on wage increases, family leave and other benefits."
185,"MG: Your standing in some of the polls in the swing states is not as competitive as some of the other candidates’. Do you think that this issue is hurting you in the swing states like Michigan? If not, what do you make of the discrepancy in swing states?"
186,"Actually, I don’t do polls. I haven’t looked at them, so I don’t know, but I’ll tell you this. I’m out there fighting for those votes every single day. I’ve been to 29 states and Puerto Rico. I will keep doing this. I’ve been to blue states and red states, and talked about how we build a future. I think that’s what we’ve got to do. We’ve got what, two more months before the caucuses start, but this is the question in front of us as a country. How do we think about how to go forward? Is the message going to be business as usual after Donald Trump? It’s just too damn hard to get anything done. Therefore, we’re just going to just kind of nibble at that problem of all the folks who can’t get child care and teachers who are working three jobs?"
187,"Polling has consistently shown Senator Warren to be in the top tier of candidates, but not the front of the pack. She trails Joe Biden — and Donald Trump — in key swing states."
188,"KK: But you have to admit, many of the things you’re saying are the same pitch Obama gave us in 2008, and Obama, of course, got health care done, but with a lot of compromises and left a law that I think by everyone’s estimation is flawed. So what’s different in 2020 — excuse me, I don’t know what year it is, 2019 — than it was in 2008?"
189,"A Washington Post tally of President Obama’s campaign promises found that he kept 11 promises (expand hate crime statutes, insure more Americans, establish a credit-card Bill of Rights), compromised on 12 (end the war in Iraq in 16 months, increase the earned-income tax credit) and failed on 17 (raise the minimum wage and index it to inflation, create a path to citizenship for undocumented immigrants)."
190,"Well, I would add he also got a Consumer Financial Protection Bureau. KK: He did. That’s true."
192,"And he actually got a fair amount of Dodd-Frank. And — that he did, but ——"
193,KK: I guess do you understand why I keep harping on this? I don’t mean to ——
194,"No, it’s fine. It’s just that look out there. People’s financial circumstances have gotten worse. The amount of student loan debt has been going up at a rate of $100 billion a year. Oh, here’s one. Just saw some data not long ago out of the Department of Education. Go take a look 20 years out on people who borrowed student loan debt. Ninety-four percent of whites have paid off their student loan debt. Want to guess what the percentage is for African-Americans is?"
195,"This appears to be a misrepresented statistic. A 2019 report from the Institute on Assets and Social Policy at Brandeis University found that the median white student borrower has paid back 94 percent of his or her student debt, while the median black student borrower has paid back 5 percent. Read the report here. KK: No. "
197,"Five. Five percent. We are widening racial wealth gaps in this country right now. Opportunity is shrinking for our children, and people see this. It’s 12 years later. It’s 20 years later from a whole set of promises that this was going to get better, and it hasn’t gotten better, but people watch at the same moment. They don’t look around and see a country that’s getting poor. Look out your window, right? They don’t look around and say, “God, America’s really on a downslide.” They look out and they say, America is doing great. G.D.P. keeps going up. The stock market keeps going up, unemployment is down, but my family is stretched to the breaking point. My debt load is bigger than ever, and I look over the edge and see where my children are headed. I don’t even see my children able to replicate what I have. I don’t see them able to buy my house. I don’t see them having even the job stability I had. I see them carrying more debt at 19 than I carried at 35."
198,"Senator Warren’s support among young people — the Gen Z and millennial voters she describes, saddled with debt — has been on the rise. A November poll from Harvard Kennedy School’s Institute of Politics found that 22 percent of 18- to 29-year-olds support her, up from 4 percent in March."
199,"MC: I think we can agree that there are huge problems here. But to Katie’s point, and then I’m going to throw it to Jesse. You have to be careful to balance the big promises with the over-promising, because then you risk the disillusionment, which I think we saw during the Obama administration. And back to kind of Katie’s question about how you pay for a lot of these things. I mean comprehensive immigration for one, you can’t do that through budget reconciliation."
200,"When even a bipartisan agreement on immigration reform, focused on employment-based green cards, died on the Senate floor in September, it demonstrated just how difficult it has become to get any immigration reform legislation through Congress."
201,"I’m sorry, but you can do it if you roll back the filibuster. I stood on the floor of the Senate when we had those votes."
202,MC: And there is a good question. How do you do that if Mitch McConnell still holds that Senate?
203,"Well, look, I’m going to start. I don’t want Mitch McConnell, obviously.  BS: No?"
205,"No, but look. All right, so what do you want to do? You want just give up? Say, “Aw, gee, Mitch McConnell …. ” Let’s go get the begging bowl and say give me a crumb or two, and I will say thank you. That’s what it means now to be a Democrat to the party in opposition. MC: No, I’m just saying —— That sure gets a lot done."
208,MC: —— that requires you to pass comprehensive immigration reform.
209,"It’s 5 percent of the pay for. Give me a break. No, we have passed it, and actually ——"
210,"Under Senator Warren’s plan to pay for “Medicare for all,” a substantial chunk of funds would come from an “employer contribution” into the health care fund. Senator Sanders has not released a detailed plan explaining how he would pay for the system. "
211,"MC: O.K., so we mark that one off, so we don’t have to do immigration reform for this to work."
212," You start by disrupting. You start with some wins. You start with some places people want to be, and actually immigration reform is one of them. People don’t like our immigration system, and our support for immigrants continues to go up. I can be in a room full of people who are three generations away from any immigration experience personally, and they want to see us get this done. It’s not just liberals. What was the latest story? Utah wants more immigrants, right? "
213,"A 2018 Gallup poll found that a record-high 75 percent of Americans say immigration is a positive, including majorities of all parties. Yet immigration reform has become a wedge issue in Congress, with the government brought to a shutdown multiple times over issues like the treatment of Dreamers and the funding for Mr. Trump’s border wall."
214,"People understand this is good for our economy. It’s good for our worldwide security. If you’re not willing to get out there and fight, nothing is going to change. And yeah, the fights have to be realistic. It’s why I start everything with, “Here’s how I’m going to pay for it.” You may not like how I did, but at least I laid it out there. You don’t have any doubt, and I show you where every single nickel comes from because I want it to be realistic. I didn’t start with free college. I started with a 2-cent wealth tax, because we can do a 2-cent wealth tax. I started with it and said, and here’s how much revenue it produces. It produces a staggering amount of revenue, far more than raising income taxes, because that’s what the wealth curve looks like."
215,"A 2-cent wealth tax, and now let’s talk about what kind of change we could make. Two cents, and we can do universal child care. We can put $800 billion into our public schools. We can make a federal commitment for the first time in history to public education K-12, and we can do the same thing for college, and we can cancel student loan debt, and an enormous boost to our economy."
216,"Senator Warren’s campaign ads pitch a 2-cent wealth tax to cover $700 billion in universal child care, $1.25 trillion in universal free college and student debt forgiveness, and more. But Senator Warren’s tax would really be more than 2 cents on the dollar for the ultrarich, because you have to add the 2 cents to additional taxes she has promised on assets above $1 billion along with taxes on income and capital gains. Two University of California economists recently calculated that the Microsoft founder Bill Gates’s net worth would be more than halved if Senator Warren’s wealth tax in its original form had been enacted in 1982. KK: Sorry, I didn’t mean to cut you off. Yes, you did. [LAUGHTER] KK: We’re running out of time here."
220,"Jesse Wegman: Senator, I want to just take you back for a moment to Mara’s question about swing states and swing state voters and your point about large structural changes that people warn you off. The other day, you repeated your argument that you wanted to be the last president to win the Electoral College and the first to win the national popular vote. How do you expect — I’m assuming you’re not talking about a constitutional amendment. How do you expect to get there in five years, unless you’re the president, unless you win the Electoral College and Donald Trump wins the popular vote in 2020?"
221,"Senator Warren said in March that she hopes to pass a constitutional amendment to protect every American’s right to vote. She added, “Every vote matters, and the way we can make that happen is that we can have national voting, and that means get rid of the Electoral College.”"
222,"That’s a nice one. I like that. So look, I think it’s one of the things that, as a country, it’s time for us to take it on. JW: And how?"
224,"We take it on by deciding we’re going to take it on. We pass it through Congress, and then we set it up for the states to be able to vote on it. JW: So you think a constitutional amendment?"
226,You can take it through a constitutional amendment if you think it needs a constitutional amendment.
227,"KK: O.K., the Electoral College is really important to Jesse. So much of the biggest change in recent years has come through the Supreme Court. Who would be your Supreme Court nominees? Oh, I’m not going to do names."
229,"Mr. Trump released his short list of potential Supreme Court nominees in May 2016. In September 2016, he released a second list with several more women and people of color, following criticisms of the white and male bias in his first. KK: So who would be your running mate?"
231,I’m not going to do names. That’s enormously presumptuous.
232,"In December, former Vice President Joe Biden said that he would consider choosing Senator Warren as his running mate and wondered whether she would choose him. The Senator, for her part, has suggested she might prefer a woman. "
233,"KK: Well, one more personal question for you. Who has broken your heart?  My first husband."
235,"At age 19, Senator Warren married her high school sweetheart, a computer engineer, Jim Warren. She gave up a full scholarship to George Washington University for the marriage, and they later split in part because he didn’t support her career ambitions. KK: Why? Do you mind telling?  Well, yeah. [LAUGHTER]"
238,"KK: Oh my god, we’re running out of time. We have a bunch of questions around technology. [LAUGHTER] JD: That’s a perfect segue. KK: I’m trying to get a lot in here."
241,"CW: Andrew Yang said in one of the debates that you’re applying a 20th-century framework to antitrust when it comes to Big Tech. Why is he wrong on that, and what makes your proposal to break up Big Tech adequate for the unprecedented profits of Silicon Valley?"
242,"Senator Warren has argued that the sheer size of companies like Facebook, Google and Amazon pose a real threat to innovation and competition in the technology industry. Mr. Yang has argued that her diagnosis is “100 percent correct” but that her solution isn’t fully effective because “competition doesn’t solve all of the problems.”"
243,"Well, actually, you’re going to have to explain to me what Andrew was — if I’m going to have to argue back against Andrew, you’re going to have to tell me exactly what Andrew’s argument is."
244,"In the October Democratic debate, Times national editor Marc Lacey asked Mr. Yang to comment on Senator Warren’s calls to break up companies like Facebook, Amazon and Google. Mr. Yang said Senator Warren is correct in her diagnosis of the problem but breaking up the companies isn’t an adequate solution because “using a 20th-century antitrust framework will not work. We need new solutions and a new tool kit.”"
245,"CW: Well, during the debate he said it was a 20th-century —"
246,"No, I know he did, but I don’t know what that means."
247,"After the endorsement interview, Senator Warren reached out to Mr. Warzel to clarify her response on 20th century antitrust. In that follow-up interview, she said: “Antitrust law is a very valuable tool and breaking them up would have important effects but what I realized after I left in the room is that I was pulled in a different direction but I never finished to say that antitrust law is important but not the only tool we need. I don’t believe that markets alone are going to fix all the problems we’re facing on the tech side. Particularly the issues around privacy and the values that come from aggregation on platforms and how that value would be distributed. I don’t believe only antitrust works but I do believe its a powerful tool we should be using in dealing with Big Tech.”"
248,BA: What is the specific standard that you would apply in antitrust? Right now we basically have a consumer pricing setup.
249,"Senator Warren has proposed using the Federal Trade Commission and Department of Justice to undo anti-competitive mergers currently in place, then passing legislation designating companies worth more than $25 billion in revenue as “platform utilities.” And I don’t think that’s the right model. BA: What is the right stance?"
252,I think it includes anti-competitiveness and unfair trade practices. I think we need to resuscitate the old “tying” concept that we use. 
253,"“Tying” is an arrangement where to buy one product, a consumer also has to buy a different product from a separate market. An example the F.T.C. offers is a drugmaker that required all consumers buying its medicine for schizophrenia to also buy its blood-monitoring service. The Supreme Court has treated the practice as illegal in the past, but more recently lower courts have permitted it under the more flexible “rule of reason.”"
254,"I think Robert Bork narrowed the standards we use for antitrust and for breaking up big companies. Market dominance by itself, when you totally dominate a market, that is anti-competitive. Then the platforms — this new — you want to go to the new part. The platforms themselves create a new kind of problem that we haven’t seen. We can only do this by analogy, which is what we always do in law, but think of it this way. There’s Amazon that owns the marketplace where people go and buy toasters and sell toasters, but they also are scraping bits of information off every one of those purchases. When they decide that your toaster business is getting very profitable, and they might like to crowd in on that, they take all that information they took from you without your consent and they go into the 2.0 version of your toaster business and move you back to page seven on the search."
255,"Robert Bork was President Ronald Reagan’s failed Supreme Court nominee in 1987. He wrote extensively on antitrust legislation and redefined it from a focus on helping small businesses to promoting economic efficiency, according to Barak Orbach, professor of law at the University of Arizona."
256,"My view on that one is that really you can be the umpire in the baseball game or you can have a team in the baseball game, but you don’t get to do both at the same time. So breaking the platform off from the competitive business, yeah, that would give a lot of small businesses a much more level playing field and ability to compete."
257, BA: I appreciate that the toaster is still your preferred consumer appliance.
258,"Senator Warren’s famous paper laying the groundwork for the creation of the C.F.P.B. opens with the sentence, “It is impossible to buy a toaster that has a one-in-five chance of bursting into flames and burning down your house” and later says, “Why are consumers safe when they purchase tangible products with cash, but when they sign up for routine financial products like mortgages and credit cards they are left at the mercy of their creditors?”"
259,"There we go. But the point is there are some things about tech that are special. I mean, that we’re seeing for the first time. Ways that you can be anti-competitive that we hadn’t seen before, just like that was true in the early 1900s about, you know — you had the oil supply, and you also owned all the gas stations and how that one worked. We broke that apart."
260,"CW: But does that fix the power consolidation that’s happening right now? If you took Facebook and spun out to Instagram, say, you still have a real dominance and a power that has been accumulated there. So Facebook, for example, in the media and advertising industry."
261,"One parallel Senator Warren has used in her plans for breaking up Facebook is the government’s antitrust case against Microsoft in 1998, which Senator Richard Blumenthal and Tim Wu wrote in The Times made Microsoft “a gentler giant.”"
262,"You’re asking the fundamental question about how you break them up. This was the question for Standard Oil. How did they break up Standard Oil? They ended up doing it actually by geography back in those days, but that’s obviously a very different world from the world we live in right now. "
263,"The American government’s antitrust battle with the oil industry perhaps epitomizes a 20th-century approach to antitrust — in 1911, the Supreme Court ordered the dissolution of Standard Oil. Of course, many would argue that the country’s dependence on oil and its addiction to Facebook aren’t totally comparable."
264,"But look at the difference it makes if there are multiple Facebooks out there. If you can get to anybody’s page regardless of who they go through, it becomes like the phone company, right? You can have any different brand of phone, but as long as I hit the same set of numbers, I will reach you. If you could do that through Facebook, then you’ve got competitors offering, hey, I tell you what. You come use my site, and I won’t be sharing your personal data with anybody. I will offer better security than those other yahoos offer. I will offer you a 2-cent rebate for all of the advertising. I will offer you the option to click out of ads, or you’ll only get one ad every minute. That’s what competitive markets do."
265,"I like markets. I believe that capitalism can produce enormous value. But capitalism without rules is theft, and one of those rules should be progressive taxation. Everybody pays their fair share. And one of those rules should be you don’t get to crush the opposition. That’s not how markets work. And that’s a battle we had at the end of the 1800s and into the early 1900s, and it’s a battle we need to have again. The giants have grown and they exercise so much economic power, but they also exercise too much political power. CW: Can I ask about that? Sure."
268,CW: You previously suggested that Facebook intends to use their influence in this election. What did you mean by that and did you think ——
269,"In October 2019, Senator Warren tweeted: “Facebook has incredible power to affect elections and our national debate. Mark Zuckerberg is telling employees that he views a Warren administration as an ‘existential’ threat to Facebook. The public deserves to know how Facebook intends to use their influence in this election.” I’m sorry, say it again. Facebook? "
271,"CW: Intends to use their influence in this election. And Mark Zuckerberg especially. You were tweeting about that and mentioning him. Well, I ——"
273,"CW: I’m just curious, do you think that Facebook could tip the scales in favor of a candidate? What did you mean by that specific power and is it something that an employee like Mark Zuckerberg is going to wield on his own or just the company’s power in political influence?"
274,"Look at the example. He said, “I will take your money to lie about other candidates.” What does that mean for our democracy? Not even meet the minimal standard that TV ads run, right? "
275,"Mark Zuckerberg has held the line on Facebook’s decision to allow political ads, even as Twitter banned them. The company’s approach came under scrutiny after it said Mr. Trump’s re-election campaign would be allowed to run an ad with false claims about Mr. Biden and his son Hunter. Mr. Zuckerberg said this is about free speech and not the profit motive."
276,"I’ll — start — I want to lie about you, that’s why I ran the ad that said Mark Zuckerberg endorses Donald Trump, and they said, “We’ll take your money for that one,” until they discovered what it actually said and said: “Wait a minute. Not if you’re going to talk about Mark Zuckerberg.” Whoa."
277,"In October, Senator Warren’s campaign bought ads that read: “Breaking news: Mark Zuckerberg and Facebook just endorsed Donald Trump for re-election.” The campaign was intended as a critique of Facebook’s decision not to fact-check or remove political ads. (Updated) Facebook did not remove from the social network the ad falsely endorsing Mr. Trump. "
278,"CW: That’s just a process of fact-checking and you want that to be independent, because then there’s the issue of Facebook getting involved.  No. It’s a process. This is an example. CW: Sure. If Facebook has way too much power."
282,"CW: Sure. And they have too much power, not just in an economy, they have too much power in a democracy, and they keep consolidating and expanding — are you worried about individual employees there? You know, Mark Zuckerberg, Peter Thiel."
283,I don’t know individual employees there. What I know is the power of that place and how they’re using it right now. Well —
284,"Peter Thiel, an early Facebook investor, called Senator Warren “dangerous,” to which Senator Warren responded “good.” Mr. Zuckerberg said a Warren presidency would “suck” for the company, according to audio leaked and reported in The Verge."
285,"JW: Senator, do you think that the House of Representatives is moving too quickly toward a vote on impeachment? No."
287,"JW: You think if they vote in the next two weeks that that will be a sufficient amount of time and what they’ve done, what they ——"
288,"I have not finished reading the report, but they look like they’ve laid out their ducks. The Trump administration evidently does not wish to put up a defense and call its own witnesses. In fact, it seems to be still in the process of trying to block witnesses from coming and block documents from exposure. Yeah. And look, I think they’ve got enough. And if they’ve got enough, it can’t be that the House impeachment process is the tail that gets wagged by Donald Trump based on when he’s willing to allow access to various witnesses or various documents. Not even Richard Nixon tried to stop people from testifying or tried to stop the House from getting access to documentation. So they’ve got what they’ve got. If it’s enough, then go forward."
289,"Michael Conway, who served as counsel for the house Judiciary Committee during the Nixon impeachment inquiry, said President Nixon also tried to deny the investigators access to key materials, but Mr. Trump has gone a step further. Mr. Conway said, “Nixon was equally resistant to turning materials over and documents, but he did allow people to testify.”"
290,"JD: Do you think it’s better, then, that the Senate finish a trial as early as possible next year? Well — again — JD: Before Iowa, perhaps even?"
293,"Consistent with whatever is revealed. You can’t do speed independently of facts, right? But if that’s what we’ve got and it’s enough information for a charge of impeachment, then I think they can go forward and I think they should."
294,Senator Warren called for the House of Representatives to begin impeachment inquiry proceedings against Mr. Trump as early as April 2019.
295,"KK: As student loan debt has come up a couple of times, I want to make sure we have a question."
296,"AK: Sure. I’m really interested in the student loan debt issue, but there’s a concern that your plan to forgive student debt really tilts a lot of resources towards the wealthy. So only 2 percent of borrowers have more than $50,000 in debt. A third of all student debt is owned by people in the top income quartile, and most student debt goes to households with advanced degrees. So these are doctors and lawyers, and they’ve amassed a lot of debt, but they’re also investing in their own educational capacity to pay off that debt. So I’m just wondering how you square that with a plan that goes about forgiving student debt?"
297,Critics of Senator Warren’s student debt plan say it would unfairly benefit those on the path to becoming highly paid professionals. 
298,"So my plan to forgive student loan debt is capped at $50,000 and an income of $250,000. And the reason for that is because it is the best way, not only to give maximum forgiveness to a lot of people who are struggling, but it also helps close the black-white wealth gap, and is part of the reason that the N.A.A.C.P. endorsed it along with the other parts I was doing about investment in our colleges. But I really worked through hard on these numbers to deal with exactly that question and that’s why I got the numbers where they are. I don’t think they raise that same issue. I’m not ——"
299,"An expert on college affordability at the Urban Institute told The Times that Senator Warren’s $50,000 debt clearance is too much. Setting the level at $10,000 instead would relieve debt for a third of all borrowers, according to their analysis."
300,"AK: O.K. No, I mean, it’s not my critique. This is a critique on the left as well, you know, that going about forgiving student debt in this way puts a lot of money in households that are going to make a lot of money."
301,A graduate with a professional degree expects to earn $2.3 million more than a high school graduate. The Brookings Institution’s Adam Looney estimated that under Senator Warren’s plan “the bottom 20 percent of borrowers by income get only 4 percent of the savings.”
302,But that’s my point. It doesn’t. That’s what I just said. AK: O.K.
304,"It’s both capped in terms of the number of dollars, and it’s capped in terms of the income."
305,"Mr. Looney, of the Brookings Institution, estimated that the benefits from Senator Warren’s plans are skewed — he estimated that borrowers with advanced degrees will claim 37 percent of the annual benefits, while representing only 27 percent of borrowers overall."
306,It doesn’t go to a doctor making $1 million a year who also has $1 million in student loan debt.
307,"KK: Senator, a number of your opponents have proposed in various ways either new entitlements or other programs that would give cash directly to low-income families. Mm-hmm."
309,KK: You seem to have avoided that approach for the most part. Can you just explain why?
310,"Senator Warren said in an interview with Vox’s Ezra Klein that many other economic policies should be accomplished before the government starts sending out checks to every American, as Mr. Yang’s Freedom Dividend proposes."
311,"Well, you know, it obviously depends on the program, but I worry about — for example, increasing the dollar payment on Section 8 vouchers, it doesn’t seem to increase the supply of housing. Instead, it seems to make a segment of landlords richer. So I’d rather take that money and put it directly into increasing housing supply."
312,I have a plan to build about 3.2 million new housing units across this country to make money available for changing zoning and working together across municipal boundaries on joint projects that increase density and trying to use the federal government as a partner to move forward in bringing down the cost overall for housing.
313,"Senator Warren has released one of the most robust housing plans in the 2020 field, including the creation of a Tenant Protection Bureau modeled after the Consumer Financial Protection Bureau. The sky-high rates of homelessness across the country was a major focus of Times reporting last year — read it here."
314,"The problem as I see it in the housing market, just picking that one, is we have a supply problem. The two big providers of housing from half a century ago just aren’t there. So the developer that built the two-bedroom, one-bath house, garage converted to hold my three brothers for their bedroom, that developer is building McMansions today. And I’m not mad at him. That’s where the profits are. And the federal government, as you know, now under current federal law, can’t expand federal housing. It can only do replacement when it’s taking it off the market. And if it takes it off the market and it doesn’t replace it, then it shrinks even more. Housing deteriorates like anything else. "
315,"So we have a shrinking supply and a growing population, and that means tens of millions of people are paying more to get less. So how can you turn that around? And the answer is to make a bigger investment in housing supply directly. And that includes housing for middle-class families, for working-class families, for the working poor, for the poor, for seniors who want to age in place, for people with disabilities, for people who’ve been incarcerated. Expanding housing supply directly, but also using federal dollars to help encourage cities and small towns and rural areas to adopt housing practices, that will lower costs even further. I just think that’s a more effective way to get real structural change."
316,"KK: We have time for, I think, one or two more questions. Sure. KK: Lauren, I wanted to make sure we got to you."
319,Lauren Kelley: Sure. I wanted to ask about reproductive rights. Sure.
321,LK: But I wanted to ask about an aspect of it that I think gets relatively little attention. Uh-huh.
323,LK: There’s a growing problem of harassment and trespassing at abortion clinics. Yeah.
325,"LK: And a growing concern during the Trump era about violence. And I’m just wondering how you would address that, if that is in fact something that’s not going to go away once the Trump era ends, which I think is a safe assumption. "
326,"You know on part of this, I think part of the answer is current law enforcement. You correctly describe it, in harassing people, in trespassing. And we need to make sure at federal, state, and local levels that people who are seeking health care of any kind have access to that health care and are not denied that opportunity. I think our laws are there. I think the weakness is our failure to enforce. That’s how I see now. If there are gaps in that, I’m certainly open to understanding them better, but that’s how I see it."
327,KK: And then I think Brent is going to close us out.
328,"BS: Is it my imagination or are we hearing almost nothing about voter disenfranchisement in this campaign, when in fact we saw disenfranchisement actually tipped races in Florida and Georgia? And post-Obama, all kinds of disenfranchisement methods came online. Mm-hmm."
330,BS: But I don’t really hear the candidates talking about that. Why is that?
331,"Actually, I’ve done 175 stump speeches and I’ve talked about it in every one of them. You all haven’t covered it. I talk about three things that I think we need to do ——"
332,"In June, Senator Warren released a plan focused on voter disenfranchisement and election security. The plan proposes, among other measures, improved voting equipment across the country and bans on voter purges.  BS: Mm-hmm."
334,—— in this country. And the first one is attack corruption. And the second is to make some structural change in the economy. And the third is to protect our democracy. And it may — that the —
