,text
176,"I’m not comfortable about nuclear — no, I’m not. And I’m not comfortable about nuclear weapons, in general. I would say it’s one of the miracles — thank God. You know, back in 1945 after Hiroshima, I think, Nagasaki, I think people would not have believed that we would have gone this long without a nuclear war. Now what, we have 11 countries, 12 countries around the world with nuclear weapons? I mean, I think to answer your question, no. I think we have got to, once again, be very vigorous in trying to put forward nuclear bans and do everything we can to get those weapons out of the hands of countries all over the world."
177,KK: Are you specifically concerned about [President Recep Tayyip] Erdogan having —— Sure I am. KK: control over or access to American ——
180,"I’m not overly delighted to have Pakistan have nuclear weapons as well. You know? It’s a dangerous situation and I, you know, and God knows."
181,KK: Is Turkey still an American ally in your eyes?
182,"Well, I am not impressed, you know, by Trump’s policy with Turkey where he gets a phone call from Erdogan and the next day announces that we’re withdrawing U.S. troops. I think he is a distant — I understand he’s a member of NATO, but not one of our strongest allies."
183,"Alex Kingsbury: Speaking of withdrawing troops, the Trump administration appears to be negotiating again with the Taliban —— Is that what Mr. Trump said the other day? AK: — to end the war in Afghanistan — And you take that on face value, right? "
187,AK: The peace treaty that they appear to be moving toward would sort of cast the democratically elected Afghan government to its fate. Is that an appropriate way to end the war in Afghanistan? Would you have a different strategy?
188,"Two things, and I say this not to be facetious. I am asked every day about what I think about what Trump said and I don’t believe him. I mean, you mentioned that he is negotiating with the Taliban. I think that was a surprise to the Taliban, and it was a surprise to his advisers. So I don’t necessarily believe him. I think he’s a pathological liar and I hold in deep doubt virtually anything he says. What I do believe — as somebody who vigorously opposed the war in Iraq, opposed to the first Gulf war, when I was a young man opposed the Vietnam War, doing everything I can to get the U.S. out of Yemen right now — is I want to see an end to endless wars. But it’s not done the way Trump does it, by tweets and by phone calls announcing a policy that nobody in his administration is even aware of. It has to be thought out."
189,"Senator Sanders laid out his foreign policy vision and commitment to ending “endless wars” in a June article in the journal Foreign Affairs. The article did not include much detail on the particulars of the senator’s plans, while touching on climate change, terrorism, immigration and key alliances."
190,AK: Mr. Trump has pardoned several men accused or convicted of war crimes. And I’m curious what sort of criteria you would —— That was an outrage. AK: — bring to the pardoning process.
193,"I think many of the military leaders, past and present, were disgusted by that action. The United States, as a nation, we have historically held certain values: that we don’t torture, we don’t humiliate. We fight wars when necessary, but we have a standard of conduct. And when Trump pardons people who’ve been convicted of crimes, he sends a message to the whole U.S. military and to the world, so that our troops get captured in a war, God forbid, and they’re going to be tortured. And our enemies say, “Hey, what’s the problem? It’s exactly what you do. You set the standard. If you could do it, we can do it.” "
194,So we’ve got to be a little bit better than that. And I support those people in the military who themselves understand that that is not what this country should be about.
195,AK: What criteria would you look at if you were considering pardoning someone?
196,"Well, I think in terms of war crimes, in terms of behavior of troops, there are standards that we have held for a long time, which are I would support. I mean it’s not for me to be judging every case, that we have a process that does that. But there are international standards and standards that this country has upheld and when there are individuals in the military who violate those standards, they should be punished, not pardoned."
197,AK: The president shares a lot of your concerns about our economic relationship with China and the other ——
198,"No, the president does not, not quite. I mean, I know his rhetoric. I look at the world very differently than Mr. Trump does, but go ahead."
199,AK: [LAUGHS] I’m wondering if you could explain how your approach to dealing with China would be different from the president and how it would elicit better outcomes.
200,"China is one of the most powerful and important countries in the world, and it’s a country that we have got to work with and live with. It is a country I voted against permanent normal trade relations with China, which was the right vote because between Nafta and P.N.T.R. [permanent normal trade relations] with China, this country has lost some four million decent paying jobs. "
201,"So I’ll get to your question, but in terms of trade, I believe in trade. But it’s got to be based on principles that are fair, not unfettered free trade. So if companies want to shut down in America to find cheap labor in China or Vietnam, I’m against that and that’s how I have voted. "
202,"But in terms of dealing with China, you have a country which is one of the important countries in the world. I think we want to have a positive relationship with them, but it has to be based on mutual respect and the rule of law. If China infringes on intellectual property rights, that has to be dealt with. If China puts a million Muslims into concentration camps, call it what you may, that has got to be dealt with. If China is doing what it is doing in Hong Kong, we have got to be on the support — on the side of the protesters in Hong Kong who are fighting for democracy."
203," So look, we’re not going to agree with China on everything. They are an increasingly authoritarian country and that concerns me. Our standards have got to be democracy and human rights, and I think we make that clear to the whole world. But to the degree that we can work with China, I want to see us work with China. I don’t want to see another Cold War."
204,"James Dao: On Hong Kong, what would you see as a good outcome to these protests there?"
205,"I would see the people of Hong Kong having more local control into their future. I think what they are standing up and saying they do not want to be dominated by China. They want to have political freedom and more independence from the mainland. And I support that. And I — you know, it’s disappointing that we have a president who has not spoken out on that issue."
206,KK: Do think President Xi [Jinping] is a dictator?
207,"Yeah, I do. I mean, look, China is — A, I’m not the world’s greatest authority on China, and B, it is a long and complicated issue to deal with a country the size of China. So what can we say about China? We can say about China, to their credit, that they have come a very long way. It wasn’t so many decades ago that there was mass starvation in China. All right? There is not mass starvation today and people have got — the government has got to take credit for the fact that there is now a middle class in China. No one denies that more people in China have a higher standard of living than use to be the case. All right? That’s the reality. "
208,"When Senator Sanders said, this summer, that China has done more to address extreme poverty “than any country in the history of civilization,” he prompted outrage from some who pointed to the abuses of the Cultural Revolution and Great Leap Forward as evidence of the costs of China’s economic advances."
209,"On the other hand, China is a dictatorship. It does not tolerate democracy, i.e., what they’re doing in Hong Kong. They do not tolerate independent trade unions and the Communist Party rules with a pretty iron fist. So, and by the way, in recent years, Xi has made the situation even worse. So, I mean, I’ll give, you give people credit where it is due. But you have to maintain values of democracy and human rights and certainly that does not exist in China."
210,"Jesse Wegman: Senator, I’d like to ask you a few questions about guns and the Supreme Court. First on guns, to focus on a few policies, let’s look at universal background checks. You know, obviously one of the most, you talked about policies that are supported by large numbers of American people. Right."
212,"JW: This is one of the most, one of the most popular policies out there, even among gun owners. You voted against the Brady Bill about a quarter of a century ago, which included background checks. You now back background checks. What has changed?"
213,"Senator Sanders has had a mixed record on gun control, receiving scores from the National Rifle Association’s Political Victory Fund that range from C-minus to F in terms of his support for gun issues. In 1993, Mr. Sanders fulfilled a campaign promise with his vote against the Brady Handgun Violence Prevention Act, which established waiting periods and a federal background check system for people buying guns from licensed dealers."
214,"Well, a couple of things have changed. When I voted — mostly the world has changed. O.K. How many years ago are we talking about when I voted against this? JW: Twenty-six."
216,"O.K., so the world has changed a little bit. I come from a state that until two years ago had no gun control at all. Zero. O.K. People of Vermont have changed, and I certainly have changed on that issue. There is now in Vermont, and all over this country, disgust at the level of mass shootings and gun violence in general. And I will have an administration that will have a gun policy second to none. O.K., and I’ll tell you one of the things and one of the advantages of being the candidate and going around the country, you see things that other people don’t see. In just two instances, where we don’t talk about it enough. We talk about the horror that we saw in El Paso, with Dayton, with Sandy Hook or wherever. "
217,The Sanders campaign has said his opposition to the Brady Bill in 1993 stemmed from its inclusion of an interim five-day national waiting period while an instant background check system was being installed; Mr. Sanders viewed the waiting period as federal overreach and felt he was voting in accordance with the wishes of his constituents. Mr. Sanders has also frequently said that his anti-assault weapon stance and the N.R.A.’s endorsement of his opponents may have cost him the 1988 election.
218,"But we don’t talk about the fact that my grandchildren in school in New Hampshire undergo drills to keep them safe from some lunatic walking into a school. And what does that do to the children? I was in Iowa a number of months ago, I’ll never forget this, a guy about 6-foot-2, a high school kid, thought he was a football player, may well have been a football player, big kid. And he said, “I’ve got to tell you, Senator, that the kids at my school are scared. Scared to go to school.” And then I talked to another mother who said, “What do I say to my daughter who wanted one of those bulletproof backpacks?” That’s what her daughter wanted for Christmas or something."
219,"So you’ve got a traumatized generation of kids and you know, as Barack Obama said, all that we can do on this issue is the best that we can do. No one can guarantee when there are hundreds of millions of guns floating all over this country that somebody today will not do something terrible. And I’d lie to you if I said that I can, but we have to do the best that we can. And that includes background checks. It includes ending the gun show loophole. It includes ending the so called straw-man provision, which allows you to legally buy guns and sell it to criminals. "
220,"For 30 years, you want to talk about my record going back, then talk about also — I lost an election, perhaps when I ran for Congress, because I supported a ban on assault weapons, way back when in 1988. I lost that election. That was not a popular position. So all I can tell you is I share with 98 percent of the American people the horror in what we’re seeing and we got to do everything we can to make sure that guns do not fall into the hands of people who should not have them."
221,"JW: Well, let’s talk also about where the best place for gun policy to be made is. You’ve generally supported a state-based regime in which different states make laws, gun laws based on the needs of those states —"
222,"Not recently, I have not. I think if you look at my policy, it’s a strong federal government acting."
223,"Senator Sanders, who comes from gun-friendly Vermont, weathered a steady stream of criticism from the left for his position on guns in 2016. He’s made a concerted effort to ensure that doesn’t repeat in 2020 by reiterating the need for background checks, and pointing to his own history of support for a ban on assault weapons. He had a particularly confounding exchange with MSNBC’s Rachel Maddow at the June Democratic debate: She asked him about a statement he gave to a Burlington newspaper in 2013 that regarding guns, “everything being equal, states should make those decisions.” Senator Sanders called the statement “a mischaracterization” of his thinking, to which Ms. Maddow responded, “It’s a quote of you.”"
224,JW: I was going to ask about your support of a federal red-flag law in particular and why you felt that was better accomplished at the federal level than the state level?
225,"At least 17 states and the District of Columbia have red-flag laws on the books, many of them passed after the school shooting in Parkland, Fla., in 2018. Data from older red-flag laws, including Connecticut’s, which was passed in 1999, shows that they are often used for suicide prevention. At a federal level, the law would likely be a grant program to assist states in passing their own laws."
226,"I think we have — look, you know, as the former mayor I love governments being innovative. I really do, but I think when you have a crisis, it is appropriate to stand up and do, in this case, what the American people want. And as you prefaced your remarks with, these are not radical ideas anymore. You know, 10 years ago they may have been, but you got gun owners, non-gun owners, you got urban people, you got rural people who understand that the status quo cannot continue. So red flag is one thing, but there are many, many other provisions. I’ve ticked off some, but we have got to be aggressive and do I think what the American people wants and not what the N.R.A. wants. And you know what is the sad — what the sad story is, it is the N.R.A. that has intimidated Trump and Mitch McConnell and all of these guys. I think everybody knows that. That’s not why — that’s why we’re not going forward."
227,JW: Are there gun policies that you would leave in the hands of the states?
228,"I don’t know. I mean, I can’t give you a definitive answer, depending, I suppose, on the policy."
229,"JW: And I just want to ask you about the Supreme Court. Can you — I’m going to ask you a question and have you address it in two different scenarios. I’m curious who would be on your short list for a nominees to the court, both under a Democratic-led Senate and under a Republican Senate?"
230,"Well, the promises that I’ve made so far is that I will never appoint anybody who was not 100 percent Roe v. Wade. I believe women have the right to control their bodies, not the government. And in general, I think, especially in recent years, the Supreme Court, despite what they may say — what [Chief] Justice [John] Roberts and others may say — they are a very political group of people and too often they are beholden to right-wing special interests and corporate interests. So the person that I would appoint would not only be 100 percent Roe v. Wade, would be somebody who understands plight of the working class in this country, who is prepared to stand up to the power of corporate interests. JW: Can you give us any names? No."
233,JW: How would you get anyone with that sort of an ideology past a Republican-led Congress?
234,"The Democratic contenders have given little response to the question of how their plans will survive in Mr. McConnell’s Senate, leading one source close to him to declare Mr. McConnell himself the winner of the first Democratic debate."
235,"Well, again, that’s the same question we started off the discussion with. JW: That’s an important question."
237,"Well, it is an important question and the answer is you fight for that person. And you make the case to the American people — not that I’ve appointed that person, not just because I like him or her, but these are the values that that person has and why we need that person on the Supreme Court. And then I think you put it into a broad context and I will do, look again, what I think makes this discussion a little bit different is I tell you unabashedly whether you like it or not. I suspect many of you do not. I will be a different president. So don’t look at me within the context of history. "
238,"Popular support has, of course, no direct influence on Senate confirmation to the Supreme Court. When Mr. Obama nominated the centrist judge Merrick Garland to the court in 2016, 52 percent of Americans supported his confirmation but the Senate stonewalled."
239,"What I will do is tell the American people that we have by a 5-to-4 vote, this Supreme Court, or most of those members, gave us Citizens United. The American people think it’s a good idea that billionaires can buy elections? You know what, they don’t. The Janus decision. Wiping out the Voting Rights Act. So the day after you’ve got racist governors engaged in voter suppression. All right? So you’ve got to put it in a context. Now, Roberts: “Oh, we’re not political. We don’t know where the Democrats, where Republicans. We’re not liberals, conservative — we just interpret the constitution.” You know what? I don’t believe it. And I will take that case to the American people."
240,"JW: Senator, I’m with you. You know, Donald Trump came out four years ago with a list of 18 or 20 names. A lot of people believe that that was pretty important in helping push him over the top and certain places. Do you not see the value in ——"
241,"Mr. Trump’s list of potential Supreme Court nominees, released in May 2016 when he was the presumptive Republican presidential nominee, was criticized because it had only white people and just three women among 11 names. In September 2016 he released a more diverse list."
242,"Maybe. I mean, it’s something, you know — it’s the same thing, who’s my vice president? Got to kind of win the nomination first. I’m kind of struggling to do that. And I want to do that. But you know, it’s not a bad idea. It’s a reasonable idea. My wife agrees with you. Yeah. I’ll take that into consideration. Nothing wrong with that. As to who I’ll potential nominees for the Supreme Court would be. Yep. All right. So if you see that in The New York Times, you know where it came from."
243,"LK: Senator, I have a related question for you. Speaking of the Supreme Court, I’m wondering how closely you’re following the big abortion case that the court has agreed to take up in March and what your biggest concern is about how that case could be decided?"
244,"Well, I think everybody who is pro-choice is worried that there is now a 5-to-4, with [Brett] Kavanaugh, majority who could eviscerate Roe v. Wade."
245,LK: Do you think that it’s a likely outcome for this case or —
246,"I hope to God it is not. I mean, I can’t, I’m not going to speculate, but I think there’s a reasonable chance that that could happen."
247,"The abortion case focuses on a challenge to a Louisiana law that critics say would leave the state with just one doctor authorized to provide abortions. Reproductive-rights advocates worry that the court’s ruling in this case, June Medical Services v. Gee, will overturn the 2016 decision Whole Woman’s Health v. Hellerstedt and allow states to restrict abortion through regulation. It was unclear, in this exchange, whether Mr. Sanders knew which case was being discussed."
248,"LK: If something like that were to happen, what would you do executively to protect reproductive rights?"
249,"Everything that we possibly could. I have been 100 — I think my record is 100 percent throughout a long lifetime of politics believing that a woman’s right to choose is a constitutional right of privacy. We will move to codify — as president I would move to codify Roe v. Wade. This is a tough — you know what I said — and it’s a tough issue. I would significantly increase funding for Planned Parenthood. I’d do everything humanly possible to — you know, and the difficulty here, the painful reality is that for women who have money, they will be able to get an abortion. If you don’t have money, you may not be able to. And that is so wrong. So all that I can tell you, it’s not from the top of my head, I will do everything I can, in every way that I can. Something I believe very strongly, it is women, not the government, who have a right to control their own bodies."
250,"Senator Sanders does have a long record of support for reproductive rights, including casting an early vote against the Hyde Amendment, which blocked Medicaid funding for abortions and which his rival Joe Biden has supported in the past."
251,"KK: I hope you don’t mind if I ask you a couple of more personal questions. Can you give us an example of one person who’s broken your heart? [AFTER A LONG PAUSE] What, on a personal level? KK: Yeah."
254,No. I won’t. Even candidates for president of the United States have a limited amount of privacy.
255,"“It was really interesting the way he didn’t answer that question,” one board member said afterward in deliberations. “It was such a human response, and I think an older candidate will have the courage to do that, but it’ll be interesting to see if other candidates, particularly younger, ones feel like they’re forced to answer”"
256,"KK: For millions of Americans, the church and religion are center of their communities. Do you believe in God? Who are your spiritual advisers?"
257,"I am Jewish. I am proud to be Jewish. I was bar mitzvahed from the Kings Highway Jewish Center, a long time ago. I am not actively involved in organized religion. I believe in God. I believe in the universality of people. That what happens to you impacts me. And I certainly believe in the constitutional right of freedom of religion. And I will strongly defend that. And by the way, what that means is that we will end the Muslim ban in this country imposed by Donald Trump, because I think people in this country have the right to freely enjoy their religions and participate in religious life that interests them."
258,"Senator Sanders is religiously an anomaly among the candidates, for several reasons — if elected, he would be the first Jewish president, and also one of few who have openly discussed a disconnect from organized religion. He attended Hebrew school as a boy and spent time in Israel on a kibbutz, but has said he does not have a regular religious practice. "
259,"KK: Is there anyone that you turn to, to discuss faith or questions in spirituality?"
260,"My wife was raised as a Catholic, holds some pretty strong feelings."
261,KK: Do you think that faith or spirituality will play any role in the leadership that you bring to the country?
262,"Well, it’s a bigger — I mean, what do we mean by faith? You know, we have some right-wing guys who think that God has told them that Muslims shouldn’t come into this country or that their religion says that women can’t have access to reproduction — reproductive rights, and they’re not going to fund that or they’re not going to serve a gay couple a wedding cake. Right? That’s a religious right, you know, so it’s a big, it’s a big question. "
263,"But I believe, you know, I was just actually in a church in South Carolina on Sunday, and what I said is that if you look at the Bible, what is the major provision that Christ and religious leaders all over the world talked about? Not that complicated. Do unto others as you would like them to do to you. All right? I believe that. And in many respects, that’s exactly what our campaign is based on. It is based on, on justice. I believe in justice. That is the core of what our campaign is about. "
264,"If I was sleeping out on the street tonight as 500,000 Americans are, I would like you to do something about it. O.K.? And why we’re making nine bucks an hour, and I just talked to a woman in South Carolina who makes $7.25 cents an hour. You know what? I’d like you to do something about it. I would like other people to treat me as I would treat them. And that is kind of what our campaign is about. So when you ask me about a spiritual, my spiritual, my religious views, that is what I believe. I believe that all human beings share a common humanity, no matter the color of our skin or where we were born. I think we have common dreams and aspirations for our kids."
265,"And I believe that very, very strongly and I detest — of all the things that I hate about Trump, what I detest maybe most is, in an unprecedented way, certainly not like George Bush at all, very conservative guy. What Trump is trying to do is intentionally divide us up based on the color of our skin. This was the champion of the birther movement. You’re familiar with that in New York? All right. This is a guy who is demonizing the undocumented. This is the guy who has imposed the Muslim ban. This is a guy who is at war against the transgender community. He is trying to divide the American people up. I detest that because I believe exactly the opposite. I believe we have a common humanity and that we’ve got to come together around an agenda that works for all of us."
266,Senator Sanders made clear the link between his own religious identity and his policy platform when he released a manifesto on fighting anti-Semitism in the left-wing publication Jewish Currents. 
267,"Brent Staples: I think it’s — how about the fact that Trump has touched a chord in 40 to 44 percent of the people? I mean, what about that issue is that Trump is a symptom of a widespread problem. I mean, how do you address that? The problem exists whether Trump is president or not is what I’m saying."
268,"I wish I could give you a great answer, brilliant answer to that. But this is what I will tell you, because that’s, you’re right. What is the issue? How did Trump become president? O.K. And I think it speaks to something that I talk about a lot and that is the fact that the — not everybody, but tens and tens of millions of Americans feel that the political establishment, Republican and Democrat, have failed them. Maybe The New York Times has failed them, too. BStaples: That explains the appeal of racism?"
270,"Yeah. O.K. What you have is that people are, in many cases in this country, working longer hours for low wages. You are aware of the fact that in an unprecedented way life expectancy has actually gone down in America because of diseases of despair. People have lost hope and they are drinking. They’re doing drugs. They’re committing suicide. O.K. They are worried about their kids. I have been to southern West Virginia where the level of hopelessness is very, very high. And when that condition arises, whether it was the 1930s in Germany, then people are susceptible to the blame game."
271,"In August, Senator Sanders said he is prepared to “go to war with nationalism and racism” and cited his family history, of relatives “wiped out by Hitler and his white nationalism.”"
272,"To say that it is the undocumented people in this country who are the cause of all of our problems, and if we just throw 10 million people out of the country, you’re going to have a good job, and you’re going to have good health care, and you have good education, that’s all we got to do. So all over the world, Trump didn’t invent demagoguery. It’s an age-old weapon used by demagogues. And you take a minority and you demonize that minority and you blame that minority, whether it’s blacks, whether it’s Jews, whether it’s Latinos, whether it’s Muslims, you name the group — gays? Gays are going to destroy education in America, we all know, yeah. On and on it goes. And you take the despair and the anger and the frustration that people are feeling and you say, “That’s the cause of your problem.”"
273,"Now, I think, you raised the question, let me take it a step further. You haven’t asked me, I suppose it’s somewhere on your list, why I think I’m the strongest candidate to beat Trump. Is that on your list of there someplace? Page 2, all right. And that is that there is a hard-core support for Trump, which I’m not going to be able to get through. You’re right. It is racist. It is sexist. I run into that. It’s hard to believe the attitude toward women in some parts of the country. You really would have a hard time to believe it. We’re back into the 18th century in some these places. It is homophobic. It is anti-immigrant. Do I think I’m going to win those people over? Nah, no way. But do I think we can get a sliver? I can’t tell you how much, 3 percent, 5 percent, 8 percent, of people who voted for Trump because he said, “I am a different type of Republican. I’m not going to cut Medicare and Medicaid and Social Security. I’m going to have trade policies that work for workers. We’re not going to be shutting down plants in America.”"
274,"Do I think we can win some of those people? Yeah, I do. And I think we’re going to win because we are going to run a campaign of energy and excitement, which speaks to truths in people’s lives, which the political establishment does not often talk about. Now, when I announced my candidacy in 2016, I was on page A19 of The New York Times. You didn’t take me too seriously. I don’t know how serious ——"
275,"When Senator Sanders announced his 2016 campaign, the news appeared on A21. In 2019, it appeared on A1. KK: Not that you were counting."
277,[LAUGHS] Not that I was counting. You should be pleased at how much attention I pay to The New York Times.
278,"But after the election we ended up winning 22 states, 13 million votes, and more young people than Trump and [Hillary] Clinton combined. All right? We have a message that I believe uniquely speaks to the American people. I think we can win some Trump support. I think we can grow the voter turnout because we have a message. And I think a key to this coming election, by the way, is the behavior, the political participation of young people. I think that is key. It’s not talked about often enough."
279,"In a polling analysis of how Senator Sanders might fare against President Trump, FiveThirtyEight noted that his primary performance in states in the upper Midwest, along with his performance with independents, indicate that he could draw in some of the Obama voters who flipped to Mr. Trump."
280,"Now, after I lost in 2016, I didn’t go home and lick my wounds. We started a group called Our Revolution. And the goal of Our Revolution, which is totally independent from me, to be clear, was to engage people, primarily young people, in the political process. Get them to run for school board and state legislature and city council. And that organization and other organizations have had pretty good luck. In 2018, the voter turnout for young people was much higher than it had been four years previously in the midterm election. We got to do a lot better. So if you have young people, who are generally speaking quite progressive, vote at the same rate as older people vote, we will transform this country, and without any doubt I will be the president of the United States."
281,"Our Revolution, founded by Senator Sanders after his 2016 run, worked to support Democratic candidates in the midterms before mounting a brief “Draft Bernie” effort ahead of his official campaign launch. In 2018, Politico raised concerns about the organization’s structural “disarray” and fund-raising dips, with the organization’s treasurer acknowledging it was going through “growing pains.”"
282,"KK: We have a few questions along this line actually, yeah. I knew I jumped the gun on you there."
284,"AH: Speaking of young people, recently President Obama made remarks around cancel culture and this idea —— Around what? AH: Cancel culture. Cancel culture. Cancel culture. AH: Are you aware of that phrase? Help me out a little bit. Give me a hint."
290,"AH: So cancel culture essentially is often attributed to younger people, millennials, and this idea that if you put out a critique of a public figure and call for either their resignation or for their cancellation, that sort of thing. Oh, I see."
292,AH: And so President Obama said that he considers that “not activism.” Where do you stand on this? Is that something you’re concerned about in terms of the way it’s kind of energized a certain segment of the mainstream?
293,"Mr. Obama set off a lively debate in the fall when he made a rare public statement that “call-out culture,” in which young people rush to “be as judgmental as possible about other people,” is “not activism.” "
294,"I think you got a Twitter world out there. And the critique has been made, which I think has truth to it, that the Twitter world does not necessarily reflect what the American people are or even where most Democrats are. The appeal that I make to young people is two-fold. First of all, the good news is, and it is very good news, is that our younger generation today is the most progressive young generation, I suspect, in the history of this country. It is anti-racist, anti-sexist, anti-homophobic, anti-xenophobic, anti-religious bigotry. It is very, very, very concerned about climate change. It has led the effort in terms of gun safety legislation. And we’re seeing a lot of activity. I mean, you’re seeing young people not only in this country, but all over the world, lead the effort on climate change. And I hope we’ll talk about that issue of climate change. "
295,"Conversation about how much “the Twitter world” reflects the views of the broader population has been prevalent in the 2020 race. Data from the Hidden Tribes Project found that outspoken Democratic-leaning voters on social media are outnumbered, about 2 to 1, by Democrats who don’t typically post about their political views online and are less educated, more moderate and more diverse."
296,"So you’ve got a great generation of young people out there. Problem is that many of them do not vote or get actively involved in the political process. And the appeal that I make in virtually every speech that I give is to say, it’s not good enough for you to be here at a rally. What you’ve got to do is tell your friends who can’t afford to go to college, “We’re going to leave school in $50,000 of debt. We’re worried about climate change. We’re worried about racism. You know what? Don’t moan and groan, you’ve got to get involved in the political process.”"
297,"So I suspect the president is right. That’s not enough to send out an email or a tweet or whatever it may be. It’s we need a level of political consciousness and political participation in this country that we have never seen before. That’s how we defeat Trump. But we also need that especially among the young people. And the reason for the young people, it’s not just that they’re idealistic, because everything being equal, unless we turn this around, young people are going to be on a lower standard of living than their parents. That means they are leaving school deeply in debt. The jobs they’re getting may not necessarily in real dollars be equivalent to what their parents had. They can’t afford housing. This is a generation that is struggling, and we have to address that. And I think by participating in the political process, they can bring about some change."
298,"Charlie Warzel: Senator, since we live in a Twitter world, I’d love to ask a couple of lightning-round questions about your use of technology. Oh, God!"
300,CW: I know. I’m the geek squad. Do you personally use any social media?
301,"Yeah, I have. Most of the stuff that comes out — let me answer — I’m sorry, it’s not going to be in 12 characters. It’ll be a longer answer."
302,"I am not a geek, but I understood way back when the power of social media. And that is why my Senate office, you could check it out, I can’t remember exactly, I think we have more followers on my Senate office than probably almost all the Democratic senators combined. And while I worry very much that Trump has 60 million followers on Twitter, we, I think, have reached the 10 million level. So I take it very seriously. Have I tweeted? I sure have."
303,"Mr. Sanders’s campaign account has more followers, 10 million, than that of any of his primary rivals. A FiveThirtyEight analysis found that his following is also especially loyal, second only to that of Marianne Williamson — meaning those who follow him are more likely to do so exclusively, and not follow other candidates. CW: What about you personally?"
305,"Yeah, I have, absolutely, every now and then. Not so much lately, but when I had the time I did. Yes, I did."
306,CW: Do you have a Mitt Romney-esque sort of secondary account that you ——
307,"Senator Mitt Romney used an account under the pseudonym Pierre Delecto to “like” tweets critical of President Trump, and occasionally to defend himself against online attacks.  No. CW: No lurker accounts? Nope. CW: What’s an ——"
312,"As a senator, and as the candidate, I could use my own official place."
313,"CW: Fair enough, fair enough. What’s an app on your phone that you have that might surprise people? Nothing. CW: Do you have any apps on your phone?"
316,"I look at — No, I was asked by your Instagram people when I walked in here. I read a lot, including The New York Times and The Washington Post and The Guardian, The Wall Street Journal, and some progressive publications. So I go to them in my own way."
317,"CW: I ask because these products play massive roles in people’s lives, as well as the devices. I mean, one issue that we’re all thinking about all the time is security, especially as a candidate. I mean, do you have two-factor authentication set up on your phone?"
318,"There is a woman in my office whose name is Melissa who drives me crazy and gets angry at me all the time. Again, we take that issue very seriously, and she works on my phone and my iPad, my computer, as she does for the whole office. In fact, I was briefed maybe a month ago by the F.B.I. on the dangers there. So we take those ——"
319,"In June, The Washington Post asked the 23 Democratic contenders whether they had taken basic cybersecurity measures to prevent their campaigns from hacking; almost all declined to say, with the exceptions of Mr. Biden, Kamala Harris and Pete Buttigieg. Senator Sanders’s campaign said responding might make the campaign vulnerable to hackers."
320,"CW: Do you feel like you have the same relationship to technology as most Americans of your age, or do you feel that you’ve been sort of isolated by that ——"
321,"Given the fact that I have more social media followers than maybe all of my opponents combined, I guess we’re doing something right on that. What I have recognized is the importance of it. I’ve recognize the importance of being able to communicate directly with 10 million people every single day, which is what we do. Not as much as Trump does, but we do it. I’m not going to sit here and tell you that I am a geek, I’m not. CW: Are you an Amazon Prime member? Pardon me? CW: Are you an Amazon Prime member? No."
326,"CW: No. I’m curious: We’re seeing a lot of people, especially of a younger age, spending so much time on their screens. Do you think smartphones are addictive? Do you think that we have a problem?"
327,"I worry about it. Yeah, I do. I’m not the psychologist here, and I know there’ve been a number of studies on the issue, but I know that my grandchildren come over to the house, my wife gets angry at them because they’re looking at their damn machines rather than talking to anybody else. And I do worry about the long-term implications. This is a fairly new development in human history, and I don’t know what it’s going to mean to a generation that’s grown up on these machines. "
328,"So yeah, I’m old fashioned maybe, and I think that sometimes it’s a good idea to look people in the eye and communicate face to face. It’s kind of what makes us human beings. And I’ll tell you what I do worry about. I do worry about having to communicate in short sentences. I was just told by my staff the other day, the press releases, which I grew up on in politics, are now obsolete. You don’t read them anymore because you get so many of them. The only thing that you will respond to is a tweet, especially if it’s new. I don’t know if that’s true or not, but I heard that just from my campaign staff yesterday. We don’t send out any more press releases. It’s too long, too many paragraphs. So I think that’s not a good thing."
329,"Judging by its website, the Sanders campaign has, in fact, put out very few news releases. Here, though, Mr. Sanders appears troubled by Mr. Trump’s t governing-by-Twitter approach."
330,"CW: I want to talk a little bit about big tech. You’ve pushed publicly on Amazon to raise the minimum wage. You were successful in that. And then the company turned around, and it cut monthly bonuses and stock awards for ——"
331,Not as much as people — I know that was the story the next day.
332,"In October 2018, Amazon announced that it would raise pay for the majority of its blue-collar work force. Senator Sanders shared a video of the announcement. But some workers fumed as the company then said it would no longer give out new stock grants and monthly bonuses. Read The Times’s coverage here."
333,"CW: The question, though, is given the size and scope of a company like Amazon, Google, Facebook, how do you make sure that they’re not going to use loopholes if you do try to rein in big tech to just sort of undercut you?"
334,"It is much bigger than what they pay. In terms of Amazon — by the way, thank you for raising it. You see we talk about — when I talk about being a different type of president, we were able to bring one of the major companies in this country to justice in a certain sense. They were paying their workers 10, 11 bucks an hour, and we put enough pressure on them to get them to pay $15 an hour. And the truth is, by the way, we talked to the — what you’re saying is not quite accurate. At the end of the day, the overwhelming majority of people that work at Amazon are better off today than they were before we got them to raise the wage. We did the same at Disney. I had to go to California, Disneyland, where you have people walking around as Mickey Mouse and Donald Duck. They’re being paid 11 bucks an hour. But to answer your question, the issue is not just the wages. The bigger issue, of course, is the concentration of power that Amazon has on our economy, which is, I think, something that we should be deeply concerned about."
