text,category
Allowing the free flow of non-violent and healthy foreign nationals does nothing to diminish the U.S. government’s legitimate monopoly on the use of force in the Weberian world.,pro-immigration
There is also a historical argument that free immigration and national sovereignty are not in conflict.,pro-immigration
From 1790-1875 the federal government placed almost no restrictions on immigration.,pro-immigration
"At the time, states imposed restrictions on the immigration of free blacks and likely indigents through outright bars, taxes, passenger regulations, and bonds.",pro-immigration
States did not enforce many of those restrictions and the Supreme Court struck down the rest of them in the 1840s.,pro-immigration
"However, that open immigration policy did not stop the United States from fighting three major wars: the War of 1812, the Mexican American War, and the Civil War.",pro-immigration
The U.S. government’s monopoly on the legitimate use of force during that time was certainly challenged from within and without but it maintained its national sovereignty even with near open borders.,pro-immigration
Those who claim the U.S. government would lose its national sovereignty under a regime of free immigration have yet to reconcile their opinion with America’s past.,pro-immigration
"To argue that open borders would destroy American sovereignty is to argue that the United States was not a sovereign country when George Washington, Andrew Jackson, or Abraham Lincoln were presidents.",pro-immigration
We do not have to choose between free immigration and U.S. national sovereignty.,pro-immigration
"Furthermore, national sovereign control over immigration means that the government can do whatever it wants with that power—including relinquishing it entirely.",pro-immigration
It would be odd to argue that sovereign national states have complete control over their border except they that cannot open them too much.,pro-immigration
"Of course they can, as that is the essence of sovereignty.",pro-immigration
"After all, I am arguing that the United States government should change its laws to allow for more legal immigration, not that the U.S. government should cede all of its power to a foreign sovereign.",pro-immigration
“Immigrants won’t vote for the Republican Party—look at what happened to California.”  This is an argument used by some Republicans and conservatives to oppose liberalized immigration.,pro-immigration
They point to my home state of California as an example of what happens when there are too many immigrants and their descendants: Democratic Party dominance.,pro-immigration
The evidence is clear that Hispanic and immigrant voters in California in the early to mid-1990s did turn the state blue but that was as a reaction to California’s GOP declaring political war on them.,pro-immigration
Those who claim that immigration-induced change in demographics is solely responsible for the shift in California’s politics have to explain the severe drop-off in support for the GOP at exactly the same time that the party was using anti-immigration propositions and arguments to win the 1994 election.,pro-immigration
They would further have to explain why Texas Hispanics are so much more Republican than those in California are.,pro-immigration
Nativism has never been the path toward national party success and frequently contributes to their downfall.,pro-immigration
"In other words, whether immigrants vote for Republicans is mostly up to how Republicans treat them.",pro-immigration
Republicans should look toward the inclusive and relatively pro-immigration policies and positions adopted by their fellow party members in Texas and their subsequent electoral success there rather than trying to replicate the foolish nativist politics pursued by the California Republican Party.,pro-immigration
"Although some Texas Republicans have changed their tone on immigration in recent years, they have focused primarily on border security rather than forcing every state employee to help enforce immigration law.",pro-immigration
My comment here assumes that locking people out of the United States because they might disproportionately vote for one of the two major parties is a legitimate use of government power—I do not believe that it is.,pro-immigration
"“Immigrants bring with them their bad cultures, ideas, or other factors that will undermine and destroy our economic and political institutions.",pro-immigration
The resultant weakening in economic growth means that immigrants will destroy more wealth than they will create over the long run.”  This is the most intelligent anti-immigration argument and the one most likely to be correct although the evidence does not support it.,pro-immigration
Economists Michael Clemens and Lant Pritchett lay out an enlightening model of how immigrants from poorer countries could theoretically weaken the growth potential of the countries that they immigrate to.,pro-immigration
Their model assumes that immigrants transmit anti-growth factors to the United States in the form of lower total factor productivity.,pro-immigration
"However, as the immigrants assimilate, these anti-growth factors weaken over time.",pro-immigration
"Congestion could counteract that assimilation process when there are too many immigrants with too many bad ideas, thus overwhelming assimilative forces.",pro-immigration
Clemens is rightly skeptical that this is occurring but his paper lays out the theoretical point where immigration restrictions would be efficient by balancing the benefits of economic expansion from immigration with the theoretical costs of degradation in economic growth.,pro-immigration
Empirical evidence does not point to this effect either.,pro-immigration
"In a recent academic paper, my coauthors and I compared economic freedom scores with immigrant populations across over 100 countries over 21 years.",pro-immigration
Some countries were majority immigrant while some had virtually none.,pro-immigration
"We found that the larger a country’s immigrant population was in 1990, the more economic freedom increased in the same country by 2011.",pro-immigration
Immigrant countries of origin did not affect the outcome.,pro-immigration
These results held for the United States nationally but not for state governments.,pro-immigration
"States with greater immigrant populations in 1990 had less economic freedom in 2011 than those with fewer immigrants, but the difference was small.",pro-immigration
The national increase in economic freedom more than outweighed the small decrease in economic freedom in states with more immigrants.,pro-immigration
"Additionally, large shocks into specific countries result in vast improvements in the economic freedom score.",pro-immigration
Large immigrant populations also do not increase the size of welfare programs or other public programs across American states and there is a lot of evidence that more immigrants in European countries actually decreases support for big government.,pro-immigration
"Although this anti-immigration argument could be true, it seems unlikely to be so for several reasons.",pro-immigration
"First, it is very hard to upend established political and economic institutions through immigration.",pro-immigration
Immigrants change to fit into the existing order rather than vice versa.,pro-immigration
Institutions are ontologically collective—my American conceptions of private property rights would not accompany me in any meaningful way if I went to Cuba and vice versa.,pro-immigration
Local institutions are incredibly robust under a model called the Doctrine of First Effective Settlement.,pro-immigration
It would take a rapid inundation of a local area by immigrants and a replacement of natives to upend institutions in most places.,pro-immigration
The second possibility is immigrant self-selection: Those who decide to come here mostly admire American institutions or have opinions on policies that are very similar to those of native-born Americans.,pro-immigration
"As a result, adding more immigrants who already broadly share the opinions of most Americans will not affect policy.",pro-immigration
This appears to be the case in the United States.,pro-immigration
The third explanation is that foreigners and Americans have very similar policy opinions.,pro-immigration
"This hypothesis is related to those above, but it indicates an area where Americans may be unexceptional compared to the rest of the world.",pro-immigration
"According to this theory, Americans are not more supportive of free markets than most other people, we are just lucky that we inherited excellent institutions from our ancestors.",pro-immigration
The fourth reason is that more open immigration makes native voters oppose welfare or expanded government because they believe immigrants will disproportionately consume the benefits (regardless of the fact that poor immigrants actually under-consume welfare compared to poor Americans).,pro-immigration
"In essence, voters hold back the expansion of those programs based on the belief that immigrants may take advantage of them.",pro-immigration
"As Paul Krugman aptly observed, “Absent those [immigration] restrictions, there would have been many claims, justified or not, about people flocking to America to take advantage of [New Deal] welfare programs.”  As the late labor historian (and immigration restrictionist) Vernon M. Briggs Jr. wrote, “This era [of immigration restrictions] witnessed the enactment of the most progressive worker and family legislation the nation has ever adopted.”  None of those programs would have been politically possible to create amidst mass immigration.",pro-immigration
"Government grows the fastest when immigration is the most restricted, and it slows dramatically when the borders are more open.",pro-immigration
"Even Karl Marx and Friedrich Engels thought that the prospects for working-class revolution in the United States were smaller here due to the varied immigrant origins of the workers who were divided by a high degree of ethnic, sectarian, and racial diversity.",pro-immigration
"That immigrant-led diversity may be why the United States never had a popular worker, labor, or socialist party.",pro-immigration
"The most plausible argument against liberalizing immigration is that immigrants will worsen our economic and political institutions, thus slowing economic growth and killing the goose that lays the golden eggs.",pro-immigration
"Fortunately, the academic and policy literature does not support this argument and there is some evidence that immigration could actually improve our institutions.",pro-immigration
Even the best argument against immigration is still unconvincing.,pro-immigration
"“The brain drain of smart immigrants to the United State impoverished other countries.”  The empirical evidence on this point is conclusive: The flow of skilled workers from low-productivity countries to high-productivity nations increases the incomes of people in the destination country, enriches the immigrants, and helps (or at least does not hurt) those left behind.",pro-immigration
"Furthermore, remittances that immigrants send home are often large enough to offset any loss in home country income through emigration.",pro-immigration
"In the long run, the potential to immigrate and the higher returns from education increase the incentive for workers in the developing world to acquire skills that they otherwise might not—increasing the quantity of human capital.",pro-immigration
"Instead of being called a brain drain, this phenomenon should be accurately called a skill flow.",pro-immigration
Economic development should be about increasing the incomes of people and not the amount of economic activity in specific geographical regions.,pro-immigration
Immigration and emigration do just that.,pro-immigration
"“Immigrants will increase crowding, harm the environment, and [insert misanthropic statement here].”  The late economist Julian Simon spent much of his career showing that people are an economic and environmental blessing, not a curse.",pro-immigration
"Despite his work, numerous anti-immigration organizations today were funded and founded to oppose immigration because it would increase the number of Americans who would then harm the environment.",pro-immigration
"Yes, seriously—just read about John Tanton who is the Johnny Appleseed of modern American nativism.",pro-immigration
"Concerns about overcrowding are focused on publicly provided goods or services—like schools, roads, and heavily zoned urban areas.",pro-immigration
Private businesses do not complain about crowding as they can boost their profits by expanding to meet demand or charging higher prices.,pro-immigration
If crowding was really an issue then privatizing government functions so they would then have an incentive to rapidly meet demand is a cheap and easy option.,pro-immigration
"Even if the government does not do that, and I do not expect them to in the near future, the problems of crowding are manageable because more immigrants also means a larger tax base.",pro-immigration
Reforming or removing local land-use laws that prevent development would also go a long way to alleviating any concerns about overcrowding.,pro-immigration
"Although we should think of these issues on the margin, would you rather be stuck with the problems of crowding that they have in Houston or the problem of not enough crowding like in Detroit?",pro-immigration
There are other arguments that people use in opposition to immigration.,pro-immigration
Many of those arguments revolve around issues of “fairness”—a word with a fuzzy meaning that differs dramatically among people and cultures.,pro-immigration
"Arguments about fairness depend entirely upon feelings and, usually, a misunderstanding of the facts that is usually corrected by reference to my 8th point above.",pro-immigration
These are the main arguments against immigration that I encounter and my quick responses.,pro-immigration
Opinion: Why immigration is really what makes America great — again and again .,pro-immigration
"My family roots here in America go back nearly 500 years, and like other patriotic Americans, I not only take great pride in this country, I also feel a great responsibility for making sure all of our children and grand-children can continue to experience America at its best.",pro-immigration
"I remember my early school days and how inspired I was the first time I read the Declaration of Independence and learned that our country was founded on the principle that “All men are created equal, that they are endowed by their Creator with certain unalienable Rights, that among these are Life, Liberty and the pursuit of Happiness.”    Today I am struck by how it seems we are beginning to stray from that fundamental belief that, for my family, defined patriotism and explained what makes America the greatest country on earth.",pro-immigration
It is crucial for all of us to beware of anti-immigration rhetoric that flies in the face of those Declaration of Independence words.,pro-immigration
"Consider the facts and economic reality that make those positions not just unpatriotic, but actually anti-American.",pro-immigration
The low birthrate of non-Latino Americans is not keeping up with the death rate of baby boomer Americans.,pro-immigration
"As a result, the growth of the U.S. labor force is in steady decline.",pro-immigration
"And without a growing labor force, jobs can’t be filled and the U.S. economy can’t grow.",pro-immigration
"Fortunately, America is the only major country in the world with a Latino cohort that is growing and adding 1 million working age individuals to our economy this year, and every year, for the next two- to three decades.",pro-immigration
"The only way the U.S. workforce and economy can grow is by adding more workers, and that means stimulating immigration.",pro-immigration
"In fact, more than 80% of the growth in the U.S. workforce has been because of U.S. Latinos.",pro-immigration
"Imagine what shape this country would be in without them, especially given the fact that even with them we have more than 7 million unfilled jobs.",pro-immigration
"The reality is that the only way the U.S. workforce and economy can grow is by adding more workers, and that means stimulating immigration.",pro-immigration
"Now, in the midst of that challenge, there’s a powerful effort to end the Deferred Action for Childhood Arrivals program, the U.S. immigration policy known as DACA, which would result in a loss of 685,000 workers from the nation’s economy over the next two years, at a rate of more than 30,000 jobs a month, and siphon $460.3 billion from U.S. GDP over the next decade.",pro-immigration
"U.S. annual GDP growth is already down to a dismal 1.8% from its historical average of 3.2%, and falling.",pro-immigration
"Making that decline even worse by pulling the plug on DACA is anti-America, as it puts us in an even worse economic position and threatens our global standing.",pro-immigration
"If you’re an employer who is affected by the loss of 685,000 workers in an economy that already has more job vacancies than unemployed workers, good luck trying to keep your business thriving.",pro-immigration
It is expected that the cost of ending DACA to employers in turnover costs alone will exceed $3.4 billion.,pro-immigration
"The industries most affected by a loss of DACA workers include restaurants, construction, hospitals, retail, and other critical labor roles in technology, education, and design.",pro-immigration
"If you’re an American citizen depending on Social Security and Medicare, think about this.",pro-immigration
We’re two years away from experiencing the first year that Social Security expenses exceed income.,pro-immigration
"Our only hope for balancing the books, especially with 345,000 baby boomers leaving the tax-paying workforce every month, is to add new workers from wherever we can attract them.",pro-immigration
Ending DACA and cutting off $90 billion of tax revenue these workers generate for the federal government alone is a move that can only be construed as anti-senior American.,pro-immigration
"Read: Trump’s immigration policies threaten your Social Security  For those who have bought into the notion that DACA people are a danger to our society, the only thing you have to fear is fear itself.",pro-immigration
Here’s one fact you need to be aware of: only two-tenths of one percent of DACA enrollees have been removed from the program after committing crimes or being identified as gang members.,pro-immigration
That’s also an important part of the entire immigration picture.,pro-immigration
"The incarceration rate for native-born Americans is 1.53%, compared to 0.85% for undocumented immigrants, and just 0.47% for legal immigrants.",pro-immigration
"I marvel at the insight of Alexander Hamilton back in 1787 who said, “There can be no truer principle than this — that every individual of the community at large has an equal right to the protection of government.”   What we face today is more than a question of government protection; it is without doubt an economic question.",pro-immigration
"We are all accountable for not only sustaining America’s economic leadership in our lifetimes, but also for the lifetimes of the generations to follow us.",pro-immigration
"They deserve to inherit an economy that is robust in creating jobs, new companies, and new opportunities.",pro-immigration
Anything we do today to harm the U.S. economy triggers long-term negative consequences for them.,pro-immigration
"We owe it to ourselves, and to future generations, to keep the DACA portion of our economy intact, and to fix our immigration processes so we can grow our workforce and sustain an economically strong future.",pro-immigration
"As a patriotic American, I can’t help but remember the words of Abraham Lincoln who said, “Those who deny freedom to others deserve it not for themselves.”   While America contemplates the future of DACA and immigration, I hope we all remember what George Washington said about the American dream: ""I had always hoped that this land might become a safe and agreeable asylum to the virtuous and persecuted part of mankind, to whatever nation they might belong.""",pro-immigration
Are immigrants really taking away opportunities from other Americans?,pro-immigration
The question of whether or not greater restrictions should be placed on legal immigrants entering the USA has been a topic of heated debate for a long time.,pro-immigration
That debate came to a head with Donald Trump’s 90-day travel ban on people from seven Muslim-majority countries.,pro-immigration
"While Donald Trump’s immigration ban was implemented with the intention of increasing anti-terrorist security measures, it plays into the overarching debate of whether or not legal immigrants are a detriment to the American economy, job market, and general wellbeing.",pro-immigration
"A commonly touted argument is that legal immigrants take job, health and educational opportunities away from American-born citizens.",pro-immigration
But data collected in those areas has actually shown the opposite.,pro-immigration
"In fact, in many cases, data overwhelmingly supports why legal immigration is good for creating more jobs, medical resources, and academic achievements.",pro-immigration
"For example, the Association of American Medical Colleges has warned that a ban on immigrants will only increase the shortage of doctors in America.",pro-immigration
And many tech and science professionals have shared their concern that a crackdown on immigrants workers will spark a brain drain in America.,pro-immigration
"In this article, I will attempt to highlight why immigration is good for innovation.",pro-immigration
"I’ll cover some of the major contributions legal immigrants make to the economic, technological, medical, scientific and cultural growth in America.",pro-immigration
"Without immigrants, most unicorns would not exist Do you like using PayPal or Uber?",pro-immigration
Do you drive (or wish you drove) a Tesla?,pro-immigration
"Without immigration, those companies wouldn’t exist in the first place.",pro-immigration
"And about 40 other billion-dollar American companies would never have been founded, either.",pro-immigration
"Out of all the “unicorns” (companies worth 1 billion dollars or more), 51% had a founder not born in the USA.",pro-immigration
And it’s not just the founders; 70% of those unicorns feature immigrant workers in key roles on the management and development teams.,pro-immigration
"What’s more, venture-funded startups with at least one founder born outside of the USA represent a market capitalization of $900 billion.",pro-immigration
Most immigrant business founders entered the USA on student visas A popular way for these immigrant founders and other bright innovators to enter the USA is on a student visa.,pro-immigration
"In fact, about half of unicorn founders entered the country on student visas.",pro-immigration
"For example, David Hindaw, founder of Tanium, was born in Iraq and lived in Israel before coming to study at U.C.-Berkeley.",pro-immigration
"And Elon Musk, founder of SpaceX and co-founder of Tesla and PayPal, was born in South Africa, and entered the USA from Canada to study at the University of Pennsylvania.",pro-immigration
"And the Collison brothers, co-founders of Stripe, came from Ireland to study at MIT and Harvard.",pro-immigration
"15 Charts Explaining Why Immigration is Good For Innovation  Student visas not only bring great talent to the USA, they also create lasting bonds with the countries these students came from.",pro-immigration
13 Of the Most Pressing Questions About Refugees Answered With Charts    3.,pro-immigration
"About 33,000 permanent jobs have been created by founders not born in the USA Companies founded by immigrants have not just added money to the economy, they also have created a ton of jobs.",pro-immigration
"Around 33,000 permanent new jobs have been created just by 40 of these billion-dollar companies.",pro-immigration
"This does not take into account all the jobs that have been created by serial entrepreneurs and investors like Elon Musk at Tesla, PayPal and SolarCity, or the 160,000+ temporary jobs that have been created by Garrett Camp at Uber, as well.",pro-immigration
"The argument that immigrant founders are job creators is backed up by a study from Funders Club, which found that of the 39 founders studied, there were almost 7,000 jobs created between them.",pro-immigration
That boils down to around 159 new American jobs created per one founder.,pro-immigration
"There are many new businesses built by immigrants While we are on the topic of new businesses, it’s important to highlight that this is not limited to successful startups.",pro-immigration
"New businesses and job growth powered by immigration can be seen throughout the market–in fact, there has been a 60% increase in income over the past decade for these immigrant-owned businesses in the USA.",pro-immigration
"Additionally, about 25% of all new businesses are opened by immigrants, which contributes directly to the US economy and creates even more jobs.",pro-immigration
Immigrants are also 200% more likely to start a new business compared to people born in the USA.,pro-immigration
"And about 40% of Fortune 500 companies were founded by at least one immigrant, or someone who is the child of immigrants.",pro-immigration
"Most green cards are not awarded for economic purposes Despite how vital immigrants are to job creation and economic growth, the number of green cards issued is proportionately low: only about 7% of all green cards are given out for economic reasons.",pro-immigration
"Meanwhile, Canada lets in more immigrants for economic reasons than America does, despite only having 10% of America’s population.",pro-immigration
"Other countries have followed suit, with some handing out nearly 50% of all green cards for economic reasons, or by offering more incentives to bring highly skilled workers to their country.",pro-immigration
Do you have any relevant stats about immigration?,pro-immigration
Create a chart and send it to us.,pro-immigration
We may include it in this article.,pro-immigration
Economic growth is not just unique to the business world It is not just highly skilled immigrant workers who create new jobs in America.,pro-immigration
Even manual labor jobs that are filled by immigrants help stimulate the economy.,pro-immigration
"And there is currently a shortage of manual workers in many states  For each farm job that is filled by an immigrant, there are three jobs created in related industries.",pro-immigration
"But because there are not enough American-born workers to fill these jobs, America needs immigrants more than ever, or they are going to leave billions of dollars and thousands of jobs on the table.",pro-immigration
Immigrants achieving advanced STEM degrees are driving job growth Immigrants that hold advanced degrees in STEM fields also contribute to job multiplication.,pro-immigration
"In fact, it only takes one new STEM job held by an immigrant with an advanced degree to create 2.72 new jobs in related fields.",pro-immigration
That means that any immigrant worker who has achieved a graduate level degree and is allowed to stay in the USA has the opportunity to become a job creator–and a taxpayer.,pro-immigration
"The types of jobs created by these highly skilled workers are usually high-paying, which brings more money back into the economy and, in turn, more paid in taxes.",pro-immigration
"Half of STEM PhD graduates in America are not allowed to stay after graduation About 50% of all American PhD students are born outside of the USA, but many of them are not allowed to stay because of immigration caps.",pro-immigration
"15 Charts Explaining Why Immigration is Good For Innovation  This has adversely affected the medical field, with many hospitals facing shortages of medical professionals.",pro-immigration
"That shortage is even worse in rural areas, which despite having 20% of the overall American population, only 9% of practicing doctors.",pro-immigration
"That leaves a big shortage that could be filled by immigration reform, especially if those doctors are specialists.",pro-immigration
"Immigrants lead the way in new patents and inventions Not only are immigrants achieving high-level degrees while in school, they are also inventing new technologies along the way.",pro-immigration
"This research leads to new ideas, patents and even life-changing discoveries that help humankind.",pro-immigration
Immigrants are involved in 76% of patents from top patent-producing universities in America.,pro-immigration
These patents are not just limited to technological inventions: 79% of all pharmaceutical patents are created by a scientist born outside of the USA.,pro-immigration
"More than half of inventors who receive patents are foreign-born, but this group is also the most likely to face visa hurdles.",pro-immigration
This puts a roadblock on the resources they bring to America with them.,pro-immigration
"Even if immigrants do not have advanced degrees, they are still highly educated A commonly touted stigma is that many immigrants are uneducated, but that is completely untrue.",pro-immigration
"Many foreign-born people are just as educated, or even more educated, than their American-born colleagues.",pro-immigration
"When it comes to Americans with a bachelor’s degree, the population of graduates born outside of the USA trail the American-born population by only 1%.",pro-immigration
"In fact, 33% of the population over the age of 25 born in America have a bachelor’s degree, while 32% of foreign-born people in the same age group do.",pro-immigration
"The situation is swapped for advanced degrees: 12% of the American-born population over the age of 25 have an advanced degree, while 13% of the population outside of the USA in the same age group have one.",pro-immigration
"Plus, the number of immigrants with bachelor’s degrees have almost doubled in the past 20 years: around 50% of all immigrants who came to the US from 2010 to 2015 had a bachelor’s degree.",pro-immigration
"Which is an increase from 27% in 1990, and 33% in 2006!",pro-immigration
"Many Nobel Prize winners are immigrants In 2016, all six Nobel Prize winners for America were people who were born outside of the USA.",pro-immigration
"And since 2000, about 40% of all Nobel Prize winners have been people born outside of the USA.",pro-immigration
"This is only a small portion of the data out there that shows the contributions that immigrants have made to the economic, technological, medical and cultural growth of America.",pro-immigration
"Now, consider what those fields would look like without their contributions.",pro-immigration
We Do Not Come Empty-Handed: The Economic Case for Immigrants.,pro-immigration
"America has succeeded, and achieved its present position of global dominance, because it has always been good at importing the talent it needs.",pro-immigration
"Immigrants are 14% of the U.S. population, but they started a quarter of all new businesses and earned over a third of all the Nobel Prizes in science given to those affiliated with U.S. universities.",pro-immigration
"One of four U.S. tech companies established from 1995 to 2005 had an immigrant founder, CEO, president or chief technology officer, and by one analysis about 71% of Silicon Valley tech workers are immigrants.",pro-immigration
"The numbers are even more impressive at the top: of the 25 biggest public tech companies in 2013, 60% were founded by immigrants or their children, such as Apple’s Steve Jobs, son of a Syrian immigrant, and Google’s Sergey Brin, who came from Russia at the age of 6.",pro-immigration
"In 2008, Bill Gates stated before Congress that for every tech worker the country lets in, five American jobs are created.",pro-immigration
Over half of all billion-dollar tech startups have an immigrant founder.,pro-immigration
Today they employ half a million Americans.,pro-immigration
"Immigrants or their children founded 43% of the 2017 Fortune 500 companies, which employed more than 12 million people worldwide in 2016.",pro-immigration
To shut off this incredible wellspring of talent would be to cut off America’s brain to spite its muscles.,pro-immigration
Because that talent has an increasing number of countries vying to get it to come to their shores.,pro-immigration
"As the populations of developed countries get older, they need the vigor of immigrants all the more, because they are young.",pro-immigration
"Immigrants in the U.S. are some 14% of the population but constitute 16.9% of the workforce, and these workers are younger than native-born workers.",pro-immigration
"Half of Americans are over 40, and the U.S. will become a nation of geezers as the baby boomers retire.",pro-immigration
"And most immigrants don’t come here with their parents, so their Social Security taxes go toward paying for others’ parents.",pro-immigration
"Immigrants also have more children than the native-born, so their children will continue subsidizing both the graying native-born and their increasingly less fecund children.",pro-immigration
"Americans are retiring in larger numbers, and they’re living longer.",pro-immigration
"In 1960, there were about five workers paying Social Security taxes for every retiree or disabled person receiving benefits; by 2013, there were fewer than three.",pro-immigration
And Americans aren’t making enough babies.,pro-immigration
"In 2018, the U.S. fertility rate fell for the fourth straight year, to 1.7 babies per woman; the replacement rate is 2.1.",pro-immigration
"What Happens Next with Europe’s New Regulation of Big Tech  What Peace in Afghanistan Might Mean Starting next year, the Social Security Administration will spend more money than it collects.",pro-immigration
"By 2035, its $2.9 trillion reserves will be completely gone, and the Administration will only have enough money coming in to pay you 80% of the benefits you’re entitled to.",pro-immigration
"One way this financial Armageddon can be averted, according to a report by the trustees of the Social Security Administration, is to increase immigration, illegal as well as legal.",pro-immigration
"Because immigrant workers are younger, they will work longer and pay more into the system.",pro-immigration
"According to a 2013 projection, immigrants, both legal and illegal, will contribute half a trillion dollars into the Social Security trust fund over the following 25 years.",pro-immigration
"Over the following 75 years, they will contribute at an even faster rate, for an estimated total of $4 trillion.",pro-immigration
Much of this money will disproportionately benefit the native-born.,pro-immigration
Most undocumented immigrants pay into the system but are ineligible for most benefits.,pro-immigration
"According to the Social Security Administration, undocumented immigrants paid $13 billion in payroll taxes in 2010 and received only $1 billion in benefits.",pro-immigration
"Immigration reduces the Social Security deficit by hundreds of billions of dollars; the greater the number of immigrants we let in to work and pay into the system, the more likely retirees are to not have to open cans of dog food for their dinner.",pro-immigration
"America’s problem, in the years ahead, isn’t going to be that too many people are coming here.",pro-immigration
It’s going to be that too few might want to.,pro-immigration
"Just as America mines bauxite or copper from foreign countries, it has, until Donald Trump, been good at finding the human resources it needs abroad.",pro-immigration
"Take India, for instance, where I grew up until I moved to the U.S. at age 14.",pro-immigration
"Unlike the British, the U.S. isn’t directly implicated in the plight of India, where levels of malnutrition among its children are some of the highest in the world.",pro-immigration
"But it benefits, as the British did, from having Indian immigration.",pro-immigration
We are the third largest immigrant group (after Mexicans and Chinese)–there are over 4 million of us in the U.S.,pro-immigration
"Starting in 2013, more Indians than Mexicans have entered the U.S. We are recent arrivals; only 31% of us were born here.",pro-immigration
But we made up for lost time.,pro-immigration
"In 2016, India sent more immigrants to the U.S. than did any other country on the planet.",pro-immigration
Indian Americans are the most successful ethnicity in the U.S.: we have the highest median incomes and the highest educational attainment.,pro-immigration
Seventy-seven percent of us over the age of 25 have a college degree (which is 2½ times the American rate); more than half of college-educated Indians in America have a postgraduate degree.,pro-immigration
We are 8% of America’s doctors.,pro-immigration
Up to a fifth of all startups in Silicon Valley were founded by Indians.,pro-immigration
"Martin Luther King Jr.’s Legacy and the Fight for Equality Now Writers, leaders and activists on the meaning of the March on Washington, and the state of equality today.",pro-immigration
"As a minority, we are the model.",pro-immigration
"But it’s not because Indians are some sort of master race; if that were the case, what explains India?",pro-immigration
"America skims off the “creamy layer,” as we used to call the elite of the lower castes in India, from other nations.",pro-immigration
Most of the immigrants who come here are substantially better educated and richer than the countrymen they left behind.,pro-immigration
"We do not come empty-handed, mine host!",pro-immigration
"Trump and Jared Kushner have proposed a new immigration plan that would change the family-based system to a “merit”-based system in which skills, knowledge of English and an ability to assimilate will take precedence over family connections.",pro-immigration
"In 2017, two-thirds of the 1.1 million green cards that America gave out went to relatives of U.S. residents; only 12% were attained through employment.",pro-immigration
If America’s immigration system were to be based on “points”–if it lifted its lamp only to the highly skilled–then my own family and those of many other Indians would never have been allowed in.,pro-immigration
"I am in the U.S. as a result of “family reunification,” or what Trump calls “chain migration.” We haven’t taken a dime in welfare.",pro-immigration
"When we needed money, we borrowed from family.",pro-immigration
"For immigrants, the family isn’t a chain.",pro-immigration
It’s a safety net.,pro-immigration
"My mother came here in 1977 because her sister in Detroit, a U.S. citizen, sponsored her and her husband and their three small children.",pro-immigration
My mother wouldn’t have gotten a visa based on her skills.,pro-immigration
"Because, as I discovered recently, my mother never finished her college degree.",pro-immigration
"In March 1963, in Mumbai, my mother was in the back of a taxi with two of her friends from the elite Sophia College, going to her uncle’s house for dinner.",pro-immigration
"In a month, she was to get her bachelor of arts, in philosophy and French, after her final exams.",pro-immigration
"She was confident of the results; she was a good writer, and her essays would be shown around as a model for other students.",pro-immigration
She had married my father the previous year and was now five months pregnant with me.,pro-immigration
"The taxi pulled into a petrol pump to get refueled, and her friends insisted that she move to the middle because she was pregnant.",pro-immigration
"The taxi drove out of the pump, and a drunk driver came speeding down, broadsiding the taxi.",pro-immigration
Her friend sitting near the window had multiple fractures.,pro-immigration
"The friend sitting on the other side was also hurt, and the taxi was totaled.",pro-immigration
"But my mother seemed to be largely unhurt, except for some bleeding around the hip.",pro-immigration
The doctor told her this.,pro-immigration
"He also said, “If it was my own sister, I would tell her not to sit for the exams,” which involved sitting for six hours at a stretch, and now there was this accident.",pro-immigration
"“You can take the exams if you want, but it could be risky for the baby.” So my mother rested in bed for some time, then went to Kolkata to join my father, and had me.",pro-immigration
But of course studying was impossible for a new mother.,pro-immigration
She never got her B.A.,pro-immigration
She had never mentioned this incident to me until now.,pro-immigration
"So I said it, in my parents’ car, as we were coming up to the George Washington Bridge, 36 years after the accident: “You gave up your college degree for me.”  “Yes,” she replied.",pro-immigration
"“But it was worth it, because I got … you.”  My mother is, like most immigrants, an ordinary hero.",pro-immigration
"Like most immigrants with kids, she wants what parents want: a better life for her children, for whom a college degree is the least of the things she is prepared to give up.",pro-immigration
The most American of values is family.,pro-immigration
"When we allow family to be reunified, we will find merit in the most unexpected places.",pro-immigration
"The Benefits of Immigration: Addressing Key Myths  America’s historical openness to immigration has enriched its culture, expanded economic opportunity, and enhanced its influence in the world.",pro-immigration
Immigrants complement native-born workers and raise general productivity through innovation and entrepreneurship.,pro-immigration
Immigrants continue to integrate successfully into American society.,pro-immigration
America is a nation of immigrants.,pro-immigration
That is not a cliché but a simple fact.,pro-immigration
"Almost all Americans today either immigrated themselves or descended from immigrants, whether from England and Germany in the colonial era, Ireland, Eastern Europe, and Scandinavia in the 19th and early 20th centuries, or Latin America and Asia in more recent decades.",pro-immigration
Today one out of every four people residing in the United States are either first- or second-generation immigrants.,pro-immigration
"Immigration has enriched the United States throughout its history, economically as well as culturally and socially.",pro-immigration
"Contrary to what some of our leaders and pundits tell us, immigrants strengthen the US economy by filling key jobs in important industries, starting businesses, filing patents, creating new products, and keeping America demographically younger.",pro-immigration
A large majority of immigrants embrace America’s culture of freedom and opportunity.,pro-immigration
Immigration is both a sign and a source of American dynamism.,pro-immigration
US immigration policy should move toward welcoming more hard-working immigrants to build a stronger US economy.,pro-immigration
Facts about Immigration Immigrants come to the United States because of the freedom and opportunity it offers.,pro-immigration
They come to work and build a better life for themselves and their families.,pro-immigration
