,text
141,"KK: Actually, I also want to ask you about your time at Manhattan Prep. Your colleague Kimberly Watkins told City Council in September that she had faced both gender harassment and pay inequity under your leadership there. Could you respond to those allegations?"
142,"I believe your reporters then talked to maybe half a dozen or more of Kim’s contemporaries at the organization and found out that those allegations were completely groundless, which they were."
143,"In an essay published by the Gotham Gazette, Kimberly Watkins alleged that Mr. Yang fired her from Manhattan Prep because he did not think she would “continue working as hard” after getting married. Mr. Yang appeared on “The View” shortly after and said there was “zero truth” to Ms. Watkins’s account. After publication, Ms. Watkins reached out to the editorial board, noting the question contained an error — she testified before a New York City hearing on pay equity, but, as she wroteto us , “I have on multiple occasions drawn contrast to ‘pay equity,’ with what I experienced, which concerns long term economic stability. The reality that my economic future was destroyed by Yang, right after my marriage, after an unblemished six-year commitment to this company, has been the focus of my story, not pay inequity…Yang’s response [also] grossly overstates the investigative process and draws a false conclusion.”"
144,"Nick Fox: Can I clarify one point on taxation? Are you proposing any new or increased taxes on the wealthiest Americans or corporations, or is it strictly the VAT?"
145,"If you look at our proposals, we have a tax on financial transactions, which would obviously end up falling most heavily on the wealthiest Americans and the wealthiest companies. We have a carbon tax, which tends to fall most heavily on the wealthiest industries, which are emitting a lot. The value-added tax would obviously be enormously generative from people who benefit from society and consume the most. I’m for trying to restore our income tax levels to previous levels to be more progressive."
146,"A Times evaluation of Mr. Yang's tax plan by N. Gregory Mankiw, professor of economics at Harvard, found that Mr. Yang’s tax plan would target the affluent who spend their money lavishly while incentivizing people to save."
147,"Michelle Cottle: Now, I think it’s clear that people are responding to you in part because you have this big vision, but Washington has a problem achieving even kind of modest ——"
148,"Mr. Yang has a fervent online following that calls itself the Yang Gang. Yeah, we noticed."
150,"MC: So, and we are currently enjoying a businessmen president who has no experience in government or the military. What is your argument to people, that we should trust you with no experience in government and the military, in the same position, and that you will do a better job dealing with the peculiarities of Washington."
151,"Many of Mr. Yang’s supporters say they are drawn to his perspective as a political outsider; in The Wall Street Journal, some say they previously supported Senator Sanders but now look for a candidate who offers an even fresher non-Washington perspective. Well, it sounds like you’ve been there. MC: Quite a lot. Did you come up for this? MC: Yeah, I’m based out of ——"
156,"Oh, man. Well, thank you for making the trip. Then you know. First, any person who says they’re going to run government like a business does not know what they’re talking about, because they are two completely different things. "
157,"In a business you can say, “Hey, we’re going to go this way,” and people generally have to do what you’re saying. In government it’s much more analogous to my role as the founder of a national nonprofit, where you have hundreds or even thousands of stakeholders, and you have to try and generate energy around a vision. Let people see that it’s in their self-interest or the self-interest of the people that they represent to get on board with your vision. And that you’re willing to compromise and work with them. That is the way I would lead as president. "
158,"Mr. Yang told Vox’s Recode that one of the reasons he quit Venture for America, the nonprofit he created, was because he realized it couldn’t achieve the change he wanted at the necessary scale. For instance, it had fallen short of the 100,000 jobs he set out for it to create."
159,"Donald Trump does not speak for every non-politician or nonmilitary officer. But there is a deep need, and you’ve seen this, because you spent time in D.C., the D.C. establishment will not generate big solutions. "
160,"One of the reasons why Donald Trump is our president is that millions of Americans feel like our government is unresponsive to our needs and the needs in our communities. They’ve been casting about for some sort of change agent for years. And it’s not just Donald Trump’s victory; it was Bernie Sanders outsized success. In some ways, it was even Obama’s victory in 2008. If you remember that campaign, it was oh, hope, change. It was not, get the most experienced person in the seat as possible, because we are decades behind the curve in addressing the problems and challenges that are tearing us apart. Now ——"
161,"Mr. Yang has frequently said that automation contributed heavily to Mr. Trump’s win, because voters feel disaffected and worry that the futures of their jobs and industries are in jeopardy."
162,KK: Do you feel like President Obama achieved the change that he had promised in the 2008 campaign?
163,"I think that he did a lot of great things and he did a lot of what he could, but to the extent that there was a missed opportunity, it was in the wake of the financial crisis. And it’s very hard to Monday morning quarterback a team when they literally felt like the economy itself was at stake, but we should have done much more to recapitalize homeowners as opposed to the banks. We could have kept many more people in their homes. We could’ve kept many of these communities ——"
164,"A critique of President Obama’s financial policies by Matt Stoller, of the Open Markets Institute, argues that the Obama administration let banking executives off the hook for their role in the financial crisis and enabled nine million foreclosures. BS: Without a doubt."
166,"—— more strong and more whole. There’s a saying, I think it was actually, and maybe in this … no, it was an earlier administration, but a crisis is a terrible thing to waste. There was a crisis. There was a massive opportunity to help rebalance our economy, but we instead recapitalized the banks to the tune of $4 trillion. And what I say to Americans around the country, I say, “Hey, do you remember voting for the $4 trillion bailout of Wall Street”? And it gets this laugh. But then they answer, “Wait, we did that”? And it’s, “Of course we didn’t vote for that.”"
167,"“A crisis is a terrible thing to waste” is a quote attributed to the Stanford economist Paul Romer. He made the comment at a meeting in 2004, referring to the competition America faces from the rising education levels around the globe. Rahm Emanuel, Mr. Obama’s chief of staff, later echoed the statement after President Obama’s election."
168,"So, that to me was the biggest missed opportunity in the Obama administration, and it happened very, very early on. I wish that they owned and reflected a little bit on the fact that maybe they could have done some things differently at that stage, because we’re still angry. This country is still angry. I was so shocked by what happened in the financial crisis, I quit my job and started a national nonprofit and ran it for seven years. I had — my wife was pregnant. I mean, what happened to this country then is still tearing us apart."
169,"Mr. Yang started Venture for America in 2011, shortly after selling his test prep company to Kaplan. He said that he saw, in the wake of the financial crisis, how certain communities were rapidly losing jobs and wanted to create new work opportunities in those underserved areas."
170,"Lauren Kelley: Mr. Yang, can you say who is on your short list for running mate? I love this question. LK: So do we."
173,"Well, one of the joys of running for president is you get to know incredible people on the trail, including some of the other contenders. I’m on the record saying I would prefer to have a female running mate. I think teams run better if you have men and women leaders at the highest possible levels. I joke, but it’s mostly true, that if you get too many men alone for too long, we kind of become morons. So we need to keep that from happening at the highest levels."
174,Mr. Yang confirmed this summer that he would like his running mate to be a woman.  MC: He has my vote. All right. [LAUGHTER]
176,"But at the same time, in order to have someone at that level of relationship, you need to have as much trust as possible and I’m still developing that kind of relationship with some of the other, not just candidates, but also people who could be running mates that are not currently running."
177,"Mr. Yang has scored internet points with some tweets paying tribute to former 2020 Democratic rivals, for example by tweeting “I miss Beto.” LK: So no names yet. No names yet, no."
180,KK: Do you feel like you need to have a running mate who has operated in Washington before or who has previous government experience?
181,"Almost certainly, yes. And you saw it a little bit with Barack Obama where he tapped Joe Biden in part because Joe had very deep relationships on Capitol Hill. If you had another outsider like me, we’d still be trying to figure out who to call. So, you need to have folks who have deep relationships on Capitol Hill from day one."
182,"LK: Speaking of women, I wanted to ask you about reproductive rights as well. You told some of our colleagues in the newsroom that you would consider some executive actions to protect reproductive rights, but I haven’t seen any details about what actions you’re considering. Do you have any details to share with us about that?"
183,"Well, I’m all about trying to improve the reality on the ground, to the extent that we can actually put resources and funds to work in communities to make sure that women have access to reproductive rights in clinics. Certainly any way we can make sure that there aren’t any obstacles to the funding of Planned Parenthood clinics around the country. I would take those actions immediately. A lot of the legislative actions, you need a bit more time and a bit more buy-in from Congress, but at the Supreme Court level, I would consider appointing more justices if it was necessary to safeguard women’s reproductive rights."
184,Mr. Yang has argued that more legislative oversight on reproductive issues should come from physicians rather than politicians. He tweeted: “I personally don’t think male legislators should be weighing in on women’s reproductive rights and freedoms.”
185,"KK: You mean, you would in addition to the nine that we already have?"
186,"In addition to the nine we already have. I believe that — so if you look at the Constitution, there is nothing there that stipulates the number of Supreme Court justices. We’ve had fewer than nine, we’ve had more than nine. I think that appointing new justices would be helpful on several levels. It would help depoliticize the process, at least marginally, because if you have 17 justices and one steps down, then it’s not as much of an earthquake. Well, right now we we’re hinging our laws on the health of an octogenarian. It would literally be rational for us to all just to follow Ruth Bader Ginsburg around and just scrub any door knob she touches. You know what I mean?"
187,"Justice Bader Ginsburg has had a series of health scares in recent years, including surgery for lung cancer and radiation treatment. She also had surgery for early-stage pancreatic cancer in 2009."
188,"JW: You remember what happened the last time a president tried to do this, right?"
189,"Yeah. And I think in some ways, there’s some positive lessons to be drawn from that time, because there were some significant accomplishments during that era."
190,"President Franklin Roosevelt tried to advance a “court-packing” strategy to ensure favorable rulings on New Deal legislation. He wanted to appoint up to six additional justices, one for every justice older than 70 years. The plan was unpopular in Congress and among the Supreme Court’s justices."
191,"KK: So, can you give us some names of people you would nominate to the Supreme Court?"
192,"That’s a fun exercise, too. I haven’t gotten into the judicial appointment shortlist yet, but safeguarding women’s reproductive rights would be one clear criteria. Because women’s reproductive rights are fundamental human rights in my mind. "
193,"I think it’s actually unfortunate that I get asked about those sorts of questions, in the sense that I feel like men should leave the room and let women decide what to do with your bodies. I have a feeling I know what you would decide, and then we could come back and say, “Hey, what did you decide”? I also think that if men got pregnant, this would be a very, very different conversation. And we’d have a completely different approach to these issues. So, I don’t have a short list of Supreme Court justice appointees, but safeguarding women’s reproductive rights and having an evolving sense of the law would be very important."
194,"We need to modernize the court. Lifetime appointments might have made sense at one point a long time ago, but when the Constitution was drafted, people did not live as long. And also, people stepped down from the Supreme Court for any of a range of reasons. They did not wait until they were at death’s door. This is not a way to run a 21st-century society."
195,"We should have 18-year term limits, increase the number of justices, make it so it’s predictable that you lose an election, the other party might get one or two justices, and then we don’t need to literally be monitoring the health of our justices. Or, the most ridiculous thing is you’re literally looking at the age of the person you’re appointing being, “Ooh, this person will be there for 30, 40 years.” What kind of system do you want where you’re having a society decide 30 years ago what women’s rights are today? Doesn’t make any sense."
196,"JW: Are you concerned that you wouldn’t be triggering a sort of a war of — a back and forth between Republicans and Democrats, who were continuing to add justices to the bench with each new administration to satisfy their own policy priorities?"
197,"If you have term limits, it is bipartisan. Because ——"
198,"JW: Right, but you’re talking about expanding the court, too, and if you expand the court, as you say correctly, that it’s a federal law, there’s nothing in the Constitution about the number of justices. You expand it to 13, the next Republican who comes in, who is furious about women having too many reproductive rights, will expand it to 17 to overturn the rulings you just got. So, how doesn’t that just become — doesn’t devolve into ——"
199,"Court packing isn’t a violation of any part of the Constitution, but it is widely debated with critics pointing out that it would trigger severe political backlash. BS: An arms race."
201,"Well, I would suggest that one side has been acting as if it is an arms race. And so, in that environment, it’s only appropriate to respond in a way that you think would help move the country and our legal system in the right direction. Can I talk — oh. Jeneen Interlandi: Oh no, go ahead."
203,"JW: I just wanted to tie together the question — a question from Lauren and a question from Michelle, and ask you about Washington, both with regard to Supreme Court confirmation process and your agenda more generally. You said at the very beginning of our conversation, in response to Katie, that you don’t need a — you were talking about various [cross talk]. "
204,"Yeah, you said you don’t need 80 percent of Congress, you need a majority. And I would push back and say neither of those is correct. You need 60 percent of the Senate currently. The question is, how do you plan to get things done, even if you had a Democratic majority in the Senate? Which I think is right now less than an even chance. How do you propose getting your agenda through Congress when the filibuster is in place?"
205,"To your earlier concern, I think we should examine the filibuster. I think that gridlock is bad for anyone trying to get anything done and solve problems. This might be controversial in this room, but I am for the restoration of earmarks, because it helped make legislation possible. That if I was a congressperson in a district, and there was a bill being passed, it’s, “Hey, at least I can get some pork for my local museum.” And that’s a very small price to pay for a functional legislature. So, getting past the filibuster to me is one possible necessity, and the restoration of earmarks could be another."
206,Earmarking allows Congress to appropriate discretionary funds for specific projects. Mr. Yang supports them because he feels they allow representatives to generate revenue for their constituents to offset costs their area might experience from a given piece of legislation. 
207,"JW: And let me just, one last follow-up on that. If Democrats don’t take back the Senate, how do you feel with the Supreme Court — how do you, I mean, put aside expanding the number of justices, how do you even get a justice onto the court in the first place?"
208,"It’s obviously much harder. I’m all about trying to maximize the possible. And so, if we don’t get a majority — I expect the Democrats will win a slight majority in the Senate. I’m very optimistic that way, but we’re going to get done what we can get done with the branch of the government we have control of. And I will say too, I believe that we can get some things done that are traditionally bipartisan, regardless of who has control of the Senate. To me, I cannot believe that we did not get infrastructure done during the first couple of years of the Trump administration. I thought at least he would build some bridges and roads, and I was even willing to accept the Trump name on those bridges and roads if it got some bridges and roads built. I was, “At least we’re going to get this.”"
209,"The editorial board recently called for the Trump administration to break the impasse on funding for the proposed rail tunnel under the Hudson River in an editorial titled: “Build the Donald J. Trump Tunnel.” The vital infrastructure project has stalled because of political infighting.  KK: We’ve called for that, too."
211,"Really? So, we have to get done what we can get done. And if we have to focus on things that are traditionally bipartisan, I’d be excited to lead with that. I mean, I’d be much more excited to lead with a much bigger agenda to balance out this economy, to work for people. And I will say that’s bipartisan, too. When I go around to Americans around the country, if you were to go to a room of Republicans and say, “Hey, how do you feel about Amazon paying zero in taxes”? They’re not excited about that. They feel like this economy is rigged against them and their families, and they’re generally correct, and that is bipartisan."
212,"JI: You’ve proposed legalizing gambling at the federal level, regulating it. KK: Online. JI: Yeah, online gambling. Just online poker."
216,"JI: Yes. Regulating it heavily and using the revenue to treat gambling addiction. Can you talk through that? You say on your website that you think gambling addiction doesn’t get nearly enough attention, and it is a really important issue. How does legalizing gambling, even if you use the revenue, not make that problem worse?"
217,"Any American who wants to gamble online on a poker site can do so from any state in the country right now. If it’s illegal in your state, you just end up using an offshore betting site, which is shady, has problems, but it’s not going to ease your gambling addiction at all. So the question is, do we want Americans, in the vast majority of the country, on offshore betting sites, dealing with shady characters and generating no revenue and still being addicted? Or would we prefer that they do business with American firms, where we do have better regulations, we know they’re not getting cheated, we know they’re not getting exploited, and you generate tax revenue that you can use to treat gambling addiction."
218,Mr. Yang’s campaign estimates that federally regulating the U.S. online poker market could raise $2.2 billion just in its first year. The campaign also argues that federal regulation would make it easier to combat money laundering.
219,"JI: So, what steps would you take to take that money and create a gambling addiction treatment program or system? So, what exactly would you do to get from A to B?"
220,"I mean, you could make it so it’s analogous to what happened in the tobacco industry, where there’s a certain level of revenue that gets set aside and then you have various public service announcements."
221,"President Obama signed into law the Family Smoking Prevention and Tobacco Control Act in 2009, which gave the Food and Drug Administration authority to fully regulate the sale of tobacco products."
222,"JI: In that system, a lot of that money didn’t actually go to treating tobacco-related health problems. A lot of it went to shoring up state budgets, and some of them even went to the tobacco industry actually, so I don’t know if that’s the best model."
223,"In 2007 the Centers for Disease Control and Prevention recommended that states direct 14 percent of funds from tobacco taxes and the national settlement toward antismoking campaigns, but most states have funneled it toward other areas, from agriculture to literacy."
224,"Oh, you might not want to push the money to the states and then have them determine how to use it in their budgets. You could empower a national program or an agency to help administer it at the federal level, if you didn’t trust the states to actually use it in the right way."
225,"JI: I actually really quickly want to go back to a question that Binya was asking you. You said, you gave us the example of parents with two kids and you’re on food stamps and you’re worried about your kids’ future. And at the end of that explanation, you said that you are not for curtailing social supports, but isn’t your plan such that, that mother, aside from what the kids would get in the future, that mother would have to choose between the food stamps and the actual U.B.I., right? Is that correct?"
226,"That is correct. But when I’ve dug into it, very, very few Americans are getting $1,000 in food stamps. And most of the people who are on government assistance live in fear of losing that assistance because there are various requirements that tend to come with it. And when, if you ask them, say, “Hey, would you prefer $1,000 unconditional that you can rely upon,” they actually think that’s too good to be true."
227,"JI: Sure. But to Binya’s point, it’s still a trade-off. So, if I’m on food stamps, I’m getting less of a benefit than, say, Jesse, who’s not on food stamps."
228,"Well to me, playing the relative benefit game, I mean of course in any large scale national program, it’s you can’t calibrate it precisely to everyone’s individual situation. To me the test is more, is that person going to be better off tomorrow than they are today?"
229,KK: So I want to move on. We have some more personal questions for you. Really? KK: I think Mara’s going to kick you off.
232,"MG: So, if you become president, what government secret are you most excited to learn about? Definitely aliens, of course. KK: O.K."
235,"That’d be my first question if I got in there, I’d be, “All right, let me see them. Let’s see what we’ve been hiding all of these years.” KK: And, who has broken your heart?"
237,"Wow, these questions are really fun. Who’s broken my heart? BS: Don’t be tactical now."
239,"This is — I mean, this is going to make me very sad to say, but I feel like I had an arc or a relationship with President Obama, where it was inspirational when he won. I was celebrating with my wife in the streets. And then over the years I began to feel like we’d missed a great opportunity. So, I’d say there was some heartbreak attached to that. And I worked with the president afterward, and I still admire him a great deal, but I think we could have done a lot more, and I don’t think opportunities like that come along very often."
240,The Obama administration named Mr. Yang a Presidential Ambassador for Global Entrepreneurship in 2015 and a Champion of Change in 2012.
241,"KK: For millions of Americans, church and religion are the centers of their communities. Do you believe in God? Do you go to church regularly? Who are your spiritual advisers?"
242,"I grew up in an entirely secular household. My parents did not talk about God in the house, but I had this instinctive belief in a higher power. I had many Christian relatives. I went to church over holidays growing up quite often. And then I married my wife, Evelyn, who’s Christian. And so, we’re raising our kids in a Christian church. I go to church when I’m home, which is not very often unfortunately nowadays. I enjoy it. My faith is still very much a journey, but I’m unreservedly thrilled about the impact it has on my wife, my boys, my family, my community."
243,Mr. Yang was raised in New York; his parents immigrated from Taiwan.  BS: Which denomination?
245,"It’s a progressive Protestant church. We primarily go upstate, where we have a house in a town called New Paltz. They’ve got a rainbow flag up front. It’s a very welcoming community."
246,Mr. Yang and his family began attending Sunday services at the Reformed Church of New Paltz after they purchased a home nearby in 2015.
247,MG: Actually just a quick follow-up. When was the last time you rode the subway?
248,"I rode the subway maybe six weeks ago or so. It’s become much more of a pain in the neck now that I actually get recognized. I confess that that’s been the biggest adjustment in running for president. Because I was, “No, I’m not going to get recognized on the street.” Of course, keep in mind, when I started my run I was completely anonymous. I mean none of you had ever heard of me. And also there is, and this is not to make too much of it, but there’s also this invisible Asian man thing. That you feel like all you have to do is just not want to be seen and then you disappear, and that doesn’t work anymore. "
249,"When I’m on the subway, people will look at me and then look at me. And then eventually someone will inch over and say, “Hey, you running for president”? And then I’ll say, “Yes, I am.” They’ll say, “Yeah, yeah, I like you. Thousand bucks a month,” something like that. And then they want to take pictures. And then as soon as someone breaks the seal, then it’s safe for everyone to do it. And so, then I’ll be — and then there’s this uncomfortable period in this subway car after you’ve taken the pictures with him, you’re still sitting there. And so then they’re, “So, where are you going? Or, how’s Bernie”? Or whatever the questions are. And so, I have not been riding the subway lately, but I’ve ridden the subway an awful lot over the years. Now my preferred mode of transportation is the bike, because if someone recognizes me, it’s generally too late."
250,KK: I thought you were going to say it’s a lot harder to ride the subway now because of the breakdowns of New York infrastructure.
251,"In 2017, Gov. Andrew Cuomo declared a state of emergency in New York’s subway and pledged $1 billion for improvements. The editorial board has repeatedly called for action to make the subways workable for this paper’s millions of readers."
252,"That too. I mean, it’s rough. But I mean, New York’s going through — I just want to bring some things to you from experience. Like yeah, the infrastructure breaking down. I mean, we’re coasting on the investments made decades ago and they’re starting to fall apart. But also what you all do in terms of journalism — I’ve been campaigning around the country and over 1,200 local papers have gone out of business because the local establishments that used to advertise are gone. All of their classified revenue went off to Craigslist and democracy works much less if you don’t have local journalism."
253,"A report released by PEN America in November found that more than 1,800 local print outlets have closed since 2004, and at least 200 counties have no newspaper."
254,"This, to me, is an emblem of what’s gone wrong in American life. Where the market is all knowing and all powerful, and if the market decides that local journalism has zero value, then it has zero value. And that is not the way forward for us. We need to make our own independent determination of our own value as people, of the value of local journalism, of the value of arts, of the value of volunteering, of caregiving, of — like all the most important things in American life. And so you, in many ways, you’re like the guardians of this incredible journalistic tradition, and it’s like a unique privilege because the people who’ve pursued the same vocation in other parts of the country are just seeing it disappear."
255,KK: Do you believe in government subsidies for journalism?
256,"Yes. I have three major pro-journalism proposals on my website, including federally funding journalists for every congressional district, billions of dollars in grants to help transition local journalism. Matching grants, so you’re not like saying, “Hey, we’re going to do this.” But matching grants to help transition them to cooperative models of ownership to nonprofit and philanthropic models. "
257,One criticism of government subsidized journalism is that it could stifle the media’s capacity to serve as a watchdog. 
258,"You can build it around the town library, because a lot of them have this bulletin board that serves as the skeleton of a local paper when the local paper has gone out of business. A lot of these papers would be able to get by if they did not have to generate stock market level returns for hedge fund owners and private equity owners. If you had a cooperative model and it’s made a certain amount of money, spent a certain amount of money, ran as a nonprofit, you could restore and sustain local journalism and thousands of communities, but it will not happen without government support. It just won’t."
259,"KK: Think you might be overly optimistic. Maybe we’ll move on to foreign policy, if you don’t mind? Sure. Yeah."
261,"Alex Kingsbury: Another thing the country’s invested in quite a lot is the military, and as commander in chief, you’d be in charge of that. Can you tell me how many aircraft carriers the United States Navy has? Oh my gosh."
263,AK: Whether or not the Navy is big enough to meet its commitments with the Chinese and the South China Sea? What’s going on in the Persian Gulf? What do you think?
264,"I think the number of aircraft carriers is either seven or nine. I confess to not knowing precisely. In terms of our investment, we’re spending $650 billion plus on our military. Certainly more than any other country, but I think more than the next four countries combined, and we have to examine, at this stage, whether that $650 billion is making us safer and more secure. The correct answer is 11."
266,"What are the true threats of the 21st century? Climate change is number one, and then cybersecurity and A.I., loose nuclear material, military drones in the hands of nonstate actors. It’s very hard to secure a location from something the size of a flying vacuum cleaner. That’s very, very difficult. So we’re entering an era where it’s going to be much easier to be offensive than defensive, and you don’t need massive levels of resources to cause significant levels of damage. To me, a new aircraft carrier does not make our elections any more secure from Russian hacking, which is the most direct threat to our democracy upcoming in this cycle. We’re spending money on the threats of the 20th century, and we need to try and modernize our approach as quickly as possible."
267,"AK: The president at the moment is at a NATO summit, or he might’ve left ——"
268,"I saw the headlines about how people were making fun of him. I was like, “Oh man, this is really — we really have to put an end to this administration.”"
269,Mr. Trump canceled a planned news conference at a NATO gathering in December after a video circulated that showed world leaders including Prime Minister Justin Trudeau of Canada and President Emmanuel Macron of France in what appeared to be a conversation mocking Mr. Trump. 
270,"AK: But one of his priorities has been to get our European allies to spend more money on their own defense. And I wonder if you think that that’s a worthwhile goal and how you might go about it, if you agree that that’s something that should be a priority for the United States."
271,"To me, one of the worst things you can do in a relationship is if you have this longstanding understanding or a friendship or partnership, and then you try and change the understanding at a particular point in time and do it unilaterally. "
272,"We need to let our historic allies know that our commitments are good, and that if we want to make a change, we want to do it in a way that’s not pulling the rug out from under you but actually consultative. If we want other people to invest more, then we have to try and sit down with them and drive them to do so without questioning our commitment to NATO wholesale. But to me, trying to nickel-and-dime our relationships with our historic allies is not the best way forward. I think it was James Mattis that said that if you invest more in diplomacy, you have to invest less in ammunition, which should be the goal. So we need to make sure our partnerships and alliances are actually strong, stable and secure, and then we can put pressure on Russia and China with more of a global consensus, and maintain the international world order that’s benefited us for decades that now is falling apart because Donald Trump is so erratic and unreliable, even with the people we’ve been allies with for decades."
273,"In response to announcements about Mr. Trump’s planned cuts to State Department funding, retired generals wrote a letter to lawmakers citing Secretary of Defense James Mattis’s 2013 comment, “If you don’t fund the State Department fully, then I need to buy more ammunition ultimately.”"
274,"AK: Speaking of allies, should Ukraine be invited to join NATO? I know that Ukraine’s received sort of undue influence on this election, but going forward?"
275,"I mean, that’s not solely an American decision. NATO expansion is something that is fraught and elevates tensions with Russia in particular. I think we should explore it. I’m sympathetic, but it’s not a decision we can make alone."
276,"A recent poll found that roughly 50 percent of the Ukrainian population favors joining NATO, though Hungary’s foreign minister recently said his country would block Ukrainian membership unless Ukraine changed a policy restricting its citizens’ use of minority languages."
277,"KK: Do you think — speaking of allies, do you think Turkey is still an ally to the United States, and do you think the U.S. should have nuclear weapons there?"
278,"This is what’s so tough right now is that countries are trying to figure out what are the benefits of being an ally of the United States and doing what we want them to do, and then what are the costs. Unfortunately that calculation is going against us more and more. Turkey’s relationship with the U.S. has been stronger than our relationship with many other countries in that region. I think we should invest in that relationship if we’re going to be able to accomplish any of our goals there. And that includes, to me, being a little bit more accommodating about behaviors that we might find objectionable or troubling from them than we might from another country."
279,"Serge Schmemann: Yeah. And staying with relationships and alliances, President Trump has reversed several key policies the United States has had toward Israel. He’s moved the embassy to Jerusalem, he’s recognized sovereignty over the Golan Heights, et cetera, et cetera. Would you reverse those?"
280,"Historically, we’ve endorsed a two-state solution, which has always struck me as the best way forward, and I think it’s really unfortunate that Donald Trump has moved us away from that to the extent that he has. I would try to move us back in that direction."
281,"Mr. Yang has frequently reiterated his commitment to a two-state solution but has not released any detailed plans about how he would advance an Israeli-Palestinian peace plan or address Mr. Trump’s policies in the region. He told the Council on Foreign Relations, “I don’t want to prescribe the specifics of a two-state solution, as the Israeli and Palestinian people both need to be leading any conversation, and I look forward to engaging with all stakeholders.”"
282,"SS: O.K. Again, about your responsibilities as president. One of the heaviest ones would be waging war. When you look back on the conflicts into which recent presidents have put us, would you support this? Is this something you would have done in Syria, in Libya, in Kosovo? Would you have sent troops there?"
283,"So I have a three-part test for sending troops into harm’s way. Number one, it needs to advance a vital American interest or avert a humanitarian catastrophe. Number two, it has to have a clearly defined timeline where we can look troops in the eyes and say, “It’s going to take this long and you’re going to be able to accomplish our mission and then you’re going to be able to come home.” And not some boardroom self-delusion, like you actually believe that you’re going to get it done and then be able to bring them home in that time frame. And number three, we’re not going in alone; there are allies joining us in the mission. If those three things are in place, then I would consider sending our troops into harm’s way."
284,"Generally speaking, I think we have become overly aggressive and optimistic about what we can accomplish in various foreign theaters. I’ve signed a pledge to end the forever wars because I don’t believe it’s the will of the American people for us to be in a constant state of armed conflict in foreign theaters for years and even decades at a time. Our Constitution says that it’s in Congress’s hands to declare war, but Congress has completely ceded this authority through the A.U.M.F. [Authorization for Use of Military Force] and then just said, “Hey, executive branch, you can do what you want.” And now they want nothing to do with it, and that is not the will of the American people, and it’s not the will of the Constitution. So we should repeal the A.U.M.F. and say, “Look, Congress, if we want to authorize armed conflict, it should be on you and it should be the will of the people.”"
285,"Common Defense’s “End the Forever War” pledge advocates for an “expedient conclusion” to the global war on terror and American military involvement in Afghanistan, Iraq, Syria and elsewhere, and Mr. Yang became the fourth candidate to sign on, in May, following Senators Sanders and Warren (and former Senator Mike Gravel). "
286,"SS: Concretely, would you have sent troops, say, to Syria?"
287,No. I’d have to look at the facts at the time that that decision was being made.
288,"James Dao: Can I pose a future hypothetical? If the Chinese government were to flood Hong Kong with military troops after you were president and impose a violent crackdown, similar to, say, Tiananmen Square in 1989, what would you do?"
289,"I have family in Hong Kong. I spent a semester there in college, and so when I see those streets wracked with riots and violence, I actually remember being on those streets. And so it’s incredibly jarring, and it’s an extraordinary situation because of Hong Kong’s status as this semiautonomous region that’s being reintegrated back into China. "
290,"Our best path forward with China is to try and have them continue to show restraint, but also see that the costs to human rights abuse is not just in Hong Kong, but with their ethnic minorities and the Muslim population of Uighurs, that the costs are higher than their perceived benefits of maintaining social order and stability. In order to have those costs feel real to the Chinese, we can’t just moralize and say, “Hey, do the right thing.” Because at this point they’re looking at us and saying like, “Keep your opinions and value statements to yourselves.” "
291,"We have to be working toward China’s second main priority, which is maintaining robust economic growth. So there are two goals. There are two primary goals that are sometimes in tension, of maintaining social order and maintaining robust economic growth. And the best way we can try and contain their behavior in Hong Kong is to say, “Look, the economic costs are going to be very, very high.” And the best way we can do that is to build global consensus around certain norms and behaviors. "
292,"At the last debate, I proposed a world data organization, because to me, China’s in position to leapfrog us in artificial intelligence. They’re investing tens of billions in a way that our government is not. It’s a national effort. And they’ve now separated their technology ecosystem from the West’s and they’re trying to sell their software and operating systems to other countries with very limited success right now, but this parallel tech universe, to me, is something that we can actually use to bring China back to the table. "
293,"That’s why something like world data organization is so vital. When they had to join the W.T.O. [World Trade Organization], they realized this was going to be vital to their economic growth, so they’re going to have to make some decisions and compromises in order to join the world order. We can create an analogous situation for data and technology and then use that to try and curb some of their worst abuses and behaviors. Now, is this going to happen in time to help Hong Kong? I certainly hope so. I mean, I certainly hope that they don’t flood the streets of Hong Kong with troops any time in the next number of days or weeks."
294,Mr. Yang has been critical of China’s “increasingly authoritarian” behavior and told the Council on Foreign Relations the United States must in reply demonstrate “a model for democratic capitalism.” KK: And do you think President Xi is a dictator?
296,I think he meets just about every conventional definition of dictator. Yes.
297,"Charlie Warzel: You were talking about data and that’s a good segue into some of the — I mean, you’re probably the candidate who sort of runs on understanding the internet better than anyone right now. And I’m curious first about this worldwide data organization. For someone like China, wouldn’t it actually be better for them to sort of hoard that data and hoard that information and keep that closed system?"
298,Mr. Yang has proposed what he describes as “a W.T.O. for data” and has argued that data ownership should be made a property right. Some argue that such an organization could enable more partnership among countries in setting standards for artificial intelligence and data. 
