,text
207,"No, I understand that. I understand that. Look, let me answer the question directly. I thought that when there were reasonable alternatives and funding mechanisms that did not deny women the opportunity to take advantage of their constitutional rights under Roe v. Wade, as amended by Casey, that in fact it was O.K. to not make other people who had strong views different than that pay for it. But — let me finish, please."
208,In the past Mr. Biden has ascribed his opposition to certain abortion measures to his Roman Catholic faith. LK: Go ahead.
210,"But when in fact we decided that we were going to move to, which I wanted to do a long time ago and everybody has, is to have basically universal health care. That option is eliminated. It’s not available if it’s basically universal health care. You cannot say that the poor women are now going to be covered by Medicaid and/or, and my plan, a Medicare option in to Obamacare and then expect that there’s going to be mechanisms by which they could still get the kind of help they got through private contributions and Planned Parenthood, which rated me 100 percent, by the way, during this period and the rest."
211,"In 2008, the Planned Parenthood Action Fund gave Mr. Biden a rating of 100 percent on his support for reproductive rights; in 2007 NARAL Pro-Choice America gave him a 75. LK: Sure. And so that’s why I changed the position."
214,"LK: Mr. Vice President, though, the thing is, under the Hyde Amendment, it has been the case since 1976 that women who are on Medicaid, women who are in the armed services and other women have not had access to reproductive health care if they can’t afford it. So I guess I don’t understand how it is, that by changing the health care plan that ——"
215,I changed the health care plan. That’s the only vehicle people are actually going to have because people aren’t spending the money on supporting these other alternatives available for people. That’s what’s changed. And look what the states have done. There’s been an all-out attack. Across the board.
216,"LK: But if you’re saying women should have access and they have not had access, poor women specifically, have not had access since 1976 ——"
217,"They haven’t had, they have had access to other means by which they could get the help, not as nearly ——"
218,"LK: For many women, that hasn’t been the case. Women have suffered. Women have died."
219,The Hyde Amendment affects Medicaid funding of abortion; it disproportionately affects low-income women and women of color. I don’t disagree with you.
221,"KK: If you cannot afford to have the procedure, then you have to turn ——"
222,"But before that, before what existed was, there was vehicles by which there were organizations that provided the procedure for free. They didn’t need to pay for it. But when you make it all a federal program, that makes it impossible."
223,It’s not clear which programs Mr. Biden is referring to or what would be impossible under his health care plan.
224,"Here’s the deal. If in fact, and I’ve said this for a while, if in fact this court comes along, all these draconian laws that are being passed and what’s happening now? It’s all designed to go to the Supreme Court in the hope the Supreme Court will in fact, by a 5-to-4 decision rule against Roe v. Wade and/or amend it some way as it relates to Casey. And if that were to occur, I will immediately send to the United States Congress legislative — legislative — requirement legislating and codifying Roe v. Wade as amended by Casey and put it in the law. And so I strongly support that as the option. It has to be available to all women, all women."
225,LK: Right. So I’m going to move on to another topic. You called Anita Hill when you launched your campaign this go around. And what your campaign said was that you expressed your “regret for what she endured” at the time of the Thomas hearings. 
226,Mr. Biden oversaw the 1991 confirmation hearings in which Ms. Hill testified that she had been sexually harassed by the Supreme Court nominee Clarence Thomas.
227,"Dr. Hill said a couple of things in response to your phone call. On the one hand, she said that she did not see the way that you conducted the Thomas hearings as being disqualifying to being president. But she also, it seems, felt that it was not really adequate. What she said specifically was, “there needs to be an apology to the other witnesses” — the women who were not called — “and there needs to be an apology to the American public. … There are women and men now who have just really lost confidence in our government to respond to the problem of gender violence.” I was just wondering if you would respond to Dr. Hill."
228,Ms. Hill said she cannot support Mr. Biden for president until he takes responsibility not just for what she endured but also for his failure to call up corroborating witnesses. 
229,"Three things. Number one, I did apologize, and you saw the last hearing went through the same exact thing. The question is how do you deal with — and Professor Hill and I had this discussion. What would be a way to fix the hearing process whereby a senator could not ask a question that was demeaning? The question raised was, should we do it on camera? She argued strongly no, we shouldn’t do that. She had thought about that. She thought we shouldn’t do that. I’ve discussed this with a whole group of women who advise me. "
230,Vice President Biden is referring here to the confirmation hearing of Brett Kavanaugh.
231,"What is the way to get by what you saw again in the Blasey Ford position, with whom I met, by the way, [she] asked to meet with me, and I spent some time with. And so we got to figure out a way to in fact, in a he-said, she-said circumstance, how do you prevent a senator from asking a question that in fact would be available to be asked in court if you wanted to do that? I tried to, you remember, I got in shouting matches in that hearing, attacking people who were attacking her, her credibility. I believed her from the beginning. I was opposed to the nominee from the beginning. And when we lost by a single vote, I made a commitment that I kept that I would pass, I was in the process of writing the Violence Against Women Act, which initially women’s groups did not support as you’ll recall."
232,"When Christine Blasey Ford testified about Justice Kavanaugh’s alleged sexual misconduct, Mr. Biden hailed her “courageous” testimony.  LK: Sure."
234,"And secondly, I would make sure that there would be women on the Judiciary Committee, and I went out and campaigned for two women on the express commitment they would agree to go on the committee: Dianne Feinstein and Carol Moseley Braun. And they did. And, by the way, they’re both supporting me."
235,"Senator Feinstein endorsed Mr. Biden in October. Former Senator Moseley Braun did, too, along with defending Mr. Biden after he sparred with Senator Harris. Mr. Biden called Senator Moseley Braun “the only African-American woman that’s ever been elected to the U.S. Senate,” to which Senator Harris responded: “Nope. That’s not true. The other one is here.”"
236,"LK: Sure. I think that her response was really more about the other women who could have corroborated her story, who ——"
237,"By the way, if you look at, there were one of the women we did not know about. The one we knew about, the professor from California who ended up being a judge for, I think it was an employment judge. I’m not sure exactly what her — and she was going to come and testify. At the last minute, she decided she wouldn’t. She actually signed an affidavit saying, I don’t want to come. I asked her, please come. And she understandably, from her perspective, didn’t want to be put through the ringer nationally. I guess that’s why she didn’t come. And so I could’ve demanded I call her. Now, how much would that help me beat Thomas? If we brought in a witness who was designed to cooperate, that’s why she was being called, and she didn’t corroborate what she said and remained silent."
238,"Mr. Biden blocked two witnesses from testifying: Sukari Hardnett, who had submitted a sworn affidavit testifying to Justice Thomas’s inappropriate behavior, and Angela Wright, who also accused Justice Thomas of harassment. In September 2018, NPR spoke with Ms. Hardnett, who had wanted to corroborate Ms. Hill’s testimony and was not invited. That month, The Times spoke with Angela Wright, as well."
239,"LK: I mean, I think all of those three women have since said that they felt like the process wasn’t being handled in a way that they would be heard fairly, but ——"
240,"Well, that may be, but wasn’t because I didn’t ask them. They were asked."
241,"As The New Yorker’s Jane Mayer has reported, Mr. Biden could have given Ms. Hardnett and Ms. Wright, as well as a third corroborator for Ms. Hill named Rose Jourdain, a chance to testify publicly. Instead they were allowed only to submit depositions or written statements, which, as Ms. Mayer reported, “went into the public record so late that few senators ever saw them — all of which was Biden’s call.” LK: O.K."
243,"I actually had them sign an affidavit saying, I won’t come. We sent a lawyer to their, to the hotel because I had planned on having them be there. Look, let me give you an example. Remember when I started the Violence Against Women’s hearings? I had to warn every woman who — I believed if we rip the Band-Aid off, we would get progress. But it was ugly ripping the Band-Aid off. There was a young woman here in this city who was a model. And she in fact, she was — she wanted to get her, she was on the upper 50s and she lived in a nice apartment complex with a restaurant bar in the basement. She wanted to be in a position where she could in fact get back her rent because or her deposit because every time she wanted to go from utility apartment or a, you know a, not utility, you know, the, no bedroom."
244,Mr. Biden has said one of the reasons he first began working on legislation addressing violence against women was he was “appalled” by the lack of action on marital rape. He introduced the Violence Against Women Act in 1990. It was written with Representative Louise Slaughter. MG: A studio. KK: Efficiency.
247,"Anyway. To a one-bedroom apartment, the employer would hit on her. So she was doing a shoot somewhere here in the city. She got a call, come stop in the restaurant bar. I have a one-bedroom for you, and everything’s O.K. She walked in, sat down, had the discussion. He hit on her again. She got up and left. And you’ll remember her. Her name was Marla. She walked outside, and two thugs slashed her face. Remember that?"
248,"Marla Hanson, who was a model at the time, rejected the sexual advances of her landlord, Steven Roth, and he arranged an attack by two men who slashed her face with a razor. KK: Sure."
250,"So she said she was willing to come and testify. And I said, “But I want to let you, I want you to testify, but I don’t want you to be sandbagged here.” "
251,"I said, “What did your mother say to you when she found out?” "
252,"She said, “Why were you in a bar?” “What did your girlfriends say to you?” “Were you wearing a short skirt? Were you wearing a bra?” "
253,"And so I wanted her to know what she was about to go through. Look, we got to change the culture. The culture is what’s wrong. That’s why I finished the Violence Against Women Act and that’s why I started the “It’s On Us.”"
254,“It’s On Us” is a social campaign started by the Obama-Biden administration to fight sexual assault on college campuses.
255,"JW: Mr. Vice President, can I ask you, since we’re talking about Supreme Court nomination hearings, would you give us any names of people that you might consider to nominate to the court?"
256,"No, but there are at least a half a dozen I’ve already gone through and people I’ve gone through in the past and who are available now. JW: Do you think you would ——"
258,"The moment I do that you, you know what will happen. JW: Well, Donald Trump did it in 2016, and it ——"
260,"Mr. Trump released 11 names of possible Supreme Court picks on May 18, 2016, and then added 10 more in September 2016. The unorthodox move was largely an effort to rally Republicans behind him by showing he would nominate conservative justices. I am not Donald Trump. JW: I know you’re not."
263,Don’t ever confuse me with anything having to do with Donald Trump.
264,"JW: I know. But there’s been a criticism of Democrats and people on the left in general, that they don’t get the significance of the court to the country and to the policies of the country. And I think what Donald Trump understood, and it seemed to work for him, was that by signifying whom he would choose, it made a difference to a lot of voters. Would you consider doing that? At least once the ——"
265,I would tell them the kind of person I would choose. I will not —— JW: No names? No names. JW: Can I ask you another —— Sure.
270,Nick Fox: I was kind of curious what kind of person? What are you looking for in the Supreme Court?
271,"They have to have an expansive view of the Constitution. Recognize the right to privacy, unenumerated rights that exist in the Constitution. Not the Federalist Society view that if it’s not listed, it doesn’t exist. And they have to be, they acknowledge the unenumerated rights and a right to privacy in the Constitution, and the “penumbra” [laws] and the Ninth Amendment, then in fact that means I know they will in fact support Roe v. Wade. They’ll support a woman’s right to choose and a whole range of other things that relate to individual personal rights. That is critical. I’ve written about it extensively. I’ve written law review articles about it. I’ve presided over more judges and more Supreme Court nominees than anybody else has. Look at the people I supported. "
272,"When I defeated Bork, I was able to provide a woman’s right for a generation because had he won, it would have been over. That’s what I would look at. I’d look at the philosophy of the judge, their background and their judicial temperament, whether or not they have the temperament to be on the court. And there are a number of really qualified people out there. I must tell you, my overall predilection would be to look for and put more women on the court because it’s part of getting down through the cultural morass here. Because unless we have courts that look like the public, people lack confidence in them."
273,"Initially, Mr. Biden said he would support Judge Robert Bork’s nomination, but as his Democratic colleagues lined up against the nomination, he withdrew his support. "
274,"KK: You keep saying that you want to change culture. I think — going back to young people for a moment. I think a lot of them are having trouble believing that, after as long as you’ve been in Washington, D.C., that you actually do want to change the culture. Because you’ve had a lot of time in Washington ——"
275,And I have changed the culture. I wrote the Violence Against Women Act. And none of you supported it. Not you — editorially supported it. I wrote the legislation —
276,"I’m also the guy that made sure Slobodan Milosevic got tried as a war criminal. I’m also the guy who went in and got 150,000 troops out of Iraq. I’ve done a lot of things that in fact are progressive, very progressive."
277,"And what I’m proposing — the other thing I find interesting is that we talk about whether or not my program is progressive. If I’m able to pass what I’m talking about, my administration would go down in history as one of the most progressive administrations in American history. Because we’re talking about fundamental changes in the environment. Fundamental change in dealing with health care. Fundamental change in dealing with education. And it’s real."
278,"KK: And if Mitch McConnell is still in charge of the Senate, how will you get those things passed?"
279,"It takes me to this next point. The next president of the United States, the nominee, has to be able to win in states that in fact are up for grabs, and we can win. I’m beating Trump in Texas, Florida, North Carolina, Georgia and all those Midwestern states, which I will win in a walk. But we have to be able — if we do not engage and nationally in the states where there’s a chance to win a House member or a Senate or change the legislative body, we are not doing our job. "
280,"National polls from October showed Mr. Biden to be beating Mr. Trump in Florida, Arizona, Wisconsin and Pennsylvania, but trailing him in North Carolina and tied with him in Michigan."
281,"Think about all the times when there was real change take place. The presidents have not only gotten elected, they’ve brought along Democratic majorities. We have to win back the Senate. We have to win, and we can. We can. And so what I think, respectfully, not you, but people are going to have to consider, is O.K., who among the candidates will enhance the prospect we can win a Senate seat in Texas? Who among the prospective candidates is going to enhance the prospect in Georgia —"
282,"KK: It’s very early. In 2003 in December, Wesley Clark was leading, winning the polls."
283,"Pew polling from December 2003 showed General Clark and Gov. Howard Dean at 15 percent, Representative Dick Gephardt and Senator Joe Lieberman at 12 percent and Senator John Kerry at 6 percent."
284,"Oh, don’t get married to that. Come on. Be fair, O.K.? Wesley Clark. I know Wes. He’s a good guy. I’ve been consistently leading in the polls after taking all the hits. I go down, and everybody who’s hit me is out. They come back. I don’t mean it’s guaranteed, but look at all of the data. "
285,"And so I’m not saying that it’s guaranteed I win, but name me a nominee who’s taken as many hits from the beginning of them announcing, even I announced late, who has taken the hits. You all declare me, not you, editorially in a broad sense, declare me dead and guess what? I ain’t dead. I’m not going to die. JW: Mr. Vice President, can I follow up on —— KK: Everybody dies. I’m not going to die politically."
289,"JW: Can I follow up on Katie’s question here. You’re saying not that you would work with them if Mitch McConnell led the Senate, but that you would have the greatest likelihood ——"
290,"Oh, there are certain places you can work with a Mitch McConnell. For example, look what happened in the taxes. I got him to vote to raise taxes, Republicans, $660 billion. Now, that was unusual circumstance because he had bluffed and said, “You’re going to shut down the government.” I said, “O.K., go ahead man.”"
291,"When Bush-era tax cuts were set to expire in 2012, which would have raised $3 trillion in revenue over the next decade, Mr. Biden negotiated with Senator McConnell and they settled at $600 billion. The rest of the tax cuts were made permanent. JW: But I think most people ——"
293,NF: But you also angered a lot of Democrats by getting an extension of the Bush tax cut and cutting the estate tax.
294,"Sure I did. But I also saved the damn economy. Be honest. Six hundred and sixty billion dollar increase in taxes. What they’re angry is allowing to have the tax cuts stay for people making under four, when in fact they want it to stay for people under two."
295,"NF: I think what they were angry about was that we didn’t try to fight, you didn’t try to fight for more and that you accepted too little."
296,I fought — fight for more? It was the day we’re about to default. You remember how it all happened? NF: I do.
298,"Well, tell me. I don’t mean to be argumentative here, but it happened on New Year’s Eve day. I’m riding in to meet the president, and I get three phone calls from McConnell, which I didn’t take, and I find out he says he’ll only deal with Biden. We had 12 hours before we defaulted for the first time in our history."
299,NF: What do you think you could accomplish now after even more years of partisanship with Mitch McConnell?
300,"What Mitch McConnell is finding out, and a lot of Republicans are, that they’re going to have a hell of a lot of baggage to carry going in to win their own re-elections. "
301,Look what we just did in Virginia. I campaigned all through Virginia. Look what we just won in Kentucky. I campaigned in Kentucky. You all were saying we can’t win that governorship in Kentucky. 
302,"In Kentucky in November, Andy Beshear, a Democrat, defeated the incumbent governor, Matt Bevin, who had alienated members of both parties."
303,"I’m pretty good at this, knowing where to go. My point is I can’t guarantee anything, but I can guarantee that I know how to campaign to help people win. And in all of those states we’re talking about, the Democrat who they most would rather have run in their state to help them raise money and get votes is me. That could change, but at the moment, think about it. Do you think that — name the other candidates. Who’s going to go in North Carolina and help that candidate win? There’s going to be value added. And don’t tell me — I shouldn’t say don’t tell me. I’m being rude. The fact is if you take a look, it matters who is at the top of the ticket. It matters the resources they have."
304,"JW: Speaking of those other candidates, several of them have proposed major structural reforms to our government and to our democracy. These include abolishing the Electoral College, expanding the size of the Supreme Court, setting term limits for justices, abolishing the legislative filibuster. Which, if any of these, do you support?"
305,The Times editorial board has supported abolishing the Electoral College: “Fix the Electoral College — Or Scrap It.” None. JW: Why not?
308,"Because that structural change requires constitutional amendments. It raises problems that are more damaging than the problem that exists. We’re in a situation where the reason they gave judges lifetime tenure, you know why."
309,"JW: And you think with a legislative filibuster in place, even if you control the Senate, that you’re going to move any of your agenda? Yes. JW: How?"
312,"Because there’s a lot of things people agree on, though you don’t — there’s two things. One is that there are a number of areas where you can reach consensus that relate to things like cancer and health care and a whole range of things. I think we can reach consensus on that and get it passed without changing the filibuster rule. "
313,"There are other areas where if you were to change the rule, first of all, if you couldn’t get it changed, if you can’t get 60 votes, the fact that you’re going to amend the Constitution on judicial independence is kind of a stretch. And what I love hearing my colleagues say that I’m running with, saying, “Well, I’m going to by executive order.” And my mother would say, “Who died and left them boss?” We have three branches of government, equal."
314,JW: Agreed. That’s why I’m wondering how you’re planning to do this with — you had a front-row seat to Republican opposition in the Obama administration.
315,"Yeah. We still got a lot of things done. Well, I’ll tell you what. I was able to get every Democrat to vote on the floor to make sure we passed Obamacare. Number two, I was able to make — KK: Which all of your opponents want to change."
317,"Sure, they want to change. But they don’t want to eliminate it. Who’s out there saying, “I want to get rid of it”? The ones that want to change it, they’re saying, “Look, I know I can’t get mine done for three, four, five, 10 years. In the meantime, what are you going to do? I’m going to take Biden’s plan in the meantime. I’m going to expand Obamacare.”"
318,"Come on. Look, part of this is what can reasonably be done that fundamentally changes the dynamic that everybody has access to adequate health care. And the fastest, quickest and most extensive way to do that is my plan to add — take Obamacare, further subsidize it to the tune of another $750 billion over 10 years. Add a public option. Provide for that for anybody who wants it and allow the 160 million Americans who seem to like their hard-negotiated health care keep it if they want it. If they don’t want it, they can buy in and/or if they don’t have the money, they automatically are into the plan."
319,"Mr. Biden’s health care plan would create a public option open to everyone and restrict pharmaceutical pricing. Unlike Senators Warren and Sanders, he does not support “Medicare for all.”"
320,"MC: Now related to this, do you think that the Democratic primary, it’s been a mistake that so much of it has focused on whether or not to blow up Obamacare and in what way? I mean there are a lot of issues."
321,Times reporters noted that Senator Warren has moderated her stand on Medicare for all in recent weeks.
322,"No, I don’t think it’s a mistake because I think if you take a look at the data and just come out with me — I invite any one of you to travel with me when I do these things and watch the audiences no matter where. I mean just open forum. Watch the audiences. Tell me, do you see any support? Do you see any majority support Obamacare for all — I mean, for Medicare for all in the Democratic primary? If you do, I’d like to know what it is. I don’t know where it is. I’ve been saying that from the beginning. "
323,"Now there’s a lot of people who in fact really, really support it. I get it. It’s not a bad idea if you have an extra $35 trillion lying around. And you’re not going to raise taxes on the middle class and you’re only going to do the wealthy."
324,"Look, part of what’s going on here, I think, and I’m sorry to get passionate about this, is that what I find people are most looking for is honesty, authenticity and being able to tell you exactly what they’re going to do and have a chance of doing it. That’s what I find. Now, how many of you in here believe there’s any possibility in the next four to six years raising another $35 trillion? Do any of you think it’s less than that? Do you think maybe $30 trillion in 10 years? And not raise not only taxes for everybody, for the 2 percent tax for the wealthy? That doesn’t even get you even close to paying for it."
325,The Urban Institute’s estimate put the cost of Medicare for all at $34 trillion over the next decade.
326,"So what are you going to do? You’re going to help the middle class, and you’re going to go out there and you’re going to provide Medicare for all. If you wave a wand, everybody sleeps, no problem. But now, you have, look what you’re paying when you have 16 million people on Medicare with withholding? Now you’re going to drop another 280,000 people, million people on it? And taxes aren’t going to go up?"
327,"Jeneen Interlandi: Your public option plan has a lot of promising features, but it’s still quite a heavy lift. The public option that was attached to the Affordable Care Act did not get through the Senate. What’s different this time? Gigantic difference."
329,JI: And yours is much more ambitious than that earlier one.
330,"Sure it is. And I’m glad you raised that. Two things. One, every Democratic president since Roosevelt tried to do what Barack got done. "
331,"The last successful attempt at health care reform, before President Obama, was President Lyndon Johnson’s creation of Medicare and Medicaid."
332,"And it was a really heavy lift to get it done. It was a gigantic step forward. But even when it got done, the arguments are, I can say this now publicly, is — between Barack — and I say take a victory lap, man. We got to let people know. We’ve got to let people know what was done because they don’t know it. "
333,"I came up here on the Empire State Building when I convinced the president we should spend $100 billion on climate change issues. And we’re talking about new windows and all the things we could do to save energy for public buildings. And the one of the leaders of the business community was there said, “You know, my” — I think he said live-in help or wherever it was — “came up to me and thanked me for the raise.” She said, “The raise is what you got, reduction in the take-home pay withholding.” No one knew it was Obama, and no one knew what he did."
334,"The Obama administration proposed the Better Buildings Initiative to provide tax credits and other financing for building owners to retrofit to save energy. The Empire State Building did it before the program was passed, but Mr. Obama and Mr. Biden cited the annual savings of $4.4 million in energy costs from replacing all the windows."
335,JI: Sorry to interrupt you. There’s certainly more public support for the Affordable Care Act now. I think people came around to realize how valuable it was —— Why? JI: Because they tried to take it away. Bingo.
339,"JI: But it’s still a heavy lift, and industry is going to be vehemently opposed to it. You’re still going to have to fight a battle, so can you talk a little bit about what your plan is for that?"
340,"That’s right. I’m going to have to fight like hell. Well, my plan is for that is to do what I’ve always done, and that is, be able to convince people. I’ve been pretty good at it. I find it interesting. My opposition says, “Yeah, it’s true. Joe has put together more bipartisan agreements than anybody. Joe is — but that was the old days.” It was three years ago. "
341,"With regard to, for example, the Cures Act, which came up after he was elected, and two weeks before I got sworn in, convincing over 200, and I think 398 folks in the House to vote for it, when initially it started with 119 as well as, what did get? Eighty-nine senators, 90 senators — don’t hold me the exact number — when it started off with 48. It’s called persuasion. Presidents are supposed to be able to persuade."
342,"The 21st-Century Cures Act was signed into law on Dec. 13, 2016. It was supported by the pharmaceutical industry because it sped up drug and device approvals. It provided (only) $6.3 billion in total funding. The Senate vote was 94-5. Among the opponents were Senators Warren and Sanders, because it was a victory for the big drug companies."
343,"And what’s happening now is everybody — look, the carny show’s gone through town once, and they found out there’s no pea under any of the three shells. It’s coming back again, and people are going, “Ooh. I didn’t know that. You mean to tell me they did this and did that?” "
344,"Part of it is the president, God love him, Barack, had everything land on his desk but locusts. I mean, everything. Look what’s happened. We were about to go into a major, major depression. I remember getting chastised because I said, “This is the greatest recession in the history of the nation short of a depression.” Biden’s exaggerating — it was. It was."
345,"JI: Sorry to keep interrupting you, but just one quick follow-up on this. You’ve said, and President Obama said, “If you like your private insurance, you can keep your private insurance.” In 2013 —"
346,"In July, Mr. Biden drew a contrast between Medicare for all and his own health care plan, saying that under his: “If you like your health care plan, your employer-based plan, you can keep it. If in fact you have private insurance, you can keep it.” I didn’t say that, by the way, but go ahead."
348,JI: You have been quoted as saying that in multiple places.
349,"No, it’s a long — O.K. Yeah, said we can keep your private insurance. Yep."
350,JI: Do you say that not — are you not saying that? The doctors. They said you can keep your doctor.
352,JI: O.K. You can keep your doctors. What happens if employers curb their own offerings as the public option takes hold? There’s a lot of incentive ——
353,Bingo. They can automatically go get a public option. JI: But they would lose their —— Sure they would.
356,"JI: An employer could take away, if someone likes their private insurance ——"
357,"No, no, here’s the deal. If you like your private insurance and your employer keeps it with you, you can keep it. JI: But what happens if your employer cancels it?"
359,"If you can’t, you come on the Biden plan. You provide that option. You can get a gold plan where you do have nobody — you do not have to pay more than a $1,000 deductible. We significantly reduce drug prices, which, by the way, Republicans are looking to get done, O.K.? What you do is you provide that option. But if you like your plan, if you really like it, I don’t think we should come along and say, “You must give it up.”"
360,"JI: But if your employer cancels that plan, then you don’t get it, you don’t have that choice."
361,"No, you don’t have the choice, but you had the choice to — that’s why — I’m not saying, I said, if you like your plan, you can keep it, assuming — I should add the obvious — if your employer doesn’t take it away from you. O.K.? "
362,"But the point is, that’s why I set the plan up the way it is. You can automatically buy in much cheaper to get a gold plan, limit to a $1,000 deductible. Get your meds paid for in a reasonable way by setting up a system that exists that, I propose, exists in Germany. That, in fact, you have a group come in from the outside."
363,"We put together at N.I.H. to set what the value of what you did is. When I did the moonshot, I met with 13 major drug manufacturers, in a private room, and I said, “Tell me, what do you think you should be able to charge for your drugs?” They said, “Based on efficacy.” I said, “If you find a drug that cures a particular cancer, we should be able to charge anything you want for it.” I said, “No. Wrong. You should in fact, as a matter of public policy, be able to make a significant profit on what you’ve invested.”"
364,"Inspired by the death of his son Beau in 2015, Mr. Biden introduced a “moonshot” initiative to end cancer. Efforts to cure cancer have been started periodically since the Nixon administration, though to little effect. The death rate from cancer has dropped only 5 percent since 1950."
365,"The example I gave, if it costs you $10 bucks to get to where you were, you can charge $13 bucks for it, but you can’t charge a hundred for it. And that’s why we’re going to have this system like exists in Germany where, in fact, they set the price, because most are bio-based drugs now, they’re no longer chemical-based drugs. And the problem is, it’s going to end up being only one or two people who come up with that drug, and therefore to be able to charge exorbitant prices and continue — and you cannot raise the price of that drug beyond the cost of medical inflation unless you can prove you fundamentally altered the drug, or you don’t have the patent. So it’s a very practical thing."
366,"This is a place where I find, whether you’re Republican or Democrat, you think you’re getting screwed on drug prices. And you are, in terms of everything from insulin to inhalers and a whole range of other things. So, again, can I guarantee that it gets done? No, but I can tell you what, if anybody can get it done, I can, and I think there’s a consensus for it. If you take a look across the board, Democrats and Republicans, just overall polling, they think we have to do something about lowering health care costs. They think they have to do something about making it affordable and eliminating the overwhelming deductibles. They think it’s really and critically important that you reduce the cost of necessary drugs across the board. So the same way they told me I couldn’t get the Cures Act passed, couldn’t do it. KK: Sir, we’re running out of time —— I’m sorry."
369,"KK: —— and I want to get to some economic questions as well as foreign policy. But before that, we have been asking every candidate the same question, which is, who’s someone who has broken your heart?"
370,I can tell you what has broken my heart but it’s not someone who’s broken it. It broke my heart when my son died. Broke my heart when I was unable to do anything about — I left the house and I got a call saying my wife and daughter were dead. 
371,"Beau Biden, who was the former attorney general of Delaware, died of a rare strain of brain cancer in 2015. Decades earlier, he had survived a car accident that killed Mr. Biden’s first wife and daughter."
372,"I don’t know whether to be completely straight with you, and how you’ll — I learned a lesson a long time ago, that, it was a friend I had, a really good friend. We were in high school, and he was a troubled guy, but I was always — lived down the block from me, and he got in an accident when he was drinking and killed the guy who was riding shotgun. Hit a tree and the fellow died. He was hospitalized a long time, and I was the only one that would go see him. After he was out and recovered, and I insisted that the guys that we hung around with before, that they bring him back, they allow him to come back into the fold. I remember we were sitting, like in the high school days when you’ve got five guys in a car going home after whatever we were doing and got in an argument, and he turned around and he said something really mean to me. I remember going home. It hurt me more than anything that had happened to me before. Because I thought this guy was my soul mate. "
373,"In 2019, Politico published an article called “How Grief Became Joe Biden’s ‘Superpower,’” about the profound ways that Mr. Biden’s personal losses have shaped him. Mr. Biden declined to speak on the record for the article; he is wary of any perception that he “uses” his tragic experiences in political campaigns."
374,"I remember my dad saying to me, Joey, you’re always going to be disappointed if you hold people to the same standard you hold yourself to. You’re going to be disappointed. Don’t expect that people are going to necessarily be prepared to appear in the second edition of “Profiles in Courage.” And that’s the only time. "
375,"From that point on, I never let anyone, man or woman, hurt me in terms of, you know. I get criticized, as you know, and even some serious press people who are not being negative with me say, “Biden doesn’t hold a grudge.” You know that old saying, “Seek revenge, you got two victims.” You’re one of them. I’ve never done that because it’s just not worth the effort. "
376,"But I have not been hurt by a woman or a man. But what’s hurt me is, look, a lot of you’ve been through a lot more than I’ve been through too. It’s not just me. I have a cartoon on my desk, it’s about the size of this insert. I guess I was feeling sorry for myself, and my dad was over at my home. This was 20 years after the accident. He thought I was just too down. He went up to a local Hallmark store and came back, you know they sell the things like this that have a gold frame around them in glass, and two etchings in it from the funny papers, “Hagar the Horrible.” There’s a picture of Hagar in the one standing there and his Viking ship had crashed down to the rocks and the mast was down, and his horns and his helmet were charred. And he’s leaning out, he’s going, “Why me, God?” And the next, the same exact cartoon, and a voice from heaven says, “Why not? Why not you?” Why not me? What makes me so special? I still have it on my desk, and I’ve reprinted it for a lot of people, because it’s just not. You just got to get up. I’m sorry, I didn’t mean to get so. Anyway, there isn’t anybody, that is, any woman or man, since I’ve been a high school kid that has really hurt me."
377,"NF: Can I kind of bring that down to a more mundane level? You’ve talked about your relationships with Republicans and honestly sometimes they seem crazy, you can’t work with these people. And then see there’s an old video going around of Lindsey Graham just saying —— I’m having trouble hearing that, sorry."
379,"NF: You’re the greatest. I can’t remember the exact words, but saying some —— Lindsey Graham?"
381,"NF: Yeah, that he was saying that there’s got to be something wrong with you if you can’t admire and like Joe Biden. You realize that the relationships that you built over the years. And then I think of these guys going after you with nothing. No evidence at all, no reason, and you know that they know it’s wrong."
382,View the video of Senator Graham talking about Mr. Biden here.
383,They’re frightened. They’re frightened. They lack courage. I know why Lindsey’s doing this without talking to him. He’ll lose his election in South Carolina.
384,"Senator Graham was initially a fierce critic of Mr. Trump but has become a loyalist. He told The Times Magazine, “If you don’t want to get re-elected, you’re in the wrong business.” NF: He could."
386,"Did you see him? I wish he had more courage because he knows, I mean he — anyway we’re on camera, I don’t want to get too personal about him. But look, there’s just a lot of people I don’t expect. "
387,"Barack always kids with me. I say to Barack, the president, I call him Mr. President, so I don’t mean to be, we are close personal friends, but I don’t call him, I just don’t want to confuse him with the president, O.K.? When I say, Barack I should say President Obama. I don’t want to confuse him with the other guy. And he always was quoting me on the things I’d repeat to him all the time. He said to his friends, “What’s it like having Joe?” “He’s just like having an older brother. He always just tells me the truth.” "
388,"There were tensions between President Obama and Vice President Biden — for example the vice president sometimes went off script, frustrating the president. But the two became close friends. In the wake of Mr. Biden’s son’s death, the president said to him: “Joe, you are my brother.” Read The Times long-form account of their relationship, by Peter Baker. "
